Copper Resistance (Ohms),Graphene Resistance (Ohms),Final Resistance (Ohms)
102030.0,1681106.467132812,86314.20983202526
100570.0,1681094.3837604178,85266.93987540308
99153.0,1681082.3072645783,84246.08240434124
97776.0,1681070.2376400789,83249.83299820982
96437.0,1681058.174881706,82277.07237695696
95134.0,1681046.1189842536,81326.65181426461
93865.0,1681034.0699425186,80397.39418502338
92630.0,1681022.0277513051,79489.56779307296
91427.0,1681009.9924054197,78601.95805770047
90255.0,1680997.963899676,77734.06609203588
89112.0,1680985.9422288907,76884.6339186292
87999.0,1680973.9273878871,76054.61991911105
86912.0,1680961.9193714927,75241.24163644612
85852.0,1680949.9181745397,74445.43296056469
84818.0,1680937.9237918651,73666.62590016625
83808.0,1680925.936218311,72903.48307112661
82822.0,1680913.9554487239,72156.16355141204
81859.0,1680901.9814779568,71424.06256425512
80918.0,1680890.0143008656,70706.56377481091
79999.0,1680878.0539123123,70003.80538081033
79100.0,1680866.100307163,69314.38758770983
78221.0,1680854.153480289,68638.43140245447
77361.0,1680842.213426567,67975.28390562157
76520.0,1680830.280140877,67325.05623243401
75698.0,1680818.3536181056,66687.85779959947
74892.0,1680806.4338531431,66061.46202543852
74104.0,1680794.5208408851,65447.51741870922
73332.0,1680782.614576232,64844.558828111236
72576.0,1680770.7150540887,64252.672097431576
71836.0,1680758.8222693654,63671.94180618909
71110.0,1680746.9362169763,63100.876394757914
70399.0,1680735.056891841,62540.33639268951
69702.0,1680723.1842888847,61989.60644974143
69018.0,1680711.3184030347,61447.96317779103
68348.0,1680699.4592292272,60916.26412765171
67691.0,1680687.6067623987,60393.78060086123
67046.0,1680675.7609974935,59879.7763133097
66414.0,1680663.9219294607,59375.10617364367
65793.0,1680652.0895532507,58878.228131079995
65184.0,1680640.2638638243,58389.99396260747
64586.0,1680628.4448561417,57909.65306933253
63999.0,1680616.6325251705,57437.25347120299
633390.0,1680604.8268658835,297275.9647722053
580610.0,1680593.0278732572,285110.61022162676
535950.0,1680581.2355422715,273901.88472052733
497660.0,1680569.4498679144,263538.4151509207
464490.0,1680557.6708451752,253934.67987757447
435460.0,1680545.89846905,245004.57722182604
409840.0,1680534.1327345395,236679.48345439
387070.0,1680522.3736366483,228902.55296317695
366700.0,1680510.621170386,221621.55322696627
348370.0,1680498.8753307667,214790.683468087
331780.0,1680487.1361128096,208366.23356375226
316700.0,1680475.403511538,202315.64530773953
302930.0,1680463.6775219815,196606.02058849914
290300.0,1680451.958139172,191206.54909705368
278690.0,1680440.2453581474,186099.73587141544
267970.0,1680428.5391739495,181257.2757463928
258050.0,1680416.8395816267,176663.1726875076
248830.0,1680405.146576229,172292.24476898074
240250.0,1680393.4601528144,168134.2808130341
232240.0,1680381.7803064426,164171.28954741653
224750.0,1680370.1070321787,160392.40488415695
217730.0,1680358.4403250944,156784.5933213253
211130.0,1680346.7801802636,153332.7467231682
204920.0,1680335.126592766,150030.50207011623
199070.0,1680323.4795576856,146870.28668422092
193540.0,1680311.8390701115,143837.8405371931
188310.0,1680300.2051251351,140928.68112358177
183350.0,1680288.5777178565,138131.9023947502
178650.0,1680276.9568433769,135447.0837985044
174180.0,1680265.3424968035,132861.7702662567
169930.0,1680253.734673248,130374.3448646815
165890.0,1680242.1333678267,127982.83421717513
162030.0,1680230.5385756595,125672.88603763831
158350.0,1680218.9502918727,123447.54966320425
154830.0,1680207.368511596,121297.53627999747
151460.0,1680195.7932299639,119219.21706866946
148240.0,1680184.2244421144,117214.93447390157
145150.0,1680172.6621431925,115274.36639529529
142190.0,1680161.1063283444,113399.43051640366
139350.0,1680149.5569927243,111585.59250794275
136610.0,1680138.0141314887,109821.61093306683
133990.0,1680126.4777397995,108121.86138306753
131460.0,1680114.9478128229,106468.28100128114
129020.0,1680103.4243457287,104862.02554483282
126680.0,1680091.907333693,103310.8812418185
124420.0,1680080.396771895,101802.70319280183
122230.0,1680068.8926555188,100331.71053325746
120130.0,1680057.3949797535,98912.27549187586
118090.0,1680045.9037397918,97524.98144850998
116120.0,1680034.4189308318,96177.34840203216
114220.0,1680022.9405480758,94870.14322541584
112380.0,1680011.4685867296,93597.17987467485
110590.0,1680000.0030420043,92352.10787290781
108860.0,1679988.5439091164,91142.4398857863
107190.0,1679977.0911832848,89968.77725094023
105570.0,1679965.6448597352,88824.62886970368
103990.0,1679954.2049336955,87703.35605057329
102460.0,1679942.7714003983,86612.47122750616
100980.0,1679931.3442550835,85552.43265498284
99533.0,1679919.9234929911,84511.43315315388
98131.0,1679908.5091093697,83498.44294136098
96768.0,1679897.1010994688,82509.4872744091
95443.0,1679885.6994585446,81544.16242416172
94153.0,1679874.304181857,80600.5814733788
92897.0,1679862.91526467,79678.28918217633
91675.0,1679851.5327022523,78777.55279388523
90484.0,1679840.156489878,77896.41146985185
89324.0,1679828.7866228228,77035.09905469244
88194.0,1679817.42309637,76193.09903756257
87091.0,1679806.0659058052,75368.38280079715
86016.0,1679794.7150464195,74561.89353632434
84967.0,1679783.3705135076,73772.3195668028
83943.0,1679772.0323023687,72999.08280722283
82944.0,1679760.7004083071,72242.35138148638
81968.0,1679749.3748266308,71500.76880694341
81015.0,1679738.0555526523,70774.48398435384
80084.0,1679726.7425816876,70062.87802542617
79174.0,1679715.4359090591,69365.32086836008
78284.0,1679704.1355300918,68681.17163325188
77414.0,1679692.8414401151,68010.55078284051
76564.0,1679681.5536344638,67353.57689838899
75732.0,1679670.272108476,66708.81482772526
74917.0,1679658.9968574948,66075.58943463636
74120.0,1679647.7278768667,65454.77590104356
73340.0,1679636.4651619445,64845.692162806714
72576.0,1679625.2087080828,64247.64697881448
71828.0,1679613.958510642,63660.72575304551
71095.0,1679602.714564986,63084.22526765683
70377.0,1679591.476866485,62518.22296169791
69673.0,1679580.2454105096,61962.00423295755
68983.0,1679569.0201924394,61415.6390131467
68307.0,1679557.8012076544,60879.19622845862
67644.0,1679546.58845154,60351.94775982475
66993.0,1679535.381919488,59833.157843804
66355.0,1679524.181606891,59323.681921344054
65729.0,1679512.9875091487,58822.779288503974
65115.0,1679501.7996216635,58330.50450011872
64512.0,1679490.617939842,57846.10731464522
63920.0,1679479.4424590962,57369.63614924019
63339.0,1679468.2731748417,56901.13876851739
626930.0,1679457.110082498,295738.47361387865
574680.0,1679445.953177489,283575.1384462106
530480.0,1679434.8024552432,272375.6266481704
492590.0,1679423.6579111926,262026.1502101827
459750.0,1679412.5195407746,252433.83371853494
431010.0,1679401.3873394295,243517.40970043474
405660.0,1679390.2613026036,235212.1420738611
383120.0,1679379.1414257444,227452.48129834342
362960.0,1679368.0277043064,220191.04257830765
344810.0,1679356.9201337472,213376.7597357197
328390.0,1679345.8187095288,206972.07707819637
313460.0,1679334.723427117,200939.53654496427
299840.0,1679323.6342819827,195253.55931217797
287340.0,1679312.5512695997,189874.27215723597
275850.0,1679301.4743854469,184787.69741346058
265240.0,1679290.4036250063,179964.89469503757
255420.0,1679279.3389837663,175389.33924549754
246290.0,1679268.2804572163,171035.29113132754
237800.0,1679257.228040853,166897.02317079937
229870.0,1679246.1817301747,162951.35296579337
222460.0,1679235.1415206862,159192.12442335582
215510.0,1679224.1074078945,155600.9666863749
208980.0,1679213.0793873107,152167.67371903674
202830.0,1679202.0574544512,148880.419549329
197030.0,1679191.0416048367,145731.3014839458
191560.0,1679180.0318339902,142716.81575380612
186380.0,1679169.0281374413,139821.40961325698
181480.0,1679158.0305107215,137045.27310949893
176830.0,1679147.0389493683,134376.62641580135
172410.0,1679136.0534489204,131808.56010797067
168200.0,1679125.074004924,129333.51400762978
164200.0,1679114.1006129277,126955.2632378398
160380.0,1679103.1332684848,124659.37577412979
156730.0,1679092.1719671516,122442.79487581109
153250.0,1679081.2167044887,120308.32281213865
149920.0,1679070.2674760623,118246.2586829233
146730.0,1679059.3242774413,116252.66165189332
143670.0,1679048.3871041993,114323.3207429477
140740.0,1679037.4559519123,112460.1513638032
137920.0,1679026.5308161634,110652.1547803803
135220.0,1679015.611692536,108907.34737801009
132620.0,1679004.698576622,107214.30398322917
130120.0,1678993.7914640128,105574.34550171104
127710.0,1678982.890350307,103982.13692860048
125390.0,1678971.9952311066,102438.80908012595
123150.0,1678961.1061020168,100938.75179671377
120990.0,1678950.2229586467,99482.92063116544
118900.0,1678939.3457966107,98065.4498683297
116880.0,1678928.474611526,96687.13451521048
114940.0,1678917.6093990149,95355.63757281266
113050.0,1678906.7501547027,94051.07566496293
111230.0,1678895.8968742187,92787.8859229581
109460.0,1678885.049553198,91552.81090805573
107750.0,1678874.2081872777,90353.38326784669
106100.0,1678863.3727720983,89190.20160272399
104490.0,1678852.543303307,88049.64981167532
102930.0,1678841.719776553,86939.23350952908
101410.0,1678830.9021874897,85852.25073170089
99945.0,1678820.0905317753,84799.85963753986
98517.0,1678809.2848050704,83769.54073884762
97130.0,1678798.4850030416,82764.51623261502
95781.0,1678787.691121358,81782.94788307628
94469.0,1678776.9031556936,80824.41967297668
93192.0,1678766.1211017247,79887.76356896087
91949.0,1678755.3449551335,78972.52124540083
90740.0,1678744.5747116052,78078.95883083814
89561.0,1678733.8103668287,77204.36528528413
88413.0,1678723.051916498,76349.7111699116
87294.0,1678712.2993563088,75513.72871115676
86203.0,1678701.5526819644,74695.87658288017
85138.0,1678690.8118891674,73894.84657918834
84100.0,1678680.0769736283,73111.57487173297
83087.0,1678669.3479310588,72344.72980895024
82098.0,1678658.6247571767,71593.71820524639
81132.0,1678647.9074477016,70857.93487823986
80188.0,1678637.1959983588,70136.76302066639
79267.0,1678626.4904048766,69431.10901984209
78366.0,1678615.7906629867,68738.80811901487
77486.0,1678605.0967684253,68060.75359214544
76625.0,1678594.408716933,67395.52438223673
75783.0,1678583.726504254,66743.23221207774
74959.0,1678573.0501261351,66103.20940970688
74153.0,1678562.3795783292,65475.558281454454
73364.0,1678551.714856591,64859.59795676589
72592.0,1678541.0559566803,64255.42181949919
71836.0,1678530.40287436,63662.336433038545
71095.0,1678519.7556053975,63079.63951944791
70369.0,1678509.1141455634,62507.40929287523
69659.0,1678498.4784906337,61946.51366102994
68962.0,1678487.8486363855,61394.65607915431
68279.0,1678477.2245786022,60852.69516967917
67610.0,1678466.6063130703,60320.6994963037
66953.0,1678455.9938355796,59797.14125832459
66310.0,1678445.3871419244,59283.67570154322
65678.0,1678434.7862279015,58777.96564750746
65059.0,1678424.1910893137,58281.66632654233
64451.0,1678413.601721966,57793.22857084023
63854.0,1678403.0181216672,57312.70118988282
63268.0,1678392.4402842312,56840.13234483362
62693.0,1678381.8682054747,56375.569536892144
620600.0,1678371.3018812172,294222.2681128417
568880.0,1678360.7413072851,282063.7073615974
525120.0,1678350.1864795045,270870.85186210665
487610.0,1678339.6373937083,260531.99446705735
455100.0,1678329.0940457338,250952.90756500314
426660.0,1678318.5564314176,242055.14812907265
401560.0,1678308.0245466055,233764.88719300964
379250.0,1678297.4983871432,226024.0023038917
359290.0,1678286.9779488824,218779.8928477569
341330.0,1678276.4632276767,211987.27549217205
325070.0,1678265.9542193862,205599.72019742304
310300.0,1678255.4509198708,199590.5097325031
296810.0,1678244.9533249976,193920.94899029785
284440.0,1678234.4614306362,188562.80498092284
273060.0,1678223.9752326591,183492.8762914052
262560.0,1678213.4947269447,178690.49742730233
252840.0,1678203.0199093735,174134.21553741762
243810.0,1678192.550775829,169802.57994054593
235400.0,1678182.0873222006,165679.84865181713
227550.0,1678171.6295443794,161752.14151037796
220210.0,1678161.1774382615,158008.06692303965
213330.0,1678150.7309997464,154434.0646177167
206870.0,1678140.290224737,151019.8316515934
200780.0,1678129.8551091398,147748.02287079033
195040.0,1678119.425648866,144615.90279372165
189630.0,1678109.0018398291,141619.91605618442
184500.0,1678098.5836779475,138738.74582690743
179650.0,1678088.1711591417,135978.05570984914
175040.0,1678077.7642793388,133320.1842438934
170660.0,1678067.3630344658,130763.82776428341
166500.0,1678056.9674204572,128307.31377213077
162540.0,1678046.5774332471,125942.6051720591
158760.0,1678036.193068778,123661.06092908805
155150.0,1678025.81432299,121459.59536960824
151700.0,1678015.441191834,119334.81775678015
148400.0,1678005.0736712588,117283.04346138285
145250.0,1677994.7117572192,115306.60752315595
142220.0,1677984.355445674,113388.72261909986
139320.0,1677974.004732584,111537.54737099679
136530.0,1677963.6596139155,109742.03100937659
133850.0,1677953.3200856375,108003.6995969852
131280.0,1677942.9861437227,106324.04875134288
128800.0,1677932.6577841474,104691.32748913576
126420.0,1677922.335002891,103113.34001940444
124120.0,1677912.0177959388,101577.95543281907
121900.0,1677901.7061592753,100086.14563413092
119760.0,1677891.4000888944,98638.8646855525
117700.0,1677881.0995807883,97237.04738632067
115700.0,1677870.804630956,95867.87703400053
113780.0,1677860.5152353987,94545.82047847174
111910.0,1677850.2313901216,93250.92512714947
110110.0,1677839.9530911343,91997.67029204259
108360.0,1677829.680334448,90772.7522344802
106660.0,1677819.4131160805,89576.66992395048
105020.0,1677809.1514320488,88417.0026701333
103430.0,1677798.8952783789,87287.21343938888
101890.0,1677788.6446510947,86187.77379831452
100390.0,1677778.3995462283,85111.95823451853
98936.0,1677768.1599598136,84064.45597781468
97522.0,1677757.9258878867,83041.32447394771
96149.0,1677747.6973264893,82043.63665998548
94813.0,1677737.4742716663,81068.81579403537
93514.0,1677727.2567194651,80117.16782384219
92251.0,1677717.0446659375,79188.2564329254
91021.0,1677706.838107139,78280.14926636519
89823.0,1677696.6370391287,77392.3605481835
88657.0,1677686.4414579675,76525.13435123005
87520.0,1677676.2513597219,75676.46744879852
86412.0,1677666.0667404612,74846.5720846393
85332.0,1677655.8875962575,74034.90417208688
84278.0,1677645.7139231886,73240.15085902331
83251.0,1677635.5457173325,72463.24936757026
82248.0,1677625.3829747736,71702.10341094268
81268.0,1677615.2256915988,70956.11011825474
80312.0,1677605.0738638986,70226.18411854513
79379.0,1677594.9274877652,69511.71290634648
78466.0,1677584.7865592986,68810.5344109857
77574.0,1677574.6510745971,68123.54296347398
76703.0,1677564.521029767,67450.8662190203
75851.0,1677554.3964209151,66791.07895018086
75017.0,1677544.2772441527,66143.51488788832
74202.0,1677534.1634955944,65509.05685331497
73404.0,1677524.055171359,64886.249808158704
72623.0,1677513.952267568,64275.18808786332
71858.0,1677503.854780347,63675.179387058335
71110.0,1677493.7627058227,63087.09665003816
70377.0,1677483.6760401302,62509.452121914845
69659.0,1677473.5947794027,61942.32356898949
68955.0,1677463.51891978,61384.9951246414
68266.0,1677453.4484574047,60838.33124752918
67590.0,1677443.3833884224,60300.814410170206
66927.0,1677433.323708983,59772.50766258448
66277.0,1677423.2694152377,59253.473177536274
65640.0,1677413.2205033442,58743.772232917676
65015.0,1677403.176969462,58242.66267661205
64401.0,1677393.1388097536,57749.395121291636
63800.0,1677383.1060203859,57265.630141528694
63209.0,1677373.0785975284,56789.003996569794
62629.0,1677363.0565373544,56320.36868177098
62060.0,1677353.0398360407,55859.771427172236
614390.0,1677343.0284897676,292725.1724206547
563190.0,1677333.0224947191,280571.5456095476
519870.0,1677323.021847081,269387.6930669579
482730.0,1677313.026543044,259058.88121909095
450550.0,1677303.036578802,249495.08097496003
422390.0,1677293.0519505525,240611.54774690358
397550.0,1677283.0726544943,232341.2667310202
375460.0,1677273.0986868343,224617.28875370443
355700.0,1677263.1300437765,217391.965671487
337910.0,1677253.1667215342,210614.70193340775
321820.0,1677243.2087163187,204249.34879133734
307190.0,1677233.25602435,198256.36385661527
293840.0,1677223.3086418463,192608.3383772137
281600.0,1677213.3665650345,187272.31595445017
270330.0,1677203.4297901394,182219.91817308558
259930.0,1677193.4983133927,177434.2018641403
250310.0,1677183.572131029,172897.93391816816
241370.0,1677173.651239286,168584.58349587393
233040.0,1677163.7356344035,164477.93295521423
225280.0,1677153.8253126252,160573.82288975143
218010.0,1677143.920270201,156845.50297977196
211200.0,1677134.0205033799,153289.25873223224
204800.0,1677124.1260084158,149889.3322169902
198770.0,1677114.2367815676,146633.43139026352
193090.0,1677104.3528190942,143518.77341685168
187730.0,1677094.4741172611,140536.14586160544
182660.0,1677084.6006723356,137675.22662768752
177850.0,1677074.7324805886,134924.637723102
173290.0,1677064.8695382935,132283.6535902255
168960.0,1677055.0118417272,129745.25948087753
164840.0,1677045.159387172,127301.7863997208
160910.0,1677035.31217091,124944.94219382426
157170.0,1677025.4701892296,122678.02733851394
153600.0,1677015.6334384212,120491.9625748266
150180.0,1677005.801914778,118377.11371707977
146920.0,1676995.975614598,116342.13364256619
143790.0,1676986.154534181,114370.5434406294
140800.0,1676976.3386698307,112470.67242565817
137920.0,1676966.528017854,110625.28764271141
135170.0,1676956.7225745607,108848.91351837077
132520.0,1676946.9223362652,107123.77180102745
129970.0,1676937.1272992836,105451.20418261494
127510.0,1676927.337459935,103825.89671084947
125150.0,1676917.552814544,102255.67610778932
122880.0,1676907.773359437,100735.08420289517
120680.0,1676897.999090943,99251.69407825076
118570.0,1676888.2300053956,97819.94026001488
116520.0,1676878.4660991302,96420.33653555434
114550.0,1676868.7073684863,95067.32589436455
112640.0,1676858.953809808,93747.94798207273
110790.0,1676849.2054194396,92462.84475448121
109000.0,1676839.4621937303,91212.64693481017
107270.0,1676829.7241290335,89997.97328941144
105600.0,1676819.991221704,88819.42990775332
103970.0,1676810.2634681007,87663.39152634416
102400.0,1676800.540864586,86544.52045144525
100870.0,1676790.8234075243,85449.03505998716
99387.0,1676781.1110932843,84382.3438429668
97946.0,1676771.4039182384,83341.25047897613
96547.0,1676761.7018787607,82326.12367579521
95187.0,1676752.0049712295,81335.13496208853
93865.0,1676742.3131920248,80367.87951062074
92579.0,1676732.6265375323,79423.1988691574
91328.0,1676722.9450041396,78500.64486288745
90110.0,1676713.2685882372,77599.0113162906
88925.0,1676703.597286219,76718.55383273805
87770.0,1676693.931094482,75857.28254124633
86645.0,1676684.270009427,75015.42033827829
85548.0,1676674.614027456,74191.68203321494
84479.0,1676664.963144977,73386.2677341286
83436.0,1676655.3173583995,72597.85995868876
82418.0,1676645.6766641368,71825.87795789131
81425.0,1676636.0410586046,71070.49036896645
80456.0,1676626.4105382217,70331.09885258188
79509.0,1676616.7850994107,69606.3266913139
78585.0,1676607.1647385976,68897.08260830006
77681.0,1676597.5494522108,68201.19853254952
76799.0,1676587.9392366826,67520.34297500925
75936.0,1676578.334088447,66852.32407860128
75092.0,1676568.7340039427,66197.25423577247
74267.0,1676559.1389796108,65555.24411578449
73460.0,1676549.549011896,64925.621478439796
72670.0,1676539.9640972456,64307.704467958385
71897.0,1676530.3842321096,63701.58694937899
71140.0,1676520.8094129425,63106.57444276465
70399.0,1676511.2396362007,62522.75234116403
69673.0,1676501.6748983443,61949.41415929574
68962.0,1676492.115195836,61386.637295673114
68266.0,1676482.5605251424,60834.497989424075
67583.0,1676473.0108827322,60291.479579502404
66914.0,1676463.4662650789,59758.4432805081
66258.0,1676453.9266686563,59234.6576613451
65614.0,1676444.3920899439,58719.38364953869
64984.0,1676434.862525423,58214.28229935118
64365.0,1676425.337971579,57717.006168338914
63757.0,1676415.8184248984,57227.60490725931
63162.0,1676406.3038818731,56747.74194925363
62577.0,1676396.7943389963,56275.04858729354
62003.0,1676387.2897927659,55810.37811269839
61439.0,1676377.7902396808,55352.96578181354
608310.0,1676368.2956762451,291249.5628270543
557610.0,1676358.8060989643,279098.7573368901
514720.0,1676349.3215043475,267923.62220571603
477960.0,1676339.8418889083,257609.8898342251
446090.0,1676330.3672491603,248057.4943366521
418210.0,1676320.8975816234,239190.00593154333
393610.0,1676311.4328828184,230934.6452027975
371740.0,1676301.9731492698,223228.94159256836
352180.0,1676292.518377504,216023.73916155208
334570.0,1676283.0685640532,209266.96894405456
318640.0,1676273.6237054507,202921.17671252103
304150.0,1676264.1837982328,196945.55493731154
290930.0,1676254.7488389388,191315.90149676343
278810.0,1676245.318824112,185998.54658502562
267650.0,1676235.893750298,180964.4601855961
257360.0,1676226.4736140447,176200.83510726207
247830.0,1676217.058411905,171680.64710232633
238980.0,1676207.6481404323,167386.2889587555
230740.0,1676198.2427961857,163301.38636585188
223050.0,1676188.8423757243,159411.47374389094
215850.0,1676179.4468756136,155699.42279406337
209110.0,1676170.056292419,152161.455135998
202770.0,1676160.670622711,148776.30234119945
196810.0,1676151.2898630616,145542.24762787108
191180.0,1676141.914010048,142440.05302476275
185870.0,1676132.5430602466,139471.20125661028
180850.0,1676123.1770102407,136625.29465956712
176090.0,1676113.8158566146,133890.87676616714
171570.0,1676104.459595956,131261.34021678564
167280.0,1676095.1082248553,128735.32762524667
163200.0,1676085.761739906,126305.11829019629
159320.0,1676076.4201377044,123968.42168493517
155610.0,1676067.0834148503,121710.37091270952
152080.0,1676057.751567946,119539.99513952542
148700.0,1676048.4245935974,117441.55019920271
145460.0,1676039.1024884123,115411.11683792957
142370.0,1676029.7852490023,113457.20441385182
139400.0,1676020.4728719816,111562.8736061145
136560.0,1676011.165353967,109736.32556088173
133830.0,1676001.8626915792,107966.40569913661
131200.0,1675992.5648814407,106248.07425564062
128680.0,1675983.271920179,104589.27906757256
126250.0,1675973.9838044208,102978.16987736514
123910.0,1675964.7005308,101415.89270555804
121660.0,1675955.42209595,99903.57090416922
119490.0,1675946.1484965084,98435.51695745472
117390.0,1675936.8797291175,97005.84928624584
115370.0,1675927.6157904195,95622.24140828311
113410.0,1675918.3566770607,94271.78322532022
111520.0,1675909.1023856916,92962.07679902838
109690.0,1675899.8529129636,91686.89224874998
107930.0,1675890.6082555328,90453.88178605856
106210.0,1675881.3684100562,89242.58991851361
104550.0,1675872.1333731953,88067.59603478167
102940.0,1675862.9031416138,86922.362749395
101380.0,1675853.6777119788,85807.36785117895
99871.0,1675844.4570809596,84723.79963091927
98403.0,1675835.241245229,83664.89792236846
96976.0,1675826.0302014633,82631.0268641829
95591.0,1675816.8239463393,81623.27352525521
94245.0,1675807.6224765386,80639.80204862419
92936.0,1675798.425788746,79679.4691986424
91663.0,1675789.233879648,78741.84050106994
90424.0,1675780.0467459343,77825.72386814434
89218.0,1675770.8643842975,76930.64327753398
88044.0,1675761.6867914335,76056.10707249428
86901.0,1675752.5139640407,75201.60838494392
85787.0,1675743.34589882,74365.8741027663
84701.0,1675734.182592476,73548.36059749505
83642.0,1675725.024041716,72748.51060825141
82610.0,1675715.8702432478,71966.5125653016
81602.0,1675706.7211937865,71200.26769614806
80619.0,1675697.5768900465,70450.70037609937
79659.0,1675688.4373287458,69716.44373306331
78722.0,1675679.3025066068,68997.6463466867
77807.0,1675670.1724203522,68293.6839209285
76912.0,1675661.0470667095,67603.14838417026
76038.0,1675651.9264424085,66926.93645427648
75184.0,1675642.8105441811,66264.39771939724
74349.0,1675633.699368763,65614.87139769562
73532.0,1675624.5929128923,64977.6866819054
72732.0,1675615.49117331,64352.16307010164
71950.0,1675606.3941467595,63739.180259159075
71185.0,1675597.301829988,63138.05076235824
70435.0,1675588.2142197448,62547.28936389258
69702.0,1675579.1313127815,61968.55626988065
68983.0,1675570.0531058535,61399.56394210356
68279.0,1675560.9795957187,60841.17796723703
67590.0,1675551.9107791367,60293.474190792454
66914.0,1675542.8466528724,59754.93232860548
66251.0,1675533.7872136915,59225.615681640214
65602.0,1675524.7324583617,58706.387495125884
64965.0,1675515.6823836563,58195.70927991903
64340.0,1675506.6369863492,57693.63673486089
63727.0,1675497.5962632175,57200.22479006878
63126.0,1675488.5602110412,56715.52759244762
62536.0,1675479.528826604,56238.789747409704
61957.0,1675470.5021066903,55770.05927259128
61389.0,1675461.4800480893,55309.38351514834
60831.0,1675452.462647592,54855.99593977284
602340.0,1675443.4499019925,289791.01206140954
552150.0,1675434.4418080864,277648.0226734164
509670.0,1675425.438362674,266478.7915360894
473270.0,1675416.4395625575,256176.52014623978
441720.0,1675407.445404542,246640.34061874516
414110.0,1675398.4558854343,237787.4655083939
389750.0,1675389.4710020456,229548.61344626884
368100.0,1675380.4907511885,221862.75030438902
348720.0,1675371.515129679,214671.61100582857
331290.0,1675362.544134336,207936.49413047574
315510.0,1675353.5777619807,201607.27646453452
301170.0,1675344.6160094368,195654.12290838335
288080.0,1675335.658873532,190043.83465478852
276070.0,1675326.706351095,184741.62677504795
265030.0,1675317.7584389583,179731.24639134275
254840.0,1675308.8151339572,174985.92352074382
245400.0,1675299.8764329285,170482.5257070981
236630.0,1675290.9423327132,166202.94445941955
228470.0,1675282.0128301547,162135.37360701163
220860.0,1675273.0879220983,158265.2118347326
213730.0,1675264.1676053926,154569.95245126516
207060.0,1675255.251876889,151050.7871581065
200780.0,1675246.3407334415,147680.8822905678
194880.0,1675237.4341719071,144463.7068518942
189310.0,1675228.5321891431,141379.89307390852
184050.0,1675219.6347820144,138425.2388857786
179070.0,1675210.7419473836,135589.03235397898
174360.0,1675201.8536821187,132871.1305689791
169890.0,1675192.9699830897,130259.21423009419
165640.0,1675184.0908471693,127745.94641995388
161600.0,1675175.2162712335,125329.36161034071
157760.0,1675166.3462521597,123007.14106533396
154090.0,1675157.4807868288,120764.33868971386
150590.0,1675148.619872124,118603.80002771791
147240.0,1675139.763504932,116515.7858024975
144040.0,1675130.9116821408,114502.6703659537
140970.0,1675122.0644006426,112554.02690235752
138040.0,1675113.2216573309,110678.22716994109
135220.0,1675104.3834491028,108857.88728973035
132520.0,1675095.5497728575,107101.08695109822
129920.0,1675086.7206254967,105396.3301826779
127420.0,1675077.896003926,103744.95406097012
125010.0,1675069.0759050515,102141.59288201576
122700.0,1675060.2603257843,100594.11292054094
120470.0,1675051.4492630356,99090.23721796642
118320.0,1675042.6427137223,97630.92979078312
116240.0,1675033.8406747612,96210.28493026369
114240.0,1675025.0431430724,94835.99604367666
112300.0,1675016.2501155806,93495.10690475981
110430.0,1675007.4615892107,92195.239003482
108620.0,1674998.6775608903,90930.13834362978
106870.0,1674989.8980275511,89700.43072217726
105170.0,1674981.1229861272,88499.64848885124
103530.0,1674972.3524335544,87335.40270589359
101930.0,1674963.5863667703,86193.98169134579
100390.0,1674954.824782719,85090.12829107374
98892.0,1674946.0676783423,84011.41843573115
97438.0,1674937.3150505875,82959.68128490102
96026.0,1674928.5668964048,81933.85252861568
94654.0,1674919.8232127442,80932.83579831404
93321.0,1674911.0839965611,79956.23787190072
92025.0,1674902.3492448127,79002.91038689706
90764.0,1674893.61895446,78071.67583356006
89537.0,1674884.893122462,77162.07129955404
88344.0,1674876.1717457855,76274.36322594126
87181.0,1674867.4548213985,75405.82071080168
86049.0,1674858.7423462693,74557.419444198
84946.0,1674850.034317372,73727.8816497674
83871.0,1674841.3307316797,72916.66093970941
82822.0,1674832.631586172,72122.43898849517
81800.0,1674823.936877829,71346.15677136142
80802.0,1674815.2466036323,70585.7092893174
79829.0,1674806.560760568,69842.02197589578
78878.0,1674797.8793456247,69112.95587067952
77950.0,1674789.2023557923,68399.4220397963
77044.0,1674780.5297880636,67700.79377742474
76158.0,1674771.861639434,67015.65888543073
75293.0,1674763.1979069028,66344.91520753922
74447.0,1674754.5385874703,65687.1314428179
73620.0,1674745.8836781387,65042.41890046761
72811.0,1674737.2331759147,64410.10456846795
72019.0,1674728.5870778072,63789.505767897164
71245.0,1674719.9453808265,63181.503376876055
70487.0,1674711.3080819857,62584.61937277253
69745.0,1674702.675178301,61998.9395717436
69018.0,1674694.0466667914,61423.75644687757
68307.0,1674685.4225444775,60859.94162697576
67610.0,1674676.802808382,60305.98582573041
66927.0,1674668.187455532,59761.95917837624
66258.0,1674659.5764829563,59227.930795878514
65602.0,1674650.9698876855,58703.1680098769
64959.0,1674642.3676667528,58187.73287009642
64328.0,1674633.7698171951,57680.88250485263
63709.0,1674625.1763360505,57182.67233578034
63103.0,1674616.5872203608,56693.96419465177
62507.0,1674608.0024671687,56212.39037227274
61923.0,1674599.4220735212,55739.615219592575
61350.0,1674590.846036467,55274.87928795983
60787.0,1674582.2743530564,54817.41640522811
