Ncht,Nchb,Nchl,Nchr,Lg
3.299729972997299114e+02,3.299729972997299114e+02,1.253285328532853171e+01,1.253285328532853171e+01,1.341781186238532686e-06
3.302430243024302285e+02,3.302430243024302285e+02,1.253765376537653786e+01,1.253765376537653786e+01,1.341246091649897441e-06
3.305130513051304888e+02,3.305130513051304888e+02,1.254245424542454224e+01,1.254245424542454224e+01,1.340711441530649021e-06
3.307830783078307491e+02,3.307830783078307491e+02,1.254725472547254661e+01,1.254725472547254661e+01,1.340177235285280064e-06
3.310531053105310093e+02,3.310531053105310093e+02,1.255205520552055276e+01,1.255205520552055276e+01,1.339643472319473079e-06
3.313231323132312696e+02,3.313231323132312696e+02,1.255685568556855891e+01,1.255685568556855891e+01,1.339110152040097270e-06
3.315931593159315867e+02,3.315931593159315867e+02,1.256165616561655973e+01,1.256165616561655973e+01,1.338577273855203024e-06
3.318631863186318469e+02,3.318631863186318469e+02,1.256645664566456588e+01,1.256645664566456588e+01,1.338044837174020860e-06
3.321332133213321072e+02,3.321332133213321072e+02,1.257125712571257026e+01,1.257125712571257026e+01,1.337512841406957191e-06
3.324032403240323674e+02,3.324032403240323674e+02,1.257605760576057641e+01,1.257605760576057641e+01,1.336981285965590085e-06
3.326732673267326277e+02,3.326732673267326277e+02,1.258085808580858256e+01,1.258085808580858256e+01,1.336450170262668001e-06
3.329432943294329448e+02,3.329432943294329448e+02,1.258565856585658516e+01,1.258565856585658516e+01,1.335919493712104703e-06
3.332133213321332050e+02,3.332133213321332050e+02,1.259045904590459131e+01,1.259045904590459131e+01,1.335389255728975023e-06
3.334833483348334653e+02,3.334833483348334653e+02,1.259525952595259390e+01,1.259525952595259390e+01,1.334859455729515713e-06
3.337533753375337255e+02,3.337533753375337255e+02,1.260006000600060005e+01,1.260006000600060005e+01,1.334330093131116549e-06
3.340234023402339858e+02,3.340234023402339858e+02,1.260486048604860621e+01,1.260486048604860621e+01,1.333801167352321386e-06
3.342934293429343029e+02,3.342934293429343029e+02,1.260966096609660880e+01,1.260966096609660880e+01,1.333272677812824354e-06
3.345634563456345631e+02,3.345634563456345631e+02,1.261446144614461495e+01,1.261446144614461495e+01,1.332744623933463285e-06
3.348334833483348234e+02,3.348334833483348234e+02,1.261926192619261933e+01,1.261926192619261933e+01,1.332217005136221204e-06
3.351035103510350837e+02,3.351035103510350837e+02,1.262406240624062370e+01,1.262406240624062370e+01,1.331689820844219756e-06
3.353735373537353439e+02,3.353735373537353439e+02,1.262886288628862985e+01,1.262886288628862985e+01,1.331163070481716461e-06
3.356435643564356610e+02,3.356435643564356610e+02,1.263366336633663245e+01,1.263366336633663245e+01,1.330636753474103223e-06
3.359135913591359213e+02,3.359135913591359213e+02,1.263846384638463682e+01,1.263846384638463682e+01,1.330110869247900834e-06
3.361836183618361815e+02,3.361836183618361815e+02,1.264326432643264297e+01,1.264326432643264297e+01,1.329585417230757697e-06
3.364536453645364418e+02,3.364536453645364418e+02,1.264806480648064557e+01,1.264806480648064557e+01,1.329060396851446437e-06
3.367236723672367020e+02,3.367236723672367020e+02,1.265286528652865172e+01,1.265286528652865172e+01,1.328535807539857766e-06
3.369936993699370191e+02,3.369936993699370191e+02,1.265766576657665787e+01,1.265766576657665787e+01,1.328011648727002807e-06
3.372637263726372794e+02,3.372637263726372794e+02,1.266246624662466225e+01,1.266246624662466225e+01,1.327487919845005474e-06
3.375337533753375396e+02,3.375337533753375396e+02,1.266726672667266662e+01,1.266726672667266662e+01,1.326964620327100774e-06
3.378037803780377999e+02,3.378037803780377999e+02,1.267206720672066922e+01,1.267206720672066922e+01,1.326441749607632481e-06
3.380738073807380601e+02,3.380738073807380601e+02,1.267686768676867537e+01,1.267686768676867537e+01,1.325919307122047632e-06
3.383438343834383772e+02,3.383438343834383772e+02,1.268166816681668152e+01,1.268166816681668152e+01,1.325397292306897368e-06
3.386138613861386375e+02,3.386138613861386375e+02,1.268646864686468589e+01,1.268646864686468589e+01,1.324875704599829951e-06
3.388838883888388978e+02,3.388838883888388978e+02,1.269126912691269204e+01,1.269126912691269204e+01,1.324354543439590551e-06
3.391539153915391580e+02,3.391539153915391580e+02,1.269606960696069642e+01,1.269606960696069642e+01,1.323833808266016586e-06
3.394239423942394183e+02,3.394239423942394183e+02,1.270087008700869902e+01,1.270087008700869902e+01,1.323313498520034759e-06
3.396939693969396217e+02,3.396939693969396217e+02,1.270567056705670517e+01,1.270567056705670517e+01,1.322793613643658304e-06
3.399639963996399388e+02,3.399639963996399388e+02,1.271047104710470954e+01,1.271047104710470954e+01,1.322274153079984657e-06
3.402340234023401990e+02,3.402340234023401990e+02,1.271527152715271392e+01,1.271527152715271392e+01,1.321755116273192494e-06
3.405040504050404593e+02,3.405040504050404593e+02,1.272007200720072007e+01,1.272007200720072007e+01,1.321236502668535796e-06
3.407740774077407195e+02,3.407740774077407195e+02,1.272487248724872266e+01,1.272487248724872266e+01,1.320718311712346607e-06
3.410441044104409798e+02,3.410441044104409798e+02,1.272967296729672881e+01,1.272967296729672881e+01,1.320200542852025079e-06
3.413141314131412969e+02,3.413141314131412969e+02,1.273447344734473496e+01,1.273447344734473496e+01,1.319683195536043072e-06
3.415841584158415571e+02,3.415841584158415571e+02,1.273927392739273934e+01,1.273927392739273934e+01,1.319166269213936321e-06
3.418541854185418174e+02,3.418541854185418174e+02,1.274407440744074371e+01,1.274407440744074371e+01,1.318649763336304432e-06
3.421242124212420777e+02,3.421242124212420777e+02,1.274887488748874631e+01,1.274887488748874631e+01,1.318133677354806864e-06
3.423942394239423379e+02,3.423942394239423379e+02,1.275367536753675246e+01,1.275367536753675246e+01,1.317618010722158476e-06
3.426642664266426550e+02,3.426642664266426550e+02,1.275847584758475861e+01,1.275847584758475861e+01,1.317102762892131227e-06
3.429342934293429153e+02,3.429342934293429153e+02,1.276327632763276299e+01,1.276327632763276299e+01,1.316587933319546123e-06
3.432043204320431755e+02,3.432043204320431755e+02,1.276807680768076914e+01,1.276807680768076914e+01,1.316073521460272587e-06
3.434743474347434358e+02,3.434743474347434358e+02,1.277287728772877351e+01,1.277287728772877351e+01,1.315559526771227188e-06
3.437443744374436960e+02,3.437443744374436960e+02,1.277767776777677611e+01,1.277767776777677611e+01,1.315045948710367495e-06
3.440144014401440131e+02,3.440144014401440131e+02,1.278247824782478226e+01,1.278247824782478226e+01,1.314532786736691236e-06
3.442844284428442734e+02,3.442844284428442734e+02,1.278727872787278663e+01,1.278727872787278663e+01,1.314020040310233119e-06
3.445544554455445336e+02,3.445544554455445336e+02,1.279207920792079101e+01,1.279207920792079101e+01,1.313507708892062500e-06
3.448244824482447939e+02,3.448244824482447939e+02,1.279687968796879716e+01,1.279687968796879716e+01,1.312995791944279367e-06
3.450945094509450541e+02,3.450945094509450541e+02,1.280168016801680331e+01,1.280168016801680331e+01,1.312484288930012637e-06
3.453645364536453712e+02,3.453645364536453712e+02,1.280648064806480946e+01,1.280648064806480946e+01,1.311973199313416774e-06
3.456345634563456315e+02,3.456345634563456315e+02,1.281128112811281028e+01,1.281128112811281028e+01,1.311462522559670093e-06
3.459045904590458917e+02,3.459045904590458917e+02,1.281608160816081465e+01,1.281608160816081465e+01,1.310952258134968832e-06
3.461746174617461520e+02,3.461746174617461520e+02,1.282088208820882080e+01,1.282088208820882080e+01,1.310442405506528418e-06
3.464446444644464123e+02,3.464446444644464123e+02,1.282568256825682695e+01,1.282568256825682695e+01,1.309932964142577968e-06
3.467146714671467294e+02,3.467146714671467294e+02,1.283048304830482955e+01,1.283048304830482955e+01,1.309423933512360497e-06
3.469846984698469896e+02,3.469846984698469896e+02,1.283528352835283570e+01,1.283528352835283570e+01,1.308915313086125505e-06
3.472547254725472499e+02,3.472547254725472499e+02,1.284008400840084008e+01,1.284008400840084008e+01,1.308407102335130462e-06
3.475247524752475101e+02,3.475247524752475101e+02,1.284488448844884623e+01,1.284488448844884623e+01,1.307899300731636150e-06
3.477947794779477704e+02,3.477947794779477704e+02,1.284968496849685060e+01,1.284968496849685060e+01,1.307391907748904543e-06
3.480648064806480875e+02,3.480648064806480875e+02,1.285448544854485320e+01,1.285448544854485320e+01,1.306884922861196265e-06
3.483348334833483477e+02,3.483348334833483477e+02,1.285928592859285935e+01,1.285928592859285935e+01,1.306378345543766360e-06
3.486048604860486080e+02,3.486048604860486080e+02,1.286408640864086372e+01,1.286408640864086372e+01,1.305872175272864499e-06
3.488748874887488682e+02,3.488748874887488682e+02,1.286888688868886810e+01,1.286888688868886810e+01,1.305366411525729262e-06
3.491449144914491285e+02,3.491449144914491285e+02,1.287368736873687425e+01,1.287368736873687425e+01,1.304861053780587932e-06
3.494149414941493887e+02,3.494149414941493887e+02,1.287848784878488040e+01,1.287848784878488040e+01,1.304356101516651617e-06
3.496849684968496490e+02,3.496849684968496490e+02,1.288328832883288655e+01,1.288328832883288655e+01,1.303851554214115468e-06
3.499549954995499093e+02,3.499549954995499093e+02,1.288808880888088737e+01,1.288808880888088737e+01,1.303347411354154017e-06
3.502250225022501695e+02,3.502250225022501695e+02,1.289288928892888997e+01,1.289288928892888997e+01,1.302843672418916943e-06
3.504950495049504298e+02,3.504950495049504298e+02,1.289768976897689612e+01,1.289768976897689612e+01,1.302340336891530978e-06
3.507650765076508037e+02,3.507650765076508037e+02,1.290249024902490227e+01,1.290249024902490227e+01,1.301837404256092705e-06
3.510351035103510640e+02,3.510351035103510640e+02,1.290729072907290664e+01,1.290729072907290664e+01,1.301334873997670466e-06
3.513051305130513242e+02,3.513051305130513242e+02,1.291209120912091279e+01,1.291209120912091279e+01,1.300832745602296740e-06
3.515751575157515845e+02,3.515751575157515845e+02,1.291689168916891717e+01,1.291689168916891717e+01,1.300331018556970681e-06
3.518451845184518447e+02,3.518451845184518447e+02,1.292169216921691977e+01,1.292169216921691977e+01,1.299829692349651555e-06
3.521152115211521618e+02,3.521152115211521618e+02,1.292649264926492592e+01,1.292649264926492592e+01,1.299328766469257681e-06
3.523852385238524221e+02,3.523852385238524221e+02,1.293129312931293029e+01,1.293129312931293029e+01,1.298828240405664525e-06
3.526552655265526255e+02,3.526552655265526255e+02,1.293609360936093644e+01,1.293609360936093644e+01,1.298328113649701525e-06
3.529252925292528857e+02,3.529252925292528857e+02,1.294089408940894081e+01,1.294089408940894081e+01,1.297828385693149970e-06
3.531953195319531460e+02,3.531953195319531460e+02,1.294569456945694341e+01,1.294569456945694341e+01,1.297329056028738982e-06
3.534653465346534063e+02,3.534653465346534063e+02,1.295049504950494956e+01,1.295049504950494956e+01,1.296830124150145086e-06
3.537353735373537233e+02,3.537353735373537233e+02,1.295529552955295394e+01,1.295529552955295394e+01,1.296331589551989252e-06
3.540054005400539836e+02,3.540054005400539836e+02,1.296009600960095831e+01,1.296009600960095831e+01,1.295833451729832230e-06
3.542754275427542439e+02,3.542754275427542439e+02,1.296489648964896446e+01,1.296489648964896446e+01,1.295335710180175614e-06
3.545454545454545041e+02,3.545454545454545041e+02,1.296969696969696706e+01,1.296969696969696706e+01,1.294838364400457180e-06
3.548154815481547644e+02,3.548154815481547644e+02,1.297449744974497321e+01,1.297449744974497321e+01,1.294341413889047077e-06
3.550855085508550815e+02,3.550855085508550815e+02,1.297929792979297936e+01,1.297929792979297936e+01,1.293844858145249518e-06
3.553555355535553417e+02,3.553555355535553417e+02,1.298409840984098373e+01,1.298409840984098373e+01,1.293348696669297065e-06
3.556255625562556020e+02,3.556255625562556020e+02,1.298889888988898988e+01,1.298889888988898988e+01,1.292852928962348297e-06
3.558955895589558622e+02,3.558955895589558622e+02,1.299369936993699071e+01,1.299369936993699071e+01,1.292357554526487815e-06
3.561656165616561225e+02,3.561656165616561225e+02,1.299849984998499686e+01,1.299849984998499686e+01,1.291862572864719671e-06
3.564356435643563827e+02,3.564356435643563827e+02,1.300330033003300301e+01,1.300330033003300301e+01,1.291367983480969704e-06
3.567056705670566430e+02,3.567056705670566430e+02,1.300810081008100738e+01,1.300810081008100738e+01,1.290873785880079815e-06
3.569756975697569032e+02,3.569756975697569032e+02,1.301290129012901353e+01,1.301290129012901353e+01,1.290379979567806704e-06
3.572457245724571635e+02,3.572457245724571635e+02,1.301770177017701791e+01,1.301770177017701791e+01,1.289886564050820383e-06
3.575157515751574238e+02,3.575157515751574238e+02,1.302250225022502406e+01,1.302250225022502406e+01,1.289393538836699731e-06
3.577857785778577977e+02,3.577857785778577977e+02,1.302730273027303021e+01,1.302730273027303021e+01,1.288900903433930585e-06
3.580558055805580580e+02,3.580558055805580580e+02,1.303210321032103103e+01,1.303210321032103103e+01,1.288408657351906806e-06
3.583258325832583182e+02,3.583258325832583182e+02,1.303690369036903540e+01,1.303690369036903540e+01,1.287916800100922010e-06
3.585958595859585785e+02,3.585958595859585785e+02,1.304170417041704155e+01,1.304170417041704155e+01,1.287425331192172121e-06
3.588658865886588387e+02,3.588658865886588387e+02,1.304650465046504770e+01,1.304650465046504770e+01,1.286934250137751124e-06
3.591359135913591558e+02,3.591359135913591558e+02,1.305130513051305385e+01,1.305130513051305385e+01,1.286443556450648533e-06
3.594059405940594161e+02,3.594059405940594161e+02,1.305610561056105645e+01,1.305610561056105645e+01,1.285953249644748540e-06
3.596759675967596763e+02,3.596759675967596763e+02,1.306090609060906083e+01,1.306090609060906083e+01,1.285463329234824932e-06
3.599459945994599366e+02,3.599459945994599366e+02,1.306570657065706520e+01,1.306570657065706520e+01,1.284973794736541519e-06
3.602160216021601968e+02,3.602160216021601968e+02,1.307050705070507135e+01,1.307050705070507135e+01,1.284484645666448527e-06
3.604860486048605139e+02,3.604860486048605139e+02,1.307530753075307395e+01,1.307530753075307395e+01,1.283995881541981122e-06
3.607560756075607742e+02,3.607560756075607742e+02,1.308010801080108010e+01,1.308010801080108010e+01,1.283507501881456020e-06
3.610261026102610344e+02,3.610261026102610344e+02,1.308490849084908447e+01,1.308490849084908447e+01,1.283019506204069578e-06
3.612961296129612947e+02,3.612961296129612947e+02,1.308970897089709062e+01,1.308970897089709062e+01,1.282531894029896953e-06
3.615661566156615550e+02,3.615661566156615550e+02,1.309450945094509500e+01,1.309450945094509500e+01,1.282044664879887438e-06
3.618361836183619289e+02,3.618361836183619289e+02,1.309930993099309759e+01,1.309930993099309759e+01,1.281557818275864676e-06
3.621062106210621891e+02,3.621062106210621891e+02,1.310411041104110375e+01,1.310411041104110375e+01,1.281071353740520944e-06
