Ncht,Nchb,Nchl,Nchr,Lg
1.038793879387938659e+03,1.038793879387938659e+03,2.513411341134113641e+01,2.513411341134113641e+01,6.601784509352299502e-07
1.039063906390638977e+03,1.039063906390638977e+03,2.513891389138914079e+01,2.513891389138914079e+01,6.600513096610043104e-07
1.039333933393339294e+03,1.039333933393339294e+03,2.514371437143714161e+01,2.514371437143714161e+01,6.599242174932208201e-07
1.039603960396039611e+03,1.039603960396039611e+03,2.514851485148515309e+01,2.514851485148515309e+01,6.597971744033226105e-07
1.039873987398739928e+03,1.039873987398739928e+03,2.515331533153315391e+01,2.515331533153315391e+01,6.596701803627762122e-07
1.040144014401440018e+03,1.040144014401440018e+03,2.515811581158115828e+01,2.515811581158115828e+01,6.595432353430698609e-07
1.040414041404140335e+03,1.040414041404140335e+03,2.516291629162915910e+01,2.516291629162915910e+01,6.594163393157142387e-07
1.040684068406840652e+03,1.040684068406840652e+03,2.516771677167716703e+01,2.516771677167716703e+01,6.592894922522418387e-07
1.040954095409540969e+03,1.040954095409540969e+03,2.517251725172517141e+01,2.517251725172517141e+01,6.591626941242079183e-07
1.041224122412241286e+03,1.041224122412241286e+03,2.517731773177317578e+01,2.517731773177317578e+01,6.590359449031895456e-07
1.041494149414941376e+03,1.041494149414941376e+03,2.518211821182118015e+01,2.518211821182118015e+01,6.589092445607854942e-07
1.041764176417641693e+03,1.041764176417641693e+03,2.518691869186918808e+01,2.518691869186918808e+01,6.587825930686176192e-07
1.042034203420342010e+03,1.042034203420342010e+03,2.519171917191719245e+01,2.519171917191719245e+01,6.586559903983287400e-07
1.042304230423042327e+03,1.042304230423042327e+03,2.519651965196519328e+01,2.519651965196519328e+01,6.585294365215848632e-07
1.042574257425742644e+03,1.042574257425742644e+03,2.520132013201320120e+01,2.520132013201320120e+01,6.584029314100730656e-07
1.042844284428442734e+03,1.042844284428442734e+03,2.520612061206120558e+01,2.520612061206120558e+01,6.582764750355028702e-07
1.043114311431143051e+03,1.043114311431143051e+03,2.521092109210920640e+01,2.521092109210920640e+01,6.581500673696059289e-07
1.043384338433843368e+03,1.043384338433843368e+03,2.521572157215721433e+01,2.521572157215721433e+01,6.580237083841351751e-07
1.043654365436543685e+03,1.043654365436543685e+03,2.522052205220522580e+01,2.522052205220522580e+01,6.578973980508663065e-07
1.043924392439244002e+03,1.043924392439244002e+03,2.522532253225322663e+01,2.522532253225322663e+01,6.577711363415970433e-07
1.044194419441944092e+03,1.044194419441944092e+03,2.523012301230122745e+01,2.523012301230122745e+01,6.576449232281460700e-07
1.044464446444644409e+03,1.044464446444644409e+03,2.523492349234923182e+01,2.523492349234923182e+01,6.575187586823547293e-07
1.044734473447344726e+03,1.044734473447344726e+03,2.523972397239723975e+01,2.523972397239723975e+01,6.573926426760854336e-07
1.045004500450045043e+03,1.045004500450045043e+03,2.524452445244524057e+01,2.524452445244524057e+01,6.572665751812239948e-07
1.045274527452745360e+03,1.045274527452745360e+03,2.524932493249324850e+01,2.524932493249324850e+01,6.571405561696759181e-07
1.045544554455445450e+03,1.045544554455445450e+03,2.525412541254125642e+01,2.525412541254125642e+01,6.570145856133703200e-07
1.045814581458145767e+03,1.045814581458145767e+03,2.525892589258926080e+01,2.525892589258926080e+01,6.568886634842573868e-07
1.046084608460846084e+03,1.046084608460846084e+03,2.526372637263726162e+01,2.526372637263726162e+01,6.567627897543091158e-07
1.046354635463546401e+03,1.046354635463546401e+03,2.526852685268527310e+01,2.526852685268527310e+01,6.566369643955185744e-07
1.046624662466246718e+03,1.046624662466246718e+03,2.527332733273326681e+01,2.527332733273326681e+01,6.565111873799021234e-07
1.046894689468946808e+03,1.046894689468946808e+03,2.527812781278127474e+01,2.527812781278127474e+01,6.563854586794959230e-07
1.047164716471647125e+03,1.047164716471647125e+03,2.528292829282927912e+01,2.528292829282927912e+01,6.562597782663592150e-07
1.047434743474347442e+03,1.047434743474347442e+03,2.528772877287729060e+01,2.528772877287729060e+01,6.561341461125722051e-07
1.047704770477047759e+03,1.047704770477047759e+03,2.529252925292529142e+01,2.529252925292529142e+01,6.560085621902374399e-07
1.047974797479748077e+03,1.047974797479748077e+03,2.529732973297329579e+01,2.529732973297329579e+01,6.558830264714780062e-07
1.048244824482448166e+03,1.048244824482448166e+03,2.530213021302130372e+01,2.530213021302130372e+01,6.557575389284393313e-07
1.048514851485148483e+03,1.048514851485148483e+03,2.530693069306930809e+01,2.530693069306930809e+01,6.556320995332882304e-07
1.048784878487848800e+03,1.048784878487848800e+03,2.531173117311730891e+01,2.531173117311730891e+01,6.555067082582133295e-07
1.049054905490548890e+03,1.049054905490548890e+03,2.531653165316532039e+01,2.531653165316532039e+01,6.553813650754237953e-07
1.049324932493249207e+03,1.049324932493249207e+03,2.532133213321332121e+01,2.532133213321332121e+01,6.552560699571518759e-07
1.049594959495949524e+03,1.049594959495949524e+03,2.532613261326132559e+01,2.532613261326132559e+01,6.551308228756497250e-07
1.049864986498649841e+03,1.049864986498649841e+03,2.533093309330932641e+01,2.533093309330932641e+01,6.550056238031922602e-07
1.050135013501349931e+03,1.050135013501349931e+03,2.533573357335733434e+01,2.533573357335733434e+01,6.548804727120746219e-07
1.050405040504050248e+03,1.050405040504050248e+03,2.534053405340533871e+01,2.534053405340533871e+01,6.547553695746143971e-07
1.050675067506750565e+03,1.050675067506750565e+03,2.534533453345334308e+01,2.534533453345334308e+01,6.546303143631501365e-07
1.050945094509450882e+03,1.050945094509450882e+03,2.535013501350134746e+01,2.535013501350134746e+01,6.545053070500415669e-07
1.051215121512151200e+03,1.051215121512151200e+03,2.535493549354935539e+01,2.535493549354935539e+01,6.543803476076701204e-07
1.051485148514851289e+03,1.051485148514851289e+03,2.535973597359735976e+01,2.535973597359735976e+01,6.542554360084386165e-07
1.051755175517551606e+03,1.051755175517551606e+03,2.536453645364536058e+01,2.536453645364536058e+01,6.541305722247710504e-07
1.052025202520251923e+03,1.052025202520251923e+03,2.536933693369336851e+01,2.536933693369336851e+01,6.540057562291121700e-07
1.052295229522952241e+03,1.052295229522952241e+03,2.537413741374137999e+01,2.537413741374137999e+01,6.538809879939288516e-07
1.052565256525652558e+03,1.052565256525652558e+03,2.537893789378937370e+01,2.537893789378937370e+01,6.537562674917092534e-07
1.052835283528352647e+03,1.052835283528352647e+03,2.538373837383738163e+01,2.538373837383738163e+01,6.536315946949618622e-07
1.053105310531052965e+03,1.053105310531052965e+03,2.538853885388538600e+01,2.538853885388538600e+01,6.535069695762170819e-07
1.053375337533753282e+03,1.053375337533753282e+03,2.539333933393339393e+01,2.539333933393339393e+01,6.533823921080262805e-07
1.053645364536453599e+03,1.053645364536453599e+03,2.539813981398139475e+01,2.539813981398139475e+01,6.532578622629622134e-07
1.053915391539153916e+03,1.053915391539153916e+03,2.540294029402940268e+01,2.540294029402940268e+01,6.531333800136183887e-07
1.054185418541854006e+03,1.054185418541854006e+03,2.540774077407741061e+01,2.540774077407741061e+01,6.530089453326099133e-07
1.054455445544554323e+03,1.054455445544554323e+03,2.541254125412541498e+01,2.541254125412541498e+01,6.528845581925725410e-07
1.054725472547254640e+03,1.054725472547254640e+03,2.541734173417341580e+01,2.541734173417341580e+01,6.527602185661637305e-07
1.054995499549954957e+03,1.054995499549954957e+03,2.542214221422142728e+01,2.542214221422142728e+01,6.526359264260611636e-07
1.055265526552655274e+03,1.055265526552655274e+03,2.542694269426942100e+01,2.542694269426942100e+01,6.525116817449645449e-07
1.055535553555355364e+03,1.055535553555355364e+03,2.543174317431742892e+01,2.543174317431742892e+01,6.523874844955936960e-07
1.055805580558055681e+03,1.055805580558055681e+03,2.543654365436543330e+01,2.543654365436543330e+01,6.522633346506898261e-07
1.056075607560755998e+03,1.056075607560755998e+03,2.544134413441344478e+01,2.544134413441344478e+01,6.521392321830150026e-07
1.056345634563456315e+03,1.056345634563456315e+03,2.544614461446144560e+01,2.544614461446144560e+01,6.520151770653531040e-07
1.056615661566156632e+03,1.056615661566156632e+03,2.545094509450944642e+01,2.545094509450944642e+01,6.518911692705078082e-07
1.056885688568856722e+03,1.056885688568856722e+03,2.545574557455745790e+01,2.545574557455745790e+01,6.517672087713037572e-07
1.057155715571557039e+03,1.057155715571557039e+03,2.546054605460545872e+01,2.546054605460545872e+01,6.516432955405878275e-07
1.057425742574257356e+03,1.057425742574257356e+03,2.546534653465346310e+01,2.546534653465346310e+01,6.515194295512260597e-07
1.057695769576957673e+03,1.057695769576957673e+03,2.547014701470147457e+01,2.547014701470147457e+01,6.513956107761064117e-07
1.057965796579657990e+03,1.057965796579657990e+03,2.547494749474947540e+01,2.547494749474947540e+01,6.512718391881379109e-07
1.058235823582358080e+03,1.058235823582358080e+03,2.547974797479747977e+01,2.547974797479747977e+01,6.511481147602491726e-07
1.058505850585058397e+03,1.058505850585058397e+03,2.548454845484548770e+01,2.548454845484548770e+01,6.510244374653908349e-07
1.058775877587758714e+03,1.058775877587758714e+03,2.548934893489348852e+01,2.548934893489348852e+01,6.509008072765337589e-07
1.059045904590459031e+03,1.059045904590459031e+03,2.549414941494149289e+01,2.549414941494149289e+01,6.507772241666698755e-07
1.059315931593159348e+03,1.059315931593159348e+03,2.549894989498949371e+01,2.549894989498949371e+01,6.506536881088113386e-07
1.059585958595859438e+03,1.059585958595859438e+03,2.550375037503750164e+01,2.550375037503750164e+01,6.505301990759914779e-07
1.059855985598559755e+03,1.059855985598559755e+03,2.550855085508550602e+01,2.550855085508550602e+01,6.504067570412640577e-07
1.060126012601260072e+03,1.060126012601260072e+03,2.551335133513351394e+01,2.551335133513351394e+01,6.502833619777040182e-07
1.060396039603960389e+03,1.060396039603960389e+03,2.551815181518151476e+01,2.551815181518151476e+01,6.501600138584065225e-07
1.060666066606660706e+03,1.060666066606660706e+03,2.552295229522952269e+01,2.552295229522952269e+01,6.500367126564870626e-07
1.060936093609360796e+03,1.060936093609360796e+03,2.552775277527752706e+01,2.552775277527752706e+01,6.499134583450828354e-07
1.061206120612061113e+03,1.061206120612061113e+03,2.553255325532552789e+01,2.553255325532552789e+01,6.497902508973504142e-07
1.061476147614761430e+03,1.061476147614761430e+03,2.553735373537353581e+01,2.553735373537353581e+01,6.496670902864678651e-07
1.061746174617461747e+03,1.061746174617461747e+03,2.554215421542154729e+01,2.554215421542154729e+01,6.495439764856331601e-07
1.062016201620162065e+03,1.062016201620162065e+03,2.554695469546954811e+01,2.554695469546954811e+01,6.494209094680653407e-07
1.062286228622862154e+03,1.062286228622862154e+03,2.555175517551754893e+01,2.555175517551754893e+01,6.492978892070039892e-07
1.062556255625562471e+03,1.062556255625562471e+03,2.555655565556555331e+01,2.555655565556555331e+01,6.491749156757083814e-07
1.062826282628262788e+03,1.062826282628262788e+03,2.556135613561356124e+01,2.556135613561356124e+01,6.490519888474592863e-07
1.063096309630963106e+03,1.063096309630963106e+03,2.556615661566156206e+01,2.556615661566156206e+01,6.489291086955575903e-07
1.063366336633663423e+03,1.063366336633663423e+03,2.557095709570956998e+01,2.557095709570956998e+01,6.488062751933240848e-07
1.063636363636363512e+03,1.063636363636363512e+03,2.557575757575757791e+01,2.557575757575757791e+01,6.486834883141007372e-07
1.063906390639063829e+03,1.063906390639063829e+03,2.558055805580558228e+01,2.558055805580558228e+01,6.485607480312498435e-07
1.064176417641764147e+03,1.064176417641764147e+03,2.558535853585358311e+01,2.558535853585358311e+01,6.484380543181537112e-07
1.064446444644464464e+03,1.064446444644464464e+03,2.559015901590159459e+01,2.559015901590159459e+01,6.483154071482146585e-07
1.064716471647164781e+03,1.064716471647164781e+03,2.559495949594958830e+01,2.559495949594958830e+01,6.481928064948571326e-07
1.064986498649864870e+03,1.064986498649864870e+03,2.559975997599759623e+01,2.559975997599759623e+01,6.480702523315233684e-07
1.065256525652565188e+03,1.065256525652565188e+03,2.560456045604560060e+01,2.560456045604560060e+01,6.479477446316780471e-07
1.065526552655265505e+03,1.065526552655265505e+03,2.560936093609361208e+01,2.560936093609361208e+01,6.478252833688045906e-07
1.065796579657965822e+03,1.065796579657965822e+03,2.561416141614161290e+01,2.561416141614161290e+01,6.477028685164082317e-07
1.066066606660666139e+03,1.066066606660666139e+03,2.561896189618961728e+01,2.561896189618961728e+01,6.475805000480129440e-07
1.066336633663366229e+03,1.066336633663366229e+03,2.562376237623762520e+01,2.562376237623762520e+01,6.474581779371638769e-07
1.066606660666066546e+03,1.066606660666066546e+03,2.562856285628562958e+01,2.562856285628562958e+01,6.473359021574259791e-07
1.066876687668766863e+03,1.066876687668766863e+03,2.563336333633363040e+01,2.563336333633363040e+01,6.472136726823848457e-07
1.067146714671467180e+03,1.067146714671467180e+03,2.563816381638164188e+01,2.563816381638164188e+01,6.470914894856454479e-07
1.067416741674167497e+03,1.067416741674167497e+03,2.564296429642964270e+01,2.564296429642964270e+01,6.469693525408337207e-07
1.067686768676867587e+03,1.067686768676867587e+03,2.564776477647764708e+01,2.564776477647764708e+01,6.468472618215955046e-07
1.067956795679567904e+03,1.067956795679567904e+03,2.565256525652564790e+01,2.565256525652564790e+01,6.467252173015965452e-07
1.068226822682268221e+03,1.068226822682268221e+03,2.565736573657365582e+01,2.565736573657365582e+01,6.466032189545223876e-07
1.068496849684968538e+03,1.068496849684968538e+03,2.566216621662166020e+01,2.566216621662166020e+01,6.464812667540795409e-07
1.068766876687668855e+03,1.068766876687668855e+03,2.566696669666966457e+01,2.566696669666966457e+01,6.463593606739939960e-07
1.069036903690368945e+03,1.069036903690368945e+03,2.567176717671766895e+01,2.567176717671766895e+01,6.462375006880119667e-07
1.069306930693069262e+03,1.069306930693069262e+03,2.567656765676567687e+01,2.567656765676567687e+01,6.461156867698991485e-07
1.069576957695769579e+03,1.069576957695769579e+03,2.568136813681368125e+01,2.568136813681368125e+01,6.459939188934420953e-07
1.069846984698469896e+03,1.069846984698469896e+03,2.568616861686168207e+01,2.568616861686168207e+01,6.458721970324470542e-07
1.070117011701170213e+03,1.070117011701170213e+03,2.569096909690968999e+01,2.569096909690968999e+01,6.457505211607396484e-07
1.070387038703870303e+03,1.070387038703870303e+03,2.569576957695770147e+01,2.569576957695770147e+01,6.456288912521660416e-07
1.070657065706570620e+03,1.070657065706570620e+03,2.570057005700570230e+01,2.570057005700570230e+01,6.455073072805924087e-07
1.070927092709270937e+03,1.070927092709270937e+03,2.570537053705370312e+01,2.570537053705370312e+01,6.453857692199045120e-07
1.071197119711971254e+03,1.071197119711971254e+03,2.571017101710170749e+01,2.571017101710170749e+01,6.452642770440080194e-07
1.071467146714671571e+03,1.071467146714671571e+03,2.571497149714971542e+01,2.571497149714971542e+01,6.451428307268285039e-07
1.071737173717371661e+03,1.071737173717371661e+03,2.571977197719771624e+01,2.571977197719771624e+01,6.450214302423113379e-07
1.072007200720071978e+03,1.072007200720071978e+03,2.572457245724572061e+01,2.572457245724572061e+01,6.449000755644220109e-07
1.072277227722772068e+03,1.072277227722772068e+03,2.572937293729373209e+01,2.572937293729373209e+01,6.447787666671453882e-07
1.072547254725472385e+03,1.072547254725472385e+03,2.573417341734173291e+01,2.573417341734173291e+01,6.446575035244866638e-07
1.072817281728172702e+03,1.072817281728172702e+03,2.573897389738973729e+01,2.573897389738973729e+01,6.445362861104701962e-07
1.073087308730873019e+03,1.073087308730873019e+03,2.574377437743774522e+01,2.574377437743774522e+01,6.444151143991402487e-07
1.073357335733573336e+03,1.073357335733573336e+03,2.574857485748574959e+01,2.574857485748574959e+01,6.442939883645613078e-07
1.073627362736273426e+03,1.073627362736273426e+03,2.575337533753375041e+01,2.575337533753375041e+01,6.441729079808172359e-07
1.073897389738973743e+03,1.073897389738973743e+03,2.575817581758176189e+01,2.575817581758176189e+01,6.440518732220110593e-07
1.074167416741674060e+03,1.074167416741674060e+03,2.576297629762976626e+01,2.576297629762976626e+01,6.439308840622663450e-07
1.074437443744374377e+03,1.074437443744374377e+03,2.576777677767776709e+01,2.576777677767776709e+01,6.438099404757263536e-07
1.074707470747074694e+03,1.074707470747074694e+03,2.577257725772576791e+01,2.577257725772576791e+01,6.436890424365529802e-07
1.074977497749774784e+03,1.074977497749774784e+03,2.577737773777377939e+01,2.577737773777377939e+01,6.435681899189283429e-07
1.075247524752475101e+03,1.075247524752475101e+03,2.578217821782178021e+01,2.578217821782178021e+01,6.434473828970545711e-07
1.075517551755175418e+03,1.075517551755175418e+03,2.578697869786978458e+01,2.578697869786978458e+01,6.433266213451527464e-07
1.075787578757875735e+03,1.075787578757875735e+03,2.579177917791779251e+01,2.579177917791779251e+01,6.432059052374638558e-07
1.076057605760576052e+03,1.076057605760576052e+03,2.579657965796579688e+01,2.579657965796579688e+01,6.430852345482481560e-07
1.076327632763276142e+03,1.076327632763276142e+03,2.580138013801380126e+01,2.580138013801380126e+01,6.429646092517858094e-07
1.076597659765976459e+03,1.076597659765976459e+03,2.580618061806180918e+01,2.580618061806180918e+01,6.428440293223760364e-07
1.076867686768676776e+03,1.076867686768676776e+03,2.581098109810981001e+01,2.581098109810981001e+01,6.427234947343382802e-07
1.077137713771377094e+03,1.077137713771377094e+03,2.581578157815781438e+01,2.581578157815781438e+01,6.426030054620103015e-07
1.077407740774077411e+03,1.077407740774077411e+03,2.582058205820581520e+01,2.582058205820581520e+01,6.424825614797504010e-07
1.077677767776777500e+03,1.077677767776777500e+03,2.582538253825382313e+01,2.582538253825382313e+01,6.423621627619355146e-07
1.077947794779477817e+03,1.077947794779477817e+03,2.583018301830182750e+01,2.583018301830182750e+01,6.422418092829628009e-07
1.078217821782178135e+03,1.078217821782178135e+03,2.583498349834983543e+01,2.583498349834983543e+01,6.421215010172478414e-07
1.078487848784878452e+03,1.078487848784878452e+03,2.583978397839783625e+01,2.583978397839783625e+01,6.420012379392269700e-07
1.078757875787578769e+03,1.078757875787578769e+03,2.584458445844584418e+01,2.584458445844584418e+01,6.418810200233542025e-07
1.079027902790278858e+03,1.079027902790278858e+03,2.584938493849384855e+01,2.584938493849384855e+01,6.417608472441039892e-07
1.079297929792979176e+03,1.079297929792979176e+03,2.585418541854184937e+01,2.585418541854184937e+01,6.416407195759701564e-07
1.079567956795679493e+03,1.079567956795679493e+03,2.585898589858985730e+01,2.585898589858985730e+01,6.415206369934650592e-07
1.079837983798379810e+03,1.079837983798379810e+03,2.586378637863786878e+01,2.586378637863786878e+01,6.414005994711209579e-07
1.080108010801080127e+03,1.080108010801080127e+03,2.586858685868586960e+01,2.586858685868586960e+01,6.412806069834897006e-07
1.080378037803780217e+03,1.080378037803780217e+03,2.587338733873387042e+01,2.587338733873387042e+01,6.411606595051413465e-07
1.080648064806480534e+03,1.080648064806480534e+03,2.587818781878187480e+01,2.587818781878187480e+01,6.410407570106659659e-07
1.080918091809180851e+03,1.080918091809180851e+03,2.588298829882988272e+01,2.588298829882988272e+01,6.409208994746723699e-07
1.081188118811881168e+03,1.081188118811881168e+03,2.588778877887788354e+01,2.588778877887788354e+01,6.408010868717892746e-07
1.081458145814581485e+03,1.081458145814581485e+03,2.589258925892589147e+01,2.589258925892589147e+01,6.406813191766638194e-07
1.081728172817281575e+03,1.081728172817281575e+03,2.589738973897389940e+01,2.589738973897389940e+01,6.405615963639624134e-07
1.081998199819981892e+03,1.081998199819981892e+03,2.590219021902190377e+01,2.590219021902190377e+01,6.404419184083712652e-07
1.082268226822682209e+03,1.082268226822682209e+03,2.590699069906990459e+01,2.590699069906990459e+01,6.403222852845950064e-07
1.082538253825382526e+03,1.082538253825382526e+03,2.591179117911791607e+01,2.591179117911791607e+01,6.402026969673575387e-07
1.082808280828082843e+03,1.082808280828082843e+03,2.591659165916592045e+01,2.591659165916592045e+01,6.400831534314021394e-07
1.083078307830782933e+03,1.083078307830782933e+03,2.592139213921391772e+01,2.592139213921391772e+01,6.399636546514908266e-07
1.083348334833483250e+03,1.083348334833483250e+03,2.592619261926192209e+01,2.592619261926192209e+01,6.398442006024044649e-07
1.083618361836183567e+03,1.083618361836183567e+03,2.593099309930993357e+01,2.593099309930993357e+01,6.397247912589436122e-07
1.083888388838883884e+03,1.083888388838883884e+03,2.593579357935793439e+01,2.593579357935793439e+01,6.396054265959274615e-07
1.084158415841584201e+03,1.084158415841584201e+03,2.594059405940593876e+01,2.594059405940593876e+01,6.394861065881939461e-07
1.084428442844284291e+03,1.084428442844284291e+03,2.594539453945394669e+01,2.594539453945394669e+01,6.393668312106004812e-07
1.084698469846984608e+03,1.084698469846984608e+03,2.595019501950195107e+01,2.595019501950195107e+01,6.392476004380233283e-07
1.084968496849684925e+03,1.084968496849684925e+03,2.595499549954995189e+01,2.595499549954995189e+01,6.391284142453572780e-07
1.085238523852385242e+03,1.085238523852385242e+03,2.595979597959796337e+01,2.595979597959796337e+01,6.390092726075161789e-07
1.085508550855085559e+03,1.085508550855085559e+03,2.596459645964596419e+01,2.596459645964596419e+01,6.388901754994334675e-07
1.085778577857785649e+03,1.085778577857785649e+03,2.596939693969396856e+01,2.596939693969396856e+01,6.387711228960608971e-07
1.086048604860485966e+03,1.086048604860485966e+03,2.597419741974197649e+01,2.597419741974197649e+01,6.386521147723683266e-07
1.086318631863186283e+03,1.086318631863186283e+03,2.597899789978997731e+01,2.597899789978997731e+01,6.385331511033464728e-07
1.086588658865886600e+03,1.086588658865886600e+03,2.598379837983798879e+01,2.598379837983798879e+01,6.384142318640026759e-07
1.086858685868586917e+03,1.086858685868586917e+03,2.598859885988598961e+01,2.598859885988598961e+01,6.382953570293647103e-07
1.087128712871287007e+03,1.087128712871287007e+03,2.599339933993399043e+01,2.599339933993399043e+01,6.381765265744785621e-07
1.087398739873987324e+03,1.087398739873987324e+03,2.599819981998199481e+01,2.599819981998199481e+01,6.380577404744085340e-07
1.087668766876687641e+03,1.087668766876687641e+03,2.600300030003000273e+01,2.600300030003000273e+01,6.379389987042381992e-07
1.087938793879387958e+03,1.087938793879387958e+03,2.600780078007800356e+01,2.600780078007800356e+01,6.378203012390704004e-07
1.088208820882088276e+03,1.088208820882088276e+03,2.601260126012601148e+01,2.601260126012601148e+01,6.377016480540254508e-07
1.088478847884788365e+03,1.088478847884788365e+03,2.601740174017401941e+01,2.601740174017401941e+01,6.375830391242431450e-07
1.088748874887488682e+03,1.088748874887488682e+03,2.602220222022202378e+01,2.602220222022202378e+01,6.374644744248822302e-07
1.089018901890188999e+03,1.089018901890188999e+03,2.602700270027002460e+01,2.602700270027002460e+01,6.373459539311196648e-07
1.089288928892889317e+03,1.089288928892889317e+03,2.603180318031803608e+01,2.603180318031803608e+01,6.372274776181506182e-07
1.089558955895589634e+03,1.089558955895589634e+03,2.603660366036603691e+01,2.603660366036603691e+01,6.371090454611901652e-07
1.089828982898289723e+03,1.089828982898289723e+03,2.604140414041403773e+01,2.604140414041403773e+01,6.369906574354710625e-07
1.090099009900990040e+03,1.090099009900990040e+03,2.604620462046204210e+01,2.604620462046204210e+01,6.368723135162445956e-07
1.090369036903690358e+03,1.090369036903690358e+03,2.605100510051005358e+01,2.605100510051005358e+01,6.367540136787811081e-07
1.090639063906390675e+03,1.090639063906390675e+03,2.605580558055805440e+01,2.605580558055805440e+01,6.366357578983694727e-07
1.090909090909090992e+03,1.090909090909090992e+03,2.606060606060605878e+01,2.606060606060605878e+01,6.365175461503167730e-07
1.091179117911791081e+03,1.091179117911791081e+03,2.606540654065406670e+01,2.606540654065406670e+01,6.363993784099488335e-07
1.091449144914491399e+03,1.091449144914491399e+03,2.607020702070207108e+01,2.607020702070207108e+01,6.362812546526101132e-07
1.091719171917191716e+03,1.091719171917191716e+03,2.607500750075007190e+01,2.607500750075007190e+01,6.361631748536634942e-07
1.091989198919892033e+03,1.091989198919892033e+03,2.607980798079808338e+01,2.607980798079808338e+01,6.360451389884899639e-07
1.092259225922592350e+03,1.092259225922592350e+03,2.608460846084608775e+01,2.608460846084608775e+01,6.359271470324894620e-07
1.092529252925292440e+03,1.092529252925292440e+03,2.608940894089408857e+01,2.608940894089408857e+01,6.358091989610804571e-07
1.092799279927992757e+03,1.092799279927992757e+03,2.609420942094208939e+01,2.609420942094208939e+01,6.356912947496994174e-07
1.093069306930693074e+03,1.093069306930693074e+03,2.609900990099010087e+01,2.609900990099010087e+01,6.355734343738011278e-07
1.093339333933393391e+03,1.093339333933393391e+03,2.610381038103810170e+01,2.610381038103810170e+01,6.354556178088594318e-07
1.093609360936093708e+03,1.093609360936093708e+03,2.610861086108610607e+01,2.610861086108610607e+01,6.353378450303659605e-07
1.093879387938793798e+03,1.093879387938793798e+03,2.611341134113411400e+01,2.611341134113411400e+01,6.352201160138308737e-07
1.094149414941494115e+03,1.094149414941494115e+03,2.611821182118211837e+01,2.611821182118211837e+01,6.351024307347829662e-07
1.094419441944194432e+03,1.094419441944194432e+03,2.612301230123012274e+01,2.612301230123012274e+01,6.349847891687686084e-07
1.094689468946894749e+03,1.094689468946894749e+03,2.612781278127813067e+01,2.612781278127813067e+01,6.348671912913533350e-07
1.094959495949595066e+03,1.094959495949595066e+03,2.613261326132613149e+01,2.613261326132613149e+01,6.347496370781206803e-07
1.095229522952295156e+03,1.095229522952295156e+03,2.613741374137413587e+01,2.613741374137413587e+01,6.346321265046721778e-07
1.095499549954995473e+03,1.095499549954995473e+03,2.614221422142213669e+01,2.614221422142213669e+01,6.345146595466277840e-07
1.095769576957695563e+03,1.095769576957695563e+03,2.614701470147014462e+01,2.614701470147014462e+01,6.343972361796257726e-07
1.096039603960395880e+03,1.096039603960395880e+03,2.615181518151814899e+01,2.615181518151814899e+01,6.342798563793225226e-07
1.096309630963096197e+03,1.096309630963096197e+03,2.615661566156615692e+01,2.615661566156615692e+01,6.341625201213927301e-07
1.096579657965796514e+03,1.096579657965796514e+03,2.616141614161415774e+01,2.616141614161415774e+01,6.340452273815294081e-07
1.096849684968496831e+03,1.096849684968496831e+03,2.616621662166216566e+01,2.616621662166216566e+01,6.339279781354433576e-07
1.097119711971196921e+03,1.097119711971196921e+03,2.617101710171017004e+01,2.617101710171017004e+01,6.338107723588636964e-07
1.097389738973897238e+03,1.097389738973897238e+03,2.617581758175817086e+01,2.617581758175817086e+01,6.336936100275378596e-07
1.097659765976597555e+03,1.097659765976597555e+03,2.618061806180617879e+01,2.618061806180617879e+01,6.335764911172311757e-07
1.097929792979297872e+03,1.097929792979297872e+03,2.618541854185419027e+01,2.618541854185419027e+01,6.334594156037270788e-07
1.098199819981998189e+03,1.098199819981998189e+03,2.619021902190219109e+01,2.619021902190219109e+01,6.333423834628275315e-07
1.098469846984698279e+03,1.098469846984698279e+03,2.619501950195019191e+01,2.619501950195019191e+01,6.332253946703518607e-07
1.098739873987398596e+03,1.098739873987398596e+03,2.619981998199819628e+01,2.619981998199819628e+01,6.331084492021377106e-07
1.099009900990098913e+03,1.099009900990098913e+03,2.620462046204620776e+01,2.620462046204620776e+01,6.329915470340409363e-07
1.099279927992799230e+03,1.099279927992799230e+03,2.620942094209420503e+01,2.620942094209420503e+01,6.328746881419357102e-07
1.099549954995499547e+03,1.099549954995499547e+03,2.621422142214220941e+01,2.621422142214220941e+01,6.327578725017132511e-07
1.099819981998199637e+03,1.099819981998199637e+03,2.621902190219022089e+01,2.621902190219022089e+01,6.326411000892834127e-07
1.100090009000899954e+03,1.100090009000899954e+03,2.622382238223822171e+01,2.622382238223822171e+01,6.325243708805741537e-07
1.100360036003600271e+03,1.100360036003600271e+03,2.622862286228622608e+01,2.622862286228622608e+01,6.324076848515309032e-07
1.100630063006300588e+03,1.100630063006300588e+03,2.623342334233423756e+01,2.623342334233423756e+01,6.322910419781173014e-07
1.100900090009000905e+03,1.100900090009000905e+03,2.623822382238224193e+01,2.623822382238224193e+01,6.321744422363151997e-07
1.101170117011700995e+03,1.101170117011700995e+03,2.624302430243023920e+01,2.624302430243023920e+01,6.320578856021236018e-07
