Width (nm), Thickness (nm), Resistance (Ohms)
55.454545, 99.090909, 1.0164e+05
55.454545, 100.000000, 1.0072e+05
56.363636, 10.000000, 9.9095e+05
56.363636, 10.909091, 9.0837e+05
56.363636, 11.818182, 8.3850e+05
56.363636, 12.727273, 7.7860e+05
56.363636, 13.636364, 7.2670e+05
56.363636, 14.545455, 6.8128e+05
56.363636, 15.454545, 6.4120e+05
56.363636, 16.363636, 6.0558e+05
56.363636, 17.272727, 5.7371e+05
56.363636, 18.181818, 5.4502e+05
56.363636, 19.090909, 5.1907e+05
56.363636, 20.000000, 4.9548e+05
56.363636, 20.909091, 4.7393e+05
56.363636, 21.818182, 4.5419e+05
56.363636, 22.727273, 4.3602e+05
56.363636, 23.636364, 4.1925e+05
56.363636, 24.545455, 4.0372e+05
56.363636, 25.454545, 3.8930e+05
56.363636, 26.363636, 3.7588e+05
56.363636, 27.272727, 3.6335e+05
56.363636, 28.181818, 3.5163e+05
56.363636, 29.090909, 3.4064e+05
56.363636, 30.000000, 3.3032e+05
56.363636, 30.909091, 3.2060e+05
56.363636, 31.818182, 3.1144e+05
56.363636, 32.727273, 3.0279e+05
56.363636, 33.636364, 2.9461e+05
56.363636, 34.545455, 2.8685e+05
56.363636, 35.454545, 2.7950e+05
56.363636, 36.363636, 2.7251e+05
56.363636, 37.272727, 2.6586e+05
56.363636, 38.181818, 2.5953e+05
56.363636, 39.090909, 2.5350e+05
56.363636, 40.000000, 2.4774e+05
56.363636, 40.909091, 2.4223e+05
56.363636, 41.818182, 2.3697e+05
56.363636, 42.727273, 2.3192e+05
56.363636, 43.636364, 2.2709e+05
56.363636, 44.545455, 2.2246e+05
56.363636, 45.454545, 2.1801e+05
56.363636, 46.363636, 2.1373e+05
56.363636, 47.272727, 2.0962e+05
56.363636, 48.181818, 2.0567e+05
56.363636, 49.090909, 2.0186e+05
56.363636, 50.000000, 1.9819e+05
56.363636, 50.909091, 1.9465e+05
56.363636, 51.818182, 1.9124e+05
56.363636, 52.727273, 1.8794e+05
56.363636, 53.636364, 1.8475e+05
56.363636, 54.545455, 1.8167e+05
56.363636, 55.454545, 1.7870e+05
56.363636, 56.363636, 1.7581e+05
56.363636, 57.272727, 1.7302e+05
56.363636, 58.181818, 1.7032e+05
56.363636, 59.090909, 1.6770e+05
56.363636, 60.000000, 1.6516e+05
56.363636, 60.909091, 1.6269e+05
56.363636, 61.818182, 1.6030e+05
56.363636, 62.727273, 1.5798e+05
56.363636, 63.636364, 1.5572e+05
56.363636, 64.545455, 1.5353e+05
56.363636, 65.454545, 1.5140e+05
56.363636, 66.363636, 1.4932e+05
56.363636, 67.272727, 1.4730e+05
56.363636, 68.181818, 1.4534e+05
56.363636, 69.090909, 1.4343e+05
56.363636, 70.000000, 1.4156e+05
56.363636, 70.909091, 1.3975e+05
56.363636, 71.818182, 1.3798e+05
56.363636, 72.727273, 1.3626e+05
56.363636, 73.636364, 1.3457e+05
56.363636, 74.545455, 1.3293e+05
56.363636, 75.454545, 1.3133e+05
56.363636, 76.363636, 1.2977e+05
56.363636, 77.272727, 1.2824e+05
56.363636, 78.181818, 1.2675e+05
56.363636, 79.090909, 1.2529e+05
56.363636, 80.000000, 1.2387e+05
56.363636, 80.909091, 1.2248e+05
56.363636, 81.818182, 1.2112e+05
56.363636, 82.727273, 1.1979e+05
56.363636, 83.636364, 1.1848e+05
56.363636, 84.545455, 1.1721e+05
56.363636, 85.454545, 1.1596e+05
56.363636, 86.363636, 1.1474e+05
56.363636, 87.272727, 1.1355e+05
56.363636, 88.181818, 1.1238e+05
56.363636, 89.090909, 1.1123e+05
56.363636, 90.000000, 1.1011e+05
56.363636, 90.909091, 1.0900e+05
56.363636, 91.818182, 1.0793e+05
56.363636, 92.727273, 1.0687e+05
56.363636, 93.636364, 1.0583e+05
56.363636, 94.545455, 1.0481e+05
56.363636, 95.454545, 1.0381e+05
56.363636, 96.363636, 1.0283e+05
56.363636, 97.272727, 1.0187e+05
56.363636, 98.181818, 1.0093e+05
56.363636, 99.090909, 1.0000e+05
56.363636, 100.000000, 9.9095e+04
57.272727, 10.000000, 9.7522e+05
57.272727, 10.909091, 8.9395e+05
57.272727, 11.818182, 8.2519e+05
57.272727, 12.727273, 7.6625e+05
57.272727, 13.636364, 7.1516e+05
57.272727, 14.545455, 6.7046e+05
57.272727, 15.454545, 6.3103e+05
57.272727, 16.363636, 5.9597e+05
57.272727, 17.272727, 5.6460e+05
57.272727, 18.181818, 5.3637e+05
57.272727, 19.090909, 5.1083e+05
57.272727, 20.000000, 4.8761e+05
57.272727, 20.909091, 4.6641e+05
57.272727, 21.818182, 4.4698e+05
57.272727, 22.727273, 4.2910e+05
57.272727, 23.636364, 4.1259e+05
57.272727, 24.545455, 3.9731e+05
57.272727, 25.454545, 3.8312e+05
57.272727, 26.363636, 3.6991e+05
57.272727, 27.272727, 3.5758e+05
57.272727, 28.181818, 3.4605e+05
57.272727, 29.090909, 3.3523e+05
57.272727, 30.000000, 3.2507e+05
57.272727, 30.909091, 3.1551e+05
57.272727, 31.818182, 3.0650e+05
57.272727, 32.727273, 2.9798e+05
57.272727, 33.636364, 2.8993e+05
57.272727, 34.545455, 2.8230e+05
57.272727, 35.454545, 2.7506e+05
57.272727, 36.363636, 2.6819e+05
57.272727, 37.272727, 2.6164e+05
57.272727, 38.181818, 2.5542e+05
57.272727, 39.090909, 2.4948e+05
57.272727, 40.000000, 2.4381e+05
57.272727, 40.909091, 2.3839e+05
57.272727, 41.818182, 2.3321e+05
57.272727, 42.727273, 2.2824e+05
57.272727, 43.636364, 2.2349e+05
57.272727, 44.545455, 2.1893e+05
57.272727, 45.454545, 2.1455e+05
57.272727, 46.363636, 2.1034e+05
57.272727, 47.272727, 2.0630e+05
57.272727, 48.181818, 2.0240e+05
57.272727, 49.090909, 1.9866e+05
57.272727, 50.000000, 1.9504e+05
57.272727, 50.909091, 1.9156e+05
57.272727, 51.818182, 1.8820e+05
57.272727, 52.727273, 1.8496e+05
57.272727, 53.636364, 1.8182e+05
57.272727, 54.545455, 1.7879e+05
57.272727, 55.454545, 1.7586e+05
57.272727, 56.363636, 1.7302e+05
57.272727, 57.272727, 1.7028e+05
57.272727, 58.181818, 1.6762e+05
57.272727, 59.090909, 1.6504e+05
57.272727, 60.000000, 1.6254e+05
57.272727, 60.909091, 1.6011e+05
57.272727, 61.818182, 1.5776e+05
57.272727, 62.727273, 1.5547e+05
57.272727, 63.636364, 1.5325e+05
57.272727, 64.545455, 1.5109e+05
57.272727, 65.454545, 1.4899e+05
57.272727, 66.363636, 1.4695e+05
57.272727, 67.272727, 1.4497e+05
57.272727, 68.181818, 1.4303e+05
57.272727, 69.090909, 1.4115e+05
57.272727, 70.000000, 1.3932e+05
57.272727, 70.909091, 1.3753e+05
57.272727, 71.818182, 1.3579e+05
57.272727, 72.727273, 1.3409e+05
57.272727, 73.636364, 1.3244e+05
57.272727, 74.545455, 1.3082e+05
57.272727, 75.454545, 1.2925e+05
57.272727, 76.363636, 1.2771e+05
57.272727, 77.272727, 1.2621e+05
57.272727, 78.181818, 1.2474e+05
57.272727, 79.090909, 1.2330e+05
57.272727, 80.000000, 1.2190e+05
57.272727, 80.909091, 1.2053e+05
57.272727, 81.818182, 1.1919e+05
57.272727, 82.727273, 1.1788e+05
57.272727, 83.636364, 1.1660e+05
57.272727, 84.545455, 1.1535e+05
57.272727, 85.454545, 1.1412e+05
57.272727, 86.363636, 1.1292e+05
57.272727, 87.272727, 1.1174e+05
57.272727, 88.181818, 1.1059e+05
57.272727, 89.090909, 1.0946e+05
57.272727, 90.000000, 1.0836e+05
57.272727, 90.909091, 1.0727e+05
57.272727, 91.818182, 1.0621e+05
57.272727, 92.727273, 1.0517e+05
57.272727, 93.636364, 1.0415e+05
57.272727, 94.545455, 1.0315e+05
57.272727, 95.454545, 1.0217e+05
57.272727, 96.363636, 1.0120e+05
57.272727, 97.272727, 1.0026e+05
57.272727, 98.181818, 9.9328e+04
57.272727, 99.090909, 9.8417e+04
57.272727, 100.000000, 9.7522e+04
58.181818, 10.000000, 9.5998e+05
58.181818, 10.909091, 8.7999e+05
58.181818, 11.818182, 8.1229e+05
58.181818, 12.727273, 7.5427e+05
58.181818, 13.636364, 7.0399e+05
58.181818, 14.545455, 6.5999e+05
58.181818, 15.454545, 6.2117e+05
58.181818, 16.363636, 5.8666e+05
58.181818, 17.272727, 5.5578e+05
58.181818, 18.181818, 5.2799e+05
58.181818, 19.090909, 5.0285e+05
58.181818, 20.000000, 4.7999e+05
58.181818, 20.909091, 4.5912e+05
58.181818, 21.818182, 4.3999e+05
58.181818, 22.727273, 4.2239e+05
58.181818, 23.636364, 4.0615e+05
58.181818, 24.545455, 3.9110e+05
58.181818, 25.454545, 3.7714e+05
58.181818, 26.363636, 3.6413e+05
58.181818, 27.272727, 3.5199e+05
58.181818, 28.181818, 3.4064e+05
58.181818, 29.090909, 3.2999e+05
58.181818, 30.000000, 3.1999e+05
58.181818, 30.909091, 3.1058e+05
58.181818, 31.818182, 3.0171e+05
58.181818, 32.727273, 2.9333e+05
58.181818, 33.636364, 2.8540e+05
58.181818, 34.545455, 2.7789e+05
58.181818, 35.454545, 2.7076e+05
58.181818, 36.363636, 2.6400e+05
58.181818, 37.272727, 2.5756e+05
58.181818, 38.181818, 2.5142e+05
58.181818, 39.090909, 2.4558e+05
58.181818, 40.000000, 2.4000e+05
58.181818, 40.909091, 2.3466e+05
58.181818, 41.818182, 2.2956e+05
58.181818, 42.727273, 2.2468e+05
58.181818, 43.636364, 2.2000e+05
58.181818, 44.545455, 2.1551e+05
58.181818, 45.454545, 2.1120e+05
58.181818, 46.363636, 2.0706e+05
58.181818, 47.272727, 2.0307e+05
58.181818, 48.181818, 1.9924e+05
58.181818, 49.090909, 1.9555e+05
58.181818, 50.000000, 1.9200e+05
58.181818, 50.909091, 1.8857e+05
58.181818, 51.818182, 1.8526e+05
58.181818, 52.727273, 1.8207e+05
58.181818, 53.636364, 1.7898e+05
58.181818, 54.545455, 1.7600e+05
58.181818, 55.454545, 1.7311e+05
58.181818, 56.363636, 1.7032e+05
58.181818, 57.272727, 1.6762e+05
58.181818, 58.181818, 1.6500e+05
58.181818, 59.090909, 1.6246e+05
58.181818, 60.000000, 1.6000e+05
58.181818, 60.909091, 1.5761e+05
58.181818, 61.818182, 1.5529e+05
58.181818, 62.727273, 1.5304e+05
58.181818, 63.636364, 1.5085e+05
58.181818, 64.545455, 1.4873e+05
58.181818, 65.454545, 1.4666e+05
58.181818, 66.363636, 1.4466e+05
58.181818, 67.272727, 1.4270e+05
58.181818, 68.181818, 1.4080e+05
58.181818, 69.090909, 1.3895e+05
58.181818, 70.000000, 1.3714e+05
58.181818, 70.909091, 1.3538e+05
58.181818, 71.818182, 1.3367e+05
58.181818, 72.727273, 1.3200e+05
58.181818, 73.636364, 1.3037e+05
58.181818, 74.545455, 1.2878e+05
58.181818, 75.454545, 1.2723e+05
58.181818, 76.363636, 1.2571e+05
58.181818, 77.272727, 1.2423e+05
58.181818, 78.181818, 1.2279e+05
58.181818, 79.090909, 1.2138e+05
58.181818, 80.000000, 1.2000e+05
58.181818, 80.909091, 1.1865e+05
58.181818, 81.818182, 1.1733e+05
58.181818, 82.727273, 1.1604e+05
58.181818, 83.636364, 1.1478e+05
58.181818, 84.545455, 1.1355e+05
58.181818, 85.454545, 1.1234e+05
58.181818, 86.363636, 1.1116e+05
58.181818, 87.272727, 1.1000e+05
58.181818, 88.181818, 1.0886e+05
58.181818, 89.090909, 1.0775e+05
58.181818, 90.000000, 1.0666e+05
58.181818, 90.909091, 1.0560e+05
58.181818, 91.818182, 1.0455e+05
58.181818, 92.727273, 1.0353e+05
58.181818, 93.636364, 1.0252e+05
58.181818, 94.545455, 1.0154e+05
58.181818, 95.454545, 1.0057e+05
58.181818, 96.363636, 9.9621e+04
58.181818, 97.272727, 9.8690e+04
58.181818, 98.181818, 9.7776e+04
58.181818, 99.090909, 9.6879e+04
58.181818, 100.000000, 9.5998e+04
59.090909, 10.000000, 9.4521e+05
59.090909, 10.909091, 8.6645e+05
59.090909, 11.818182, 7.9980e+05
59.090909, 12.727273, 7.4267e+05
59.090909, 13.636364, 6.9316e+05
59.090909, 14.545455, 6.4984e+05
59.090909, 15.454545, 6.1161e+05
59.090909, 16.363636, 5.7763e+05
59.090909, 17.272727, 5.4723e+05
59.090909, 18.181818, 5.1987e+05
59.090909, 19.090909, 4.9511e+05
59.090909, 20.000000, 4.7261e+05
59.090909, 20.909091, 4.5206e+05
59.090909, 21.818182, 4.3322e+05
59.090909, 22.727273, 4.1589e+05
59.090909, 23.636364, 3.9990e+05
59.090909, 24.545455, 3.8509e+05
59.090909, 25.454545, 3.7133e+05
59.090909, 26.363636, 3.5853e+05
59.090909, 27.272727, 3.4658e+05
59.090909, 28.181818, 3.3540e+05
59.090909, 29.090909, 3.2492e+05
59.090909, 30.000000, 3.1507e+05
59.090909, 30.909091, 3.0580e+05
59.090909, 31.818182, 2.9707e+05
59.090909, 32.727273, 2.8882e+05
59.090909, 33.636364, 2.8101e+05
59.090909, 34.545455, 2.7361e+05
59.090909, 35.454545, 2.6660e+05
59.090909, 36.363636, 2.5993e+05
59.090909, 37.272727, 2.5359e+05
59.090909, 38.181818, 2.4756e+05
59.090909, 39.090909, 2.4180e+05
59.090909, 40.000000, 2.3630e+05
59.090909, 40.909091, 2.3105e+05
59.090909, 41.818182, 2.2603e+05
59.090909, 42.727273, 2.2122e+05
59.090909, 43.636364, 2.1661e+05
59.090909, 44.545455, 2.1219e+05
59.090909, 45.454545, 2.0795e+05
59.090909, 46.363636, 2.0387e+05
59.090909, 47.272727, 1.9995e+05
59.090909, 48.181818, 1.9618e+05
59.090909, 49.090909, 1.9254e+05
59.090909, 50.000000, 1.8904e+05
59.090909, 50.909091, 1.8567e+05
59.090909, 51.818182, 1.8241e+05
59.090909, 52.727273, 1.7926e+05
59.090909, 53.636364, 1.7623e+05
59.090909, 54.545455, 1.7329e+05
59.090909, 55.454545, 1.7045e+05
59.090909, 56.363636, 1.6770e+05
59.090909, 57.272727, 1.6504e+05
59.090909, 58.181818, 1.6246e+05
59.090909, 59.090909, 1.5996e+05
59.090909, 60.000000, 1.5754e+05
59.090909, 60.909091, 1.5518e+05
59.090909, 61.818182, 1.5290e+05
59.090909, 62.727273, 1.5069e+05
59.090909, 63.636364, 1.4853e+05
59.090909, 64.545455, 1.4644e+05
59.090909, 65.454545, 1.4441e+05
59.090909, 66.363636, 1.4243e+05
59.090909, 67.272727, 1.4050e+05
59.090909, 68.181818, 1.3863e+05
59.090909, 69.090909, 1.3681e+05
59.090909, 70.000000, 1.3503e+05
59.090909, 70.909091, 1.3330e+05
59.090909, 71.818182, 1.3161e+05
59.090909, 72.727273, 1.2997e+05
59.090909, 73.636364, 1.2836e+05
59.090909, 74.545455, 1.2680e+05
59.090909, 75.454545, 1.2527e+05
59.090909, 76.363636, 1.2378e+05
59.090909, 77.272727, 1.2232e+05
59.090909, 78.181818, 1.2090e+05
59.090909, 79.090909, 1.1951e+05
59.090909, 80.000000, 1.1815e+05
59.090909, 80.909091, 1.1682e+05
59.090909, 81.818182, 1.1553e+05
59.090909, 82.727273, 1.1426e+05
59.090909, 83.636364, 1.1301e+05
59.090909, 84.545455, 1.1180e+05
59.090909, 85.454545, 1.1061e+05
59.090909, 86.363636, 1.0945e+05
59.090909, 87.272727, 1.0831e+05
59.090909, 88.181818, 1.0719e+05
59.090909, 89.090909, 1.0610e+05
59.090909, 90.000000, 1.0502e+05
59.090909, 90.909091, 1.0397e+05
59.090909, 91.818182, 1.0294e+05
59.090909, 92.727273, 1.0193e+05
59.090909, 93.636364, 1.0095e+05
59.090909, 94.545455, 9.9975e+04
59.090909, 95.454545, 9.9022e+04
59.090909, 96.363636, 9.8088e+04
59.090909, 97.272727, 9.7172e+04
59.090909, 98.181818, 9.6272e+04
59.090909, 99.090909, 9.5389e+04
59.090909, 100.000000, 9.4521e+04
60.000000, 10.000000, 9.3089e+05
60.000000, 10.909091, 8.5332e+05
60.000000, 11.818182, 7.8768e+05
60.000000, 12.727273, 7.3142e+05
60.000000, 13.636364, 6.8266e+05
60.000000, 14.545455, 6.3999e+05
60.000000, 15.454545, 6.0234e+05
60.000000, 16.363636, 5.6888e+05
60.000000, 17.272727, 5.3894e+05
60.000000, 18.181818, 5.1199e+05
60.000000, 19.090909, 4.8761e+05
60.000000, 20.000000, 4.6545e+05
60.000000, 20.909091, 4.4521e+05
60.000000, 21.818182, 4.2666e+05
60.000000, 22.727273, 4.0959e+05
60.000000, 23.636364, 3.9384e+05
60.000000, 24.545455, 3.7925e+05
60.000000, 25.454545, 3.6571e+05
60.000000, 26.363636, 3.5310e+05
60.000000, 27.272727, 3.4133e+05
60.000000, 28.181818, 3.3032e+05
60.000000, 29.090909, 3.1999e+05
60.000000, 30.000000, 3.1030e+05
60.000000, 30.909091, 3.0117e+05
60.000000, 31.818182, 2.9257e+05
60.000000, 32.727273, 2.8444e+05
60.000000, 33.636364, 2.7675e+05
60.000000, 34.545455, 2.6947e+05
60.000000, 35.454545, 2.6256e+05
60.000000, 36.363636, 2.5600e+05
60.000000, 37.272727, 2.4975e+05
60.000000, 38.181818, 2.4381e+05
60.000000, 39.090909, 2.3814e+05
60.000000, 40.000000, 2.3272e+05
60.000000, 40.909091, 2.2755e+05
60.000000, 41.818182, 2.2260e+05
60.000000, 42.727273, 2.1787e+05
60.000000, 43.636364, 2.1333e+05
60.000000, 44.545455, 2.0898e+05
60.000000, 45.454545, 2.0480e+05
60.000000, 46.363636, 2.0078e+05
60.000000, 47.272727, 1.9692e+05
60.000000, 48.181818, 1.9320e+05
60.000000, 49.090909, 1.8963e+05
60.000000, 50.000000, 1.8618e+05
60.000000, 50.909091, 1.8285e+05
60.000000, 51.818182, 1.7965e+05
60.000000, 52.727273, 1.7655e+05
60.000000, 53.636364, 1.7356e+05
60.000000, 54.545455, 1.7066e+05
60.000000, 55.454545, 1.6787e+05
60.000000, 56.363636, 1.6516e+05
60.000000, 57.272727, 1.6254e+05
60.000000, 58.181818, 1.6000e+05
60.000000, 59.090909, 1.5754e+05
60.000000, 60.000000, 1.5515e+05
60.000000, 60.909091, 1.5283e+05
60.000000, 61.818182, 1.5059e+05
60.000000, 62.727273, 1.4840e+05
60.000000, 63.636364, 1.4628e+05
60.000000, 64.545455, 1.4422e+05
60.000000, 65.454545, 1.4222e+05
60.000000, 66.363636, 1.4027e+05
60.000000, 67.272727, 1.3838e+05
60.000000, 68.181818, 1.3653e+05
60.000000, 69.090909, 1.3473e+05
60.000000, 70.000000, 1.3298e+05
60.000000, 70.909091, 1.3128e+05
60.000000, 71.818182, 1.2962e+05
60.000000, 72.727273, 1.2800e+05
60.000000, 73.636364, 1.2642e+05
60.000000, 74.545455, 1.2488e+05
60.000000, 75.454545, 1.2337e+05
60.000000, 76.363636, 1.2190e+05
60.000000, 77.272727, 1.2047e+05
60.000000, 78.181818, 1.1907e+05
60.000000, 79.090909, 1.1770e+05
60.000000, 80.000000, 1.1636e+05
60.000000, 80.909091, 1.1505e+05
60.000000, 81.818182, 1.1378e+05
60.000000, 82.727273, 1.1253e+05
60.000000, 83.636364, 1.1130e+05
60.000000, 84.545455, 1.1011e+05
60.000000, 85.454545, 1.0893e+05
60.000000, 86.363636, 1.0779e+05
60.000000, 87.272727, 1.0666e+05
60.000000, 88.181818, 1.0557e+05
60.000000, 89.090909, 1.0449e+05
60.000000, 90.000000, 1.0343e+05
60.000000, 90.909091, 1.0240e+05
60.000000, 91.818182, 1.0138e+05
60.000000, 92.727273, 1.0039e+05
60.000000, 93.636364, 9.9416e+04
60.000000, 94.545455, 9.8460e+04
60.000000, 95.454545, 9.7522e+04
60.000000, 96.363636, 9.6602e+04
60.000000, 97.272727, 9.5699e+04
60.000000, 98.181818, 9.4813e+04
60.000000, 99.090909, 9.3943e+04
60.000000, 100.000000, 9.3089e+04
60.909091, 10.000000, 9.1700e+05
60.909091, 10.909091, 8.4058e+05
60.909091, 11.818182, 7.7592e+05
60.909091, 12.727273, 7.2050e+05
60.909091, 13.636364, 6.7247e+05
60.909091, 14.545455, 6.3044e+05
60.909091, 15.454545, 5.9335e+05
60.909091, 16.363636, 5.6039e+05
60.909091, 17.272727, 5.3089e+05
60.909091, 18.181818, 5.0435e+05
60.909091, 19.090909, 4.8033e+05
60.909091, 20.000000, 4.5850e+05
60.909091, 20.909091, 4.3856e+05
60.909091, 21.818182, 4.2029e+05
60.909091, 22.727273, 4.0348e+05
60.909091, 23.636364, 3.8796e+05
60.909091, 24.545455, 3.7359e+05
60.909091, 25.454545, 3.6025e+05
60.909091, 26.363636, 3.4783e+05
60.909091, 27.272727, 3.3623e+05
60.909091, 28.181818, 3.2539e+05
60.909091, 29.090909, 3.1522e+05
60.909091, 30.000000, 3.0567e+05
60.909091, 30.909091, 2.9668e+05
60.909091, 31.818182, 2.8820e+05
60.909091, 32.727273, 2.8019e+05
60.909091, 33.636364, 2.7262e+05
60.909091, 34.545455, 2.6545e+05
60.909091, 35.454545, 2.5864e+05
60.909091, 36.363636, 2.5217e+05
60.909091, 37.272727, 2.4602e+05
60.909091, 38.181818, 2.4017e+05
60.909091, 39.090909, 2.3458e+05
60.909091, 40.000000, 2.2925e+05
60.909091, 40.909091, 2.2416e+05
60.909091, 41.818182, 2.1928e+05
60.909091, 42.727273, 2.1462e+05
60.909091, 43.636364, 2.1015e+05
60.909091, 44.545455, 2.0586e+05
60.909091, 45.454545, 2.0174e+05
60.909091, 46.363636, 1.9778e+05
60.909091, 47.272727, 1.9398e+05
60.909091, 48.181818, 1.9032e+05
60.909091, 49.090909, 1.8680e+05
60.909091, 50.000000, 1.8340e+05
60.909091, 50.909091, 1.8012e+05
60.909091, 51.818182, 1.7696e+05
60.909091, 52.727273, 1.7391e+05
60.909091, 53.636364, 1.7097e+05
60.909091, 54.545455, 1.6812e+05
60.909091, 55.454545, 1.6536e+05
60.909091, 56.363636, 1.6269e+05
60.909091, 57.272727, 1.6011e+05
60.909091, 58.181818, 1.5761e+05
60.909091, 59.090909, 1.5518e+05
60.909091, 60.000000, 1.5283e+05
60.909091, 60.909091, 1.5055e+05
60.909091, 61.818182, 1.4834e+05
60.909091, 62.727273, 1.4619e+05
60.909091, 63.636364, 1.4410e+05
60.909091, 64.545455, 1.4207e+05
60.909091, 65.454545, 1.4010e+05
60.909091, 66.363636, 1.3818e+05
60.909091, 67.272727, 1.3631e+05
60.909091, 68.181818, 1.3449e+05
60.909091, 69.090909, 1.3272e+05
60.909091, 70.000000, 1.3100e+05
60.909091, 70.909091, 1.2932e+05
60.909091, 71.818182, 1.2768e+05
60.909091, 72.727273, 1.2609e+05
60.909091, 73.636364, 1.2453e+05
60.909091, 74.545455, 1.2301e+05
60.909091, 75.454545, 1.2153e+05
60.909091, 76.363636, 1.2008e+05
60.909091, 77.272727, 1.1867e+05
60.909091, 78.181818, 1.1729e+05
60.909091, 79.090909, 1.1594e+05
60.909091, 80.000000, 1.1462e+05
60.909091, 80.909091, 1.1334e+05
60.909091, 81.818182, 1.1208e+05
60.909091, 82.727273, 1.1085e+05
60.909091, 83.636364, 1.0964e+05
60.909091, 84.545455, 1.0846e+05
60.909091, 85.454545, 1.0731e+05
60.909091, 86.363636, 1.0618e+05
60.909091, 87.272727, 1.0507e+05
60.909091, 88.181818, 1.0399e+05
60.909091, 89.090909, 1.0293e+05
60.909091, 90.000000, 1.0189e+05
60.909091, 90.909091, 1.0087e+05
60.909091, 91.818182, 9.9871e+04
60.909091, 92.727273, 9.8892e+04
60.909091, 93.636364, 9.7932e+04
60.909091, 94.545455, 9.6990e+04
60.909091, 95.454545, 9.6067e+04
60.909091, 96.363636, 9.5160e+04
60.909091, 97.272727, 9.4271e+04
60.909091, 98.181818, 9.3398e+04
60.909091, 99.090909, 9.2541e+04
60.909091, 100.000000, 9.1700e+04
61.818182, 10.000000, 9.0351e+05
61.818182, 10.909091, 8.2822e+05
61.818182, 11.818182, 7.6451e+05
61.818182, 12.727273, 7.0990e+05
61.818182, 13.636364, 6.6258e+05
61.818182, 14.545455, 6.2117e+05
61.818182, 15.454545, 5.8463e+05
61.818182, 16.363636, 5.5215e+05
61.818182, 17.272727, 5.2309e+05
61.818182, 18.181818, 4.9693e+05
61.818182, 19.090909, 4.7327e+05
61.818182, 20.000000, 4.5176e+05
61.818182, 20.909091, 4.3212e+05
61.818182, 21.818182, 4.1411e+05
61.818182, 22.727273, 3.9755e+05
61.818182, 23.636364, 3.8226e+05
61.818182, 24.545455, 3.6810e+05
61.818182, 25.454545, 3.5495e+05
61.818182, 26.363636, 3.4271e+05
61.818182, 27.272727, 3.3129e+05
61.818182, 28.181818, 3.2060e+05
61.818182, 29.090909, 3.1058e+05
61.818182, 30.000000, 3.0117e+05
61.818182, 30.909091, 2.9231e+05
61.818182, 31.818182, 2.8396e+05
61.818182, 32.727273, 2.7607e+05
61.818182, 33.636364, 2.6861e+05
61.818182, 34.545455, 2.6154e+05
61.818182, 35.454545, 2.5484e+05
61.818182, 36.363636, 2.4847e+05
61.818182, 37.272727, 2.4241e+05
61.818182, 38.181818, 2.3663e+05
61.818182, 39.090909, 2.3113e+05
61.818182, 40.000000, 2.2588e+05
61.818182, 40.909091, 2.2086e+05
61.818182, 41.818182, 2.1606e+05
61.818182, 42.727273, 2.1146e+05
61.818182, 43.636364, 2.0706e+05
61.818182, 44.545455, 2.0283e+05
61.818182, 45.454545, 1.9877e+05
61.818182, 46.363636, 1.9488e+05
61.818182, 47.272727, 1.9113e+05
61.818182, 48.181818, 1.8752e+05
61.818182, 49.090909, 1.8405e+05
61.818182, 50.000000, 1.8070e+05
61.818182, 50.909091, 1.7748e+05
61.818182, 51.818182, 1.7436e+05
61.818182, 52.727273, 1.7136e+05
61.818182, 53.636364, 1.6845e+05
61.818182, 54.545455, 1.6564e+05
61.818182, 55.454545, 1.6293e+05
61.818182, 56.363636, 1.6030e+05
61.818182, 57.272727, 1.5776e+05
61.818182, 58.181818, 1.5529e+05
61.818182, 59.090909, 1.5290e+05
61.818182, 60.000000, 1.5059e+05
61.818182, 60.909091, 1.4834e+05
61.818182, 61.818182, 1.4616e+05
61.818182, 62.727273, 1.4404e+05
61.818182, 63.636364, 1.4198e+05
61.818182, 64.545455, 1.3998e+05
61.818182, 65.454545, 1.3804e+05
