Length (nm), Thickness (nm), Width (nm), Inductance (H)
116.666667, 90.000000, 50.000000, 2.549651247532e-07
116.666667, 90.000000, 60.000000, 2.449379790272e-07
116.666667, 90.000000, 70.000000, 2.358017033712e-07
116.666667, 90.000000, 80.000000, 2.274482075793e-07
116.666667, 90.000000, 90.000000, 2.197879533827e-07
116.666667, 90.000000, 100.000000, 2.127459377001e-07
116.666667, 90.000000, 110.000000, 2.062587073940e-07
116.666667, 90.000000, 120.000000, 2.002721031316e-07
116.666667, 90.000000, 130.000000, 1.947395285760e-07
116.666667, 90.000000, 140.000000, 1.896206046333e-07
116.666667, 100.000000, 50.000000, 2.449379790272e-07
116.666667, 100.000000, 60.000000, 2.358017033712e-07
116.666667, 100.000000, 70.000000, 2.274482075793e-07
116.666667, 100.000000, 80.000000, 2.197879533827e-07
116.666667, 100.000000, 90.000000, 2.127459377001e-07
116.666667, 100.000000, 100.000000, 2.062587073940e-07
116.666667, 100.000000, 110.000000, 2.002721031316e-07
116.666667, 100.000000, 120.000000, 1.947395285760e-07
116.666667, 100.000000, 130.000000, 1.896206046333e-07
116.666667, 100.000000, 140.000000, 1.848801103209e-07
118.181818, 10.000000, 50.000000, 3.965438393363e-07
118.181818, 10.000000, 60.000000, 3.694367802939e-07
118.181818, 10.000000, 70.000000, 3.464535786921e-07
118.181818, 10.000000, 80.000000, 3.266200484839e-07
118.181818, 10.000000, 90.000000, 3.092710222754e-07
118.181818, 10.000000, 100.000000, 2.939320632376e-07
118.181818, 10.000000, 110.000000, 2.802528647628e-07
118.181818, 10.000000, 120.000000, 2.679674001511e-07
118.181818, 10.000000, 130.000000, 2.568688826435e-07
118.181818, 10.000000, 140.000000, 2.467933852691e-07
118.181818, 20.000000, 50.000000, 3.694367802939e-07
118.181818, 20.000000, 60.000000, 3.464535786921e-07
118.181818, 20.000000, 70.000000, 3.266200484839e-07
118.181818, 20.000000, 80.000000, 3.092710222754e-07
118.181818, 20.000000, 90.000000, 2.939320632376e-07
118.181818, 20.000000, 100.000000, 2.802528647628e-07
118.181818, 20.000000, 110.000000, 2.679674001511e-07
118.181818, 20.000000, 120.000000, 2.568688826435e-07
118.181818, 20.000000, 130.000000, 2.467933852691e-07
118.181818, 20.000000, 140.000000, 2.376087579647e-07
118.181818, 30.000000, 50.000000, 3.464535786921e-07
118.181818, 30.000000, 60.000000, 3.266200484839e-07
118.181818, 30.000000, 70.000000, 3.092710222754e-07
118.181818, 30.000000, 80.000000, 2.939320632376e-07
118.181818, 30.000000, 90.000000, 2.802528647628e-07
118.181818, 30.000000, 100.000000, 2.679674001511e-07
118.181818, 30.000000, 110.000000, 2.568688826435e-07
118.181818, 30.000000, 120.000000, 2.467933852691e-07
118.181818, 30.000000, 130.000000, 2.376087579647e-07
118.181818, 30.000000, 140.000000, 2.292069105245e-07
118.181818, 40.000000, 50.000000, 3.266200484839e-07
118.181818, 40.000000, 60.000000, 3.092710222754e-07
118.181818, 40.000000, 70.000000, 2.939320632376e-07
118.181818, 40.000000, 80.000000, 2.802528647628e-07
118.181818, 40.000000, 90.000000, 2.679674001511e-07
118.181818, 40.000000, 100.000000, 2.568688826435e-07
118.181818, 40.000000, 110.000000, 2.467933852691e-07
118.181818, 40.000000, 120.000000, 2.376087579647e-07
118.181818, 40.000000, 130.000000, 2.292069105245e-07
118.181818, 40.000000, 140.000000, 2.214983046796e-07
118.181818, 50.000000, 50.000000, 3.092710222754e-07
118.181818, 50.000000, 60.000000, 2.939320632376e-07
118.181818, 50.000000, 70.000000, 2.802528647628e-07
118.181818, 50.000000, 80.000000, 2.679674001511e-07
118.181818, 50.000000, 90.000000, 2.568688826435e-07
118.181818, 50.000000, 100.000000, 2.467933852691e-07
118.181818, 50.000000, 110.000000, 2.376087579647e-07
118.181818, 50.000000, 120.000000, 2.292069105245e-07
118.181818, 50.000000, 130.000000, 2.214983046796e-07
118.181818, 50.000000, 140.000000, 2.144079373486e-07
118.181818, 60.000000, 50.000000, 2.939320632376e-07
118.181818, 60.000000, 60.000000, 2.802528647628e-07
118.181818, 60.000000, 70.000000, 2.679674001511e-07
118.181818, 60.000000, 80.000000, 2.568688826435e-07
118.181818, 60.000000, 90.000000, 2.467933852691e-07
118.181818, 60.000000, 100.000000, 2.376087579647e-07
118.181818, 60.000000, 110.000000, 2.292069105245e-07
118.181818, 60.000000, 120.000000, 2.214983046796e-07
118.181818, 60.000000, 130.000000, 2.144079373486e-07
118.181818, 60.000000, 140.000000, 2.078723553942e-07
118.181818, 70.000000, 50.000000, 2.802528647628e-07
118.181818, 70.000000, 60.000000, 2.679674001511e-07
118.181818, 70.000000, 70.000000, 2.568688826435e-07
118.181818, 70.000000, 80.000000, 2.467933852691e-07
118.181818, 70.000000, 90.000000, 2.376087579647e-07
118.181818, 70.000000, 100.000000, 2.292069105245e-07
118.181818, 70.000000, 110.000000, 2.214983046796e-07
118.181818, 70.000000, 120.000000, 2.144079373486e-07
118.181818, 70.000000, 130.000000, 2.078723553942e-07
118.181818, 70.000000, 140.000000, 2.018373994834e-07
118.181818, 80.000000, 50.000000, 2.679674001511e-07
118.181818, 80.000000, 60.000000, 2.568688826435e-07
118.181818, 80.000000, 70.000000, 2.467933852691e-07
118.181818, 80.000000, 80.000000, 2.376087579647e-07
118.181818, 80.000000, 90.000000, 2.292069105245e-07
118.181818, 80.000000, 100.000000, 2.214983046796e-07
118.181818, 80.000000, 110.000000, 2.144079373486e-07
118.181818, 80.000000, 120.000000, 2.078723553942e-07
118.181818, 80.000000, 130.000000, 2.018373994834e-07
118.181818, 80.000000, 140.000000, 1.962564732795e-07
118.181818, 90.000000, 50.000000, 2.568688826435e-07
118.181818, 90.000000, 60.000000, 2.467933852691e-07
118.181818, 90.000000, 70.000000, 2.376087579647e-07
118.181818, 90.000000, 80.000000, 2.292069105245e-07
118.181818, 90.000000, 90.000000, 2.214983046796e-07
118.181818, 90.000000, 100.000000, 2.144079373486e-07
118.181818, 90.000000, 110.000000, 2.078723553942e-07
118.181818, 90.000000, 120.000000, 2.018373994834e-07
118.181818, 90.000000, 130.000000, 1.962564732795e-07
118.181818, 90.000000, 140.000000, 1.910891976884e-07
118.181818, 100.000000, 50.000000, 2.467933852691e-07
118.181818, 100.000000, 60.000000, 2.376087579647e-07
118.181818, 100.000000, 70.000000, 2.292069105245e-07
118.181818, 100.000000, 80.000000, 2.214983046796e-07
118.181818, 100.000000, 90.000000, 2.144079373486e-07
118.181818, 100.000000, 100.000000, 2.078723553942e-07
118.181818, 100.000000, 110.000000, 2.018373994834e-07
118.181818, 100.000000, 120.000000, 1.962564732795e-07
118.181818, 100.000000, 130.000000, 1.910891976884e-07
118.181818, 100.000000, 140.000000, 1.863003517277e-07
119.696970, 10.000000, 50.000000, 3.988088791558e-07
119.696970, 10.000000, 60.000000, 3.716546925575e-07
119.696970, 10.000000, 70.000000, 3.486243633997e-07
119.696970, 10.000000, 80.000000, 3.287437056355e-07
119.696970, 10.000000, 90.000000, 3.113475518710e-07
119.696970, 10.000000, 100.000000, 2.959614652772e-07
119.696970, 10.000000, 110.000000, 2.822351392464e-07
119.696970, 10.000000, 120.000000, 2.699025470788e-07
119.696970, 10.000000, 130.000000, 2.587569020151e-07
119.696970, 10.000000, 140.000000, 2.486342770848e-07
119.696970, 20.000000, 50.000000, 3.716546925575e-07
119.696970, 20.000000, 60.000000, 3.486243633997e-07
119.696970, 20.000000, 70.000000, 3.287437056355e-07
119.696970, 20.000000, 80.000000, 3.113475518710e-07
119.696970, 20.000000, 90.000000, 2.959614652772e-07
119.696970, 20.000000, 100.000000, 2.822351392464e-07
119.696970, 20.000000, 110.000000, 2.699025470788e-07
119.696970, 20.000000, 120.000000, 2.587569020151e-07
119.696970, 20.000000, 130.000000, 2.486342770848e-07
119.696970, 20.000000, 140.000000, 2.394025222244e-07
119.696970, 30.000000, 50.000000, 3.486243633997e-07
119.696970, 30.000000, 60.000000, 3.287437056355e-07
119.696970, 30.000000, 70.000000, 3.113475518710e-07
119.696970, 30.000000, 80.000000, 2.959614652772e-07
119.696970, 30.000000, 90.000000, 2.822351392464e-07
119.696970, 30.000000, 100.000000, 2.699025470788e-07
119.696970, 30.000000, 110.000000, 2.587569020151e-07
119.696970, 30.000000, 120.000000, 2.486342770848e-07
119.696970, 30.000000, 130.000000, 2.394025222244e-07
119.696970, 30.000000, 140.000000, 2.309535472282e-07
119.696970, 40.000000, 50.000000, 3.287437056355e-07
119.696970, 40.000000, 60.000000, 3.113475518710e-07
119.696970, 40.000000, 70.000000, 2.959614652772e-07
119.696970, 40.000000, 80.000000, 2.822351392464e-07
119.696970, 40.000000, 90.000000, 2.699025470788e-07
119.696970, 40.000000, 100.000000, 2.587569020151e-07
119.696970, 40.000000, 110.000000, 2.486342770848e-07
119.696970, 40.000000, 120.000000, 2.394025222244e-07
119.696970, 40.000000, 130.000000, 2.309535472282e-07
119.696970, 40.000000, 140.000000, 2.231978138273e-07
119.696970, 50.000000, 50.000000, 3.113475518710e-07
119.696970, 50.000000, 60.000000, 2.959614652772e-07
119.696970, 50.000000, 70.000000, 2.822351392464e-07
119.696970, 50.000000, 80.000000, 2.699025470788e-07
119.696970, 50.000000, 90.000000, 2.587569020151e-07
119.696970, 50.000000, 100.000000, 2.486342770848e-07
119.696970, 50.000000, 110.000000, 2.394025222244e-07
119.696970, 50.000000, 120.000000, 2.309535472282e-07
119.696970, 50.000000, 130.000000, 2.231978138273e-07
119.696970, 50.000000, 140.000000, 2.160603189403e-07
119.696970, 60.000000, 50.000000, 2.959614652772e-07
119.696970, 60.000000, 60.000000, 2.822351392464e-07
119.696970, 60.000000, 70.000000, 2.699025470788e-07
119.696970, 60.000000, 80.000000, 2.587569020151e-07
119.696970, 60.000000, 90.000000, 2.486342770848e-07
119.696970, 60.000000, 100.000000, 2.394025222244e-07
119.696970, 60.000000, 110.000000, 2.309535472282e-07
119.696970, 60.000000, 120.000000, 2.231978138273e-07
119.696970, 60.000000, 130.000000, 2.160603189403e-07
119.696970, 60.000000, 140.000000, 2.094776094299e-07
119.696970, 70.000000, 50.000000, 2.822351392464e-07
119.696970, 70.000000, 60.000000, 2.699025470788e-07
119.696970, 70.000000, 70.000000, 2.587569020151e-07
119.696970, 70.000000, 80.000000, 2.486342770848e-07
119.696970, 70.000000, 90.000000, 2.394025222244e-07
119.696970, 70.000000, 100.000000, 2.309535472282e-07
119.696970, 70.000000, 110.000000, 2.231978138273e-07
119.696970, 70.000000, 120.000000, 2.160603189403e-07
119.696970, 70.000000, 130.000000, 2.094776094299e-07
119.696970, 70.000000, 140.000000, 2.033955259631e-07
119.696970, 80.000000, 50.000000, 2.699025470788e-07
119.696970, 80.000000, 60.000000, 2.587569020151e-07
119.696970, 80.000000, 70.000000, 2.486342770848e-07
119.696970, 80.000000, 80.000000, 2.394025222244e-07
119.696970, 80.000000, 90.000000, 2.309535472282e-07
119.696970, 80.000000, 100.000000, 2.231978138273e-07
119.696970, 80.000000, 110.000000, 2.160603189403e-07
119.696970, 80.000000, 120.000000, 2.094776094299e-07
119.696970, 80.000000, 130.000000, 2.033955259631e-07
119.696970, 80.000000, 140.000000, 1.977674722032e-07
119.696970, 90.000000, 50.000000, 2.587569020151e-07
119.696970, 90.000000, 60.000000, 2.486342770848e-07
119.696970, 90.000000, 70.000000, 2.394025222244e-07
119.696970, 90.000000, 80.000000, 2.309535472282e-07
119.696970, 90.000000, 90.000000, 2.231978138273e-07
119.696970, 90.000000, 100.000000, 2.160603189403e-07
119.696970, 90.000000, 110.000000, 2.094776094299e-07
119.696970, 90.000000, 120.000000, 2.033955259631e-07
119.696970, 90.000000, 130.000000, 1.977674722032e-07
119.696970, 90.000000, 140.000000, 1.925530690561e-07
119.696970, 100.000000, 50.000000, 2.486342770848e-07
119.696970, 100.000000, 60.000000, 2.394025222244e-07
119.696970, 100.000000, 70.000000, 2.309535472282e-07
119.696970, 100.000000, 80.000000, 2.231978138273e-07
119.696970, 100.000000, 90.000000, 2.160603189403e-07
119.696970, 100.000000, 100.000000, 2.094776094299e-07
119.696970, 100.000000, 110.000000, 2.033955259631e-07
119.696970, 100.000000, 120.000000, 1.977674722032e-07
119.696970, 100.000000, 130.000000, 1.925530690561e-07
119.696970, 100.000000, 140.000000, 1.877170955395e-07
121.212121, 10.000000, 50.000000, 4.010489393947e-07
121.212121, 10.000000, 60.000000, 3.738488034292e-07
121.212121, 10.000000, 70.000000, 3.507725249043e-07
121.212121, 10.000000, 80.000000, 3.308459177730e-07
121.212121, 10.000000, 90.000000, 3.134038146415e-07
121.212121, 10.000000, 100.000000, 2.979717786806e-07
121.212121, 10.000000, 110.000000, 2.841995032827e-07
121.212121, 10.000000, 120.000000, 2.718209617480e-07
121.212121, 10.000000, 130.000000, 2.606293673172e-07
121.212121, 10.000000, 140.000000, 2.504607930198e-07
121.212121, 20.000000, 50.000000, 3.738488034292e-07
121.212121, 20.000000, 60.000000, 3.507725249043e-07
121.212121, 20.000000, 70.000000, 3.308459177730e-07
121.212121, 20.000000, 80.000000, 3.134038146415e-07
121.212121, 20.000000, 90.000000, 2.979717786806e-07
121.212121, 20.000000, 100.000000, 2.841995032827e-07
121.212121, 20.000000, 110.000000, 2.718209617480e-07
121.212121, 20.000000, 120.000000, 2.606293673172e-07
121.212121, 20.000000, 130.000000, 2.504607930198e-07
121.212121, 20.000000, 140.000000, 2.411830887923e-07
121.212121, 30.000000, 50.000000, 3.507725249043e-07
121.212121, 30.000000, 60.000000, 3.308459177730e-07
121.212121, 30.000000, 70.000000, 3.134038146415e-07
121.212121, 30.000000, 80.000000, 2.979717786806e-07
121.212121, 30.000000, 90.000000, 2.841995032827e-07
121.212121, 30.000000, 100.000000, 2.718209617480e-07
121.212121, 30.000000, 110.000000, 2.606293673172e-07
121.212121, 30.000000, 120.000000, 2.504607930198e-07
121.212121, 30.000000, 130.000000, 2.411830887923e-07
121.212121, 30.000000, 140.000000, 2.326881644290e-07
121.212121, 40.000000, 50.000000, 3.308459177730e-07
121.212121, 40.000000, 60.000000, 3.134038146415e-07
121.212121, 40.000000, 70.000000, 2.979717786806e-07
121.212121, 40.000000, 80.000000, 2.841995032827e-07
121.212121, 40.000000, 90.000000, 2.718209617480e-07
121.212121, 40.000000, 100.000000, 2.606293673172e-07
121.212121, 40.000000, 110.000000, 2.504607930198e-07
121.212121, 40.000000, 120.000000, 2.411830887923e-07
121.212121, 40.000000, 130.000000, 2.326881644290e-07
121.212121, 40.000000, 140.000000, 2.248864816611e-07
121.212121, 50.000000, 50.000000, 3.134038146415e-07
121.212121, 50.000000, 60.000000, 2.979717786806e-07
121.212121, 50.000000, 70.000000, 2.841995032827e-07
121.212121, 50.000000, 80.000000, 2.718209617480e-07
121.212121, 50.000000, 90.000000, 2.606293673172e-07
121.212121, 50.000000, 100.000000, 2.504607930198e-07
121.212121, 50.000000, 110.000000, 2.411830887923e-07
121.212121, 50.000000, 120.000000, 2.326881644290e-07
121.212121, 50.000000, 130.000000, 2.248864816611e-07
121.212121, 50.000000, 140.000000, 2.177030374070e-07
121.212121, 60.000000, 50.000000, 2.979717786806e-07
121.212121, 60.000000, 60.000000, 2.841995032827e-07
121.212121, 60.000000, 70.000000, 2.718209617480e-07
121.212121, 60.000000, 80.000000, 2.606293673172e-07
121.212121, 60.000000, 90.000000, 2.504607930198e-07
121.212121, 60.000000, 100.000000, 2.411830887923e-07
121.212121, 60.000000, 110.000000, 2.326881644290e-07
121.212121, 60.000000, 120.000000, 2.248864816611e-07
121.212121, 60.000000, 130.000000, 2.177030374070e-07
121.212121, 60.000000, 140.000000, 2.110743785295e-07
121.212121, 70.000000, 50.000000, 2.841995032827e-07
121.212121, 70.000000, 60.000000, 2.718209617480e-07
121.212121, 70.000000, 70.000000, 2.606293673172e-07
121.212121, 70.000000, 80.000000, 2.504607930198e-07
121.212121, 70.000000, 90.000000, 2.411830887923e-07
121.212121, 70.000000, 100.000000, 2.326881644290e-07
121.212121, 70.000000, 110.000000, 2.248864816611e-07
121.212121, 70.000000, 120.000000, 2.177030374070e-07
121.212121, 70.000000, 130.000000, 2.110743785295e-07
121.212121, 70.000000, 140.000000, 2.049463456956e-07
121.212121, 80.000000, 50.000000, 2.718209617480e-07
121.212121, 80.000000, 60.000000, 2.606293673172e-07
121.212121, 80.000000, 70.000000, 2.504607930198e-07
121.212121, 80.000000, 80.000000, 2.411830887923e-07
121.212121, 80.000000, 90.000000, 2.326881644290e-07
121.212121, 80.000000, 100.000000, 2.248864816611e-07
121.212121, 80.000000, 110.000000, 2.177030374070e-07
121.212121, 80.000000, 120.000000, 2.110743785295e-07
121.212121, 80.000000, 130.000000, 2.049463456956e-07
121.212121, 80.000000, 140.000000, 1.992723425686e-07
121.212121, 90.000000, 50.000000, 2.606293673172e-07
121.212121, 90.000000, 60.000000, 2.504607930198e-07
121.212121, 90.000000, 70.000000, 2.411830887923e-07
121.212121, 90.000000, 80.000000, 2.326881644290e-07
121.212121, 90.000000, 90.000000, 2.248864816611e-07
121.212121, 90.000000, 100.000000, 2.177030374070e-07
121.212121, 90.000000, 110.000000, 2.110743785295e-07
121.212121, 90.000000, 120.000000, 2.049463456956e-07
121.212121, 90.000000, 130.000000, 1.992723425686e-07
121.212121, 90.000000, 140.000000, 1.940119900545e-07
121.212121, 100.000000, 50.000000, 2.504607930198e-07
121.212121, 100.000000, 60.000000, 2.411830887923e-07
121.212121, 100.000000, 70.000000, 2.326881644290e-07
121.212121, 100.000000, 80.000000, 2.248864816611e-07
121.212121, 100.000000, 90.000000, 2.177030374070e-07
121.212121, 100.000000, 100.000000, 2.110743785295e-07
121.212121, 100.000000, 110.000000, 2.049463456956e-07
121.212121, 100.000000, 120.000000, 1.992723425686e-07
121.212121, 100.000000, 130.000000, 1.940119900545e-07
121.212121, 100.000000, 140.000000, 1.891300671707e-07
122.727273, 10.000000, 50.000000, 4.032645545055e-07
122.727273, 10.000000, 60.000000, 3.760196037252e-07
122.727273, 10.000000, 70.000000, 3.528985103855e-07
122.727273, 10.000000, 80.000000, 3.329270884394e-07
122.727273, 10.000000, 90.000000, 3.154401704930e-07
122.727273, 10.000000, 100.000000, 2.999633197174e-07
122.727273, 10.000000, 110.000000, 2.861462295046e-07
122.727273, 10.000000, 120.000000, 2.737228731551e-07
122.727273, 10.000000, 130.000000, 2.624864639095e-07
122.727273, 10.000000, 140.000000, 2.522730747973e-07
122.727273, 20.000000, 50.000000, 3.760196037252e-07
122.727273, 20.000000, 60.000000, 3.528985103855e-07
122.727273, 20.000000, 70.000000, 3.329270884394e-07
122.727273, 20.000000, 80.000000, 3.154401704930e-07
122.727273, 20.000000, 90.000000, 2.999633197174e-07
122.727273, 20.000000, 100.000000, 2.861462295046e-07
122.727273, 20.000000, 110.000000, 2.737228731551e-07
122.727273, 20.000000, 120.000000, 2.624864639095e-07
122.727273, 20.000000, 130.000000, 2.522730747973e-07
122.727273, 20.000000, 140.000000, 2.429505557550e-07
122.727273, 30.000000, 50.000000, 3.528985103855e-07
122.727273, 30.000000, 60.000000, 3.329270884394e-07
122.727273, 30.000000, 70.000000, 3.154401704930e-07
122.727273, 30.000000, 80.000000, 2.999633197174e-07
122.727273, 30.000000, 90.000000, 2.861462295046e-07
122.727273, 30.000000, 100.000000, 2.737228731551e-07
122.727273, 30.000000, 110.000000, 2.624864639095e-07
122.727273, 30.000000, 120.000000, 2.522730747973e-07
122.727273, 30.000000, 130.000000, 2.429505557550e-07
122.727273, 30.000000, 140.000000, 2.344108165769e-07
122.727273, 40.000000, 50.000000, 3.329270884394e-07
122.727273, 40.000000, 60.000000, 3.154401704930e-07
122.727273, 40.000000, 70.000000, 2.999633197174e-07
122.727273, 40.000000, 80.000000, 2.861462295046e-07
122.727273, 40.000000, 90.000000, 2.737228731551e-07
122.727273, 40.000000, 100.000000, 2.624864639095e-07
122.727273, 40.000000, 110.000000, 2.522730747973e-07
122.727273, 40.000000, 120.000000, 2.429505557550e-07
122.727273, 40.000000, 130.000000, 2.344108165769e-07
122.727273, 40.000000, 140.000000, 2.265643189941e-07
122.727273, 50.000000, 50.000000, 3.154401704930e-07
122.727273, 50.000000, 60.000000, 2.999633197174e-07
122.727273, 50.000000, 70.000000, 2.861462295046e-07
122.727273, 50.000000, 80.000000, 2.737228731551e-07
122.727273, 50.000000, 90.000000, 2.624864639095e-07
122.727273, 50.000000, 100.000000, 2.522730747973e-07
122.727273, 50.000000, 110.000000, 2.429505557550e-07
122.727273, 50.000000, 120.000000, 2.344108165769e-07
122.727273, 50.000000, 130.000000, 2.265643189941e-07
122.727273, 50.000000, 140.000000, 2.193360599252e-07
122.727273, 60.000000, 50.000000, 2.999633197174e-07
122.727273, 60.000000, 60.000000, 2.861462295046e-07
122.727273, 60.000000, 70.000000, 2.737228731551e-07
122.727273, 60.000000, 80.000000, 2.624864639095e-07
122.727273, 60.000000, 90.000000, 2.522730747973e-07
122.727273, 60.000000, 100.000000, 2.429505557550e-07
122.727273, 60.000000, 110.000000, 2.344108165769e-07
122.727273, 60.000000, 120.000000, 2.265643189941e-07
122.727273, 60.000000, 130.000000, 2.193360599252e-07
122.727273, 60.000000, 140.000000, 2.126625862329e-07
122.727273, 70.000000, 50.000000, 2.861462295046e-07
122.727273, 70.000000, 60.000000, 2.737228731551e-07
122.727273, 70.000000, 70.000000, 2.624864639095e-07
122.727273, 70.000000, 80.000000, 2.522730747973e-07
122.727273, 70.000000, 90.000000, 2.429505557550e-07
122.727273, 70.000000, 100.000000, 2.344108165769e-07
122.727273, 70.000000, 110.000000, 2.265643189941e-07
122.727273, 70.000000, 120.000000, 2.193360599252e-07
122.727273, 70.000000, 130.000000, 2.126625862329e-07
122.727273, 70.000000, 140.000000, 2.064897385842e-07
122.727273, 80.000000, 50.000000, 2.737228731551e-07
122.727273, 80.000000, 60.000000, 2.624864639095e-07
122.727273, 80.000000, 70.000000, 2.522730747973e-07
122.727273, 80.000000, 80.000000, 2.429505557550e-07
122.727273, 80.000000, 90.000000, 2.344108165769e-07
122.727273, 80.000000, 100.000000, 2.265643189941e-07
122.727273, 80.000000, 110.000000, 2.193360599252e-07
122.727273, 80.000000, 120.000000, 2.126625862329e-07
122.727273, 80.000000, 130.000000, 2.064897385842e-07
122.727273, 80.000000, 140.000000, 2.007709206424e-07
122.727273, 90.000000, 50.000000, 2.624864639095e-07
122.727273, 90.000000, 60.000000, 2.522730747973e-07
122.727273, 90.000000, 70.000000, 2.429505557550e-07
122.727273, 90.000000, 80.000000, 2.344108165769e-07
122.727273, 90.000000, 90.000000, 2.265643189941e-07
122.727273, 90.000000, 100.000000, 2.193360599252e-07
122.727273, 90.000000, 110.000000, 2.126625862329e-07
122.727273, 90.000000, 120.000000, 2.064897385842e-07
122.727273, 90.000000, 130.000000, 2.007709206424e-07
122.727273, 90.000000, 140.000000, 1.954657533134e-07
122.727273, 100.000000, 50.000000, 2.522730747973e-07
122.727273, 100.000000, 60.000000, 2.429505557550e-07
122.727273, 100.000000, 70.000000, 2.344108165769e-07
122.727273, 100.000000, 80.000000, 2.265643189941e-07
122.727273, 100.000000, 90.000000, 2.193360599252e-07
122.727273, 100.000000, 100.000000, 2.126625862329e-07
122.727273, 100.000000, 110.000000, 2.064897385842e-07
122.727273, 100.000000, 120.000000, 2.007709206424e-07
122.727273, 100.000000, 130.000000, 1.954657533134e-07
122.727273, 100.000000, 140.000000, 1.905390156149e-07
124.242424, 10.000000, 50.000000, 4.054562424006e-07
124.242424, 10.000000, 60.000000, 3.781675698497e-07
124.242424, 10.000000, 70.000000, 3.550027547395e-07
124.242424, 10.000000, 80.000000, 3.349876110228e-07
124.242424, 10.000000, 90.000000, 3.174569713059e-07
124.242424, 10.000000, 100.000000, 3.019363987597e-07
124.242424, 10.000000, 110.000000, 2.880755867764e-07
124.242424, 10.000000, 120.000000, 2.756085086563e-07
124.242424, 10.000000, 130.000000, 2.643283776402e-07
124.242424, 10.000000, 140.000000, 2.540712667574e-07
124.242424, 20.000000, 50.000000, 3.781675698497e-07
124.242424, 20.000000, 60.000000, 3.550027547395e-07
124.242424, 20.000000, 70.000000, 3.349876110228e-07
124.242424, 20.000000, 80.000000, 3.174569713059e-07
124.242424, 20.000000, 90.000000, 3.019363987597e-07
124.242424, 20.000000, 100.000000, 2.880755867764e-07
124.242424, 20.000000, 110.000000, 2.756085086563e-07
124.242424, 20.000000, 120.000000, 2.643283776402e-07
124.242424, 20.000000, 130.000000, 2.540712667574e-07
124.242424, 20.000000, 140.000000, 2.447050259446e-07
124.242424, 30.000000, 50.000000, 3.550027547395e-07
124.242424, 30.000000, 60.000000, 3.349876110228e-07
124.242424, 30.000000, 70.000000, 3.174569713059e-07
124.242424, 30.000000, 80.000000, 3.019363987597e-07
124.242424, 30.000000, 90.000000, 2.880755867764e-07
124.242424, 30.000000, 100.000000, 2.756085086563e-07
124.242424, 30.000000, 110.000000, 2.643283776402e-07
124.242424, 30.000000, 120.000000, 2.540712667574e-07
124.242424, 30.000000, 130.000000, 2.447050259446e-07
124.242424, 30.000000, 140.000000, 2.361215649959e-07
124.242424, 40.000000, 50.000000, 3.349876110228e-07
124.242424, 40.000000, 60.000000, 3.174569713059e-07
124.242424, 40.000000, 70.000000, 3.019363987597e-07
124.242424, 40.000000, 80.000000, 2.880755867764e-07
124.242424, 40.000000, 90.000000, 2.756085086563e-07
124.242424, 40.000000, 100.000000, 2.643283776402e-07
124.242424, 40.000000, 110.000000, 2.540712667574e-07
124.242424, 40.000000, 120.000000, 2.447050259446e-07
124.242424, 40.000000, 130.000000, 2.361215649959e-07
124.242424, 40.000000, 140.000000, 2.282313456425e-07
124.242424, 50.000000, 50.000000, 3.174569713059e-07
124.242424, 50.000000, 60.000000, 3.019363987597e-07
124.242424, 50.000000, 70.000000, 2.880755867764e-07
124.242424, 50.000000, 80.000000, 2.756085086563e-07
124.242424, 50.000000, 90.000000, 2.643283776402e-07
124.242424, 50.000000, 100.000000, 2.540712667574e-07
124.242424, 50.000000, 110.000000, 2.447050259446e-07
124.242424, 50.000000, 120.000000, 2.361215649959e-07
124.242424, 50.000000, 130.000000, 2.282313456425e-07
124.242424, 50.000000, 140.000000, 2.209593648031e-07
124.242424, 60.000000, 50.000000, 3.019363987597e-07
124.242424, 60.000000, 60.000000, 2.880755867764e-07
124.242424, 60.000000, 70.000000, 2.756085086563e-07
124.242424, 60.000000, 80.000000, 2.643283776402e-07
124.242424, 60.000000, 90.000000, 2.540712667574e-07
124.242424, 60.000000, 100.000000, 2.447050259446e-07
124.242424, 60.000000, 110.000000, 2.361215649959e-07
124.242424, 60.000000, 120.000000, 2.282313456425e-07
124.242424, 60.000000, 130.000000, 2.209593648031e-07
124.242424, 60.000000, 140.000000, 2.142421693402e-07
124.242424, 70.000000, 50.000000, 2.880755867764e-07
124.242424, 70.000000, 60.000000, 2.756085086563e-07
124.242424, 70.000000, 70.000000, 2.643283776402e-07
124.242424, 70.000000, 80.000000, 2.540712667574e-07
124.242424, 70.000000, 90.000000, 2.447050259446e-07
124.242424, 70.000000, 100.000000, 2.361215649959e-07
124.242424, 70.000000, 110.000000, 2.282313456425e-07
124.242424, 70.000000, 120.000000, 2.209593648031e-07
124.242424, 70.000000, 130.000000, 2.142421693402e-07
124.242424, 70.000000, 140.000000, 2.080255999210e-07
124.242424, 80.000000, 50.000000, 2.756085086563e-07
124.242424, 80.000000, 60.000000, 2.643283776402e-07
124.242424, 80.000000, 70.000000, 2.540712667574e-07
124.242424, 80.000000, 80.000000, 2.447050259446e-07
124.242424, 80.000000, 90.000000, 2.361215649959e-07
124.242424, 80.000000, 100.000000, 2.282313456425e-07
124.242424, 80.000000, 110.000000, 2.209593648031e-07
124.242424, 80.000000, 120.000000, 2.142421693402e-07
124.242424, 80.000000, 130.000000, 2.080255999210e-07
