Length (nm), Thickness (nm), Width (nm), Inductance (H)
92.424242, 50.000000, 60.000000, 2.561784376953e-07
92.424242, 50.000000, 70.000000, 2.435368180350e-07
92.424242, 50.000000, 80.000000, 2.322889322380e-07
92.424242, 50.000000, 90.000000, 2.222279935450e-07
92.424242, 50.000000, 100.000000, 2.131900749853e-07
92.424242, 50.000000, 110.000000, 2.050430264955e-07
92.424242, 50.000000, 120.000000, 1.976787578699e-07
92.424242, 50.000000, 130.000000, 1.910077308396e-07
92.424242, 50.000000, 140.000000, 1.849549423233e-07
92.424242, 60.000000, 50.000000, 2.561784376953e-07
92.424242, 60.000000, 60.000000, 2.435368180350e-07
92.424242, 60.000000, 70.000000, 2.322889322380e-07
92.424242, 60.000000, 80.000000, 2.222279935450e-07
92.424242, 60.000000, 90.000000, 2.131900749853e-07
92.424242, 60.000000, 100.000000, 2.050430264955e-07
92.424242, 60.000000, 110.000000, 1.976787578699e-07
92.424242, 60.000000, 120.000000, 1.910077308396e-07
92.424242, 60.000000, 130.000000, 1.849549423233e-07
92.424242, 60.000000, 140.000000, 1.794569391835e-07
92.424242, 70.000000, 50.000000, 2.435368180350e-07
92.424242, 70.000000, 60.000000, 2.322889322380e-07
92.424242, 70.000000, 70.000000, 2.222279935450e-07
92.424242, 70.000000, 80.000000, 2.131900749853e-07
92.424242, 70.000000, 90.000000, 2.050430264955e-07
92.424242, 70.000000, 100.000000, 1.976787578699e-07
92.424242, 70.000000, 110.000000, 1.910077308396e-07
92.424242, 70.000000, 120.000000, 1.849549423233e-07
92.424242, 70.000000, 130.000000, 1.794569391835e-07
92.424242, 70.000000, 140.000000, 1.744595620873e-07
92.424242, 80.000000, 50.000000, 2.322889322380e-07
92.424242, 80.000000, 60.000000, 2.222279935450e-07
92.424242, 80.000000, 70.000000, 2.131900749853e-07
92.424242, 80.000000, 80.000000, 2.050430264955e-07
92.424242, 80.000000, 90.000000, 1.976787578699e-07
92.424242, 80.000000, 100.000000, 1.910077308396e-07
92.424242, 80.000000, 110.000000, 1.849549423233e-07
92.424242, 80.000000, 120.000000, 1.794569391835e-07
92.424242, 80.000000, 130.000000, 1.744595620873e-07
92.424242, 80.000000, 140.000000, 1.699162146980e-07
92.424242, 90.000000, 50.000000, 2.222279935450e-07
92.424242, 90.000000, 60.000000, 2.131900749853e-07
92.424242, 90.000000, 70.000000, 2.050430264955e-07
92.424242, 90.000000, 80.000000, 1.976787578699e-07
92.424242, 90.000000, 90.000000, 1.910077308396e-07
92.424242, 90.000000, 100.000000, 1.849549423233e-07
92.424242, 90.000000, 110.000000, 1.794569391835e-07
92.424242, 90.000000, 120.000000, 1.744595620873e-07
92.424242, 90.000000, 130.000000, 1.699162146980e-07
92.424242, 90.000000, 140.000000, 1.657865179216e-07
92.424242, 100.000000, 50.000000, 2.131900749853e-07
92.424242, 100.000000, 60.000000, 2.050430264955e-07
92.424242, 100.000000, 70.000000, 1.976787578699e-07
92.424242, 100.000000, 80.000000, 1.910077308396e-07
92.424242, 100.000000, 90.000000, 1.849549423233e-07
92.424242, 100.000000, 100.000000, 1.794569391835e-07
92.424242, 100.000000, 110.000000, 1.744595620873e-07
92.424242, 100.000000, 120.000000, 1.699162146980e-07
92.424242, 100.000000, 130.000000, 1.657865179216e-07
92.424242, 100.000000, 140.000000, 1.620352507755e-07
93.939394, 10.000000, 50.000000, 3.563937152754e-07
93.939394, 10.000000, 60.000000, 3.302474502777e-07
93.939394, 10.000000, 70.000000, 3.082250427205e-07
93.939394, 10.000000, 80.000000, 2.893523065570e-07
93.939394, 10.000000, 90.000000, 2.729640743931e-07
93.939394, 10.000000, 100.000000, 2.585859094000e-07
93.939394, 10.000000, 110.000000, 2.458675049698e-07
93.939394, 10.000000, 120.000000, 2.345428344029e-07
93.939394, 10.000000, 130.000000, 2.244051109399e-07
93.939394, 10.000000, 140.000000, 2.152904076102e-07
93.939394, 20.000000, 50.000000, 3.302474502777e-07
93.939394, 20.000000, 60.000000, 3.082250427205e-07
93.939394, 20.000000, 70.000000, 2.893523065570e-07
93.939394, 20.000000, 80.000000, 2.729640743931e-07
93.939394, 20.000000, 90.000000, 2.585859094000e-07
93.939394, 20.000000, 100.000000, 2.458675049698e-07
93.939394, 20.000000, 110.000000, 2.345428344029e-07
93.939394, 20.000000, 120.000000, 2.244051109399e-07
93.939394, 20.000000, 130.000000, 2.152904076102e-07
93.939394, 20.000000, 140.000000, 2.070665743504e-07
93.939394, 30.000000, 50.000000, 3.082250427205e-07
93.939394, 30.000000, 60.000000, 2.893523065570e-07
93.939394, 30.000000, 70.000000, 2.729640743931e-07
93.939394, 30.000000, 80.000000, 2.585859094000e-07
93.939394, 30.000000, 90.000000, 2.458675049698e-07
93.939394, 30.000000, 100.000000, 2.345428344029e-07
93.939394, 30.000000, 110.000000, 2.244051109399e-07
93.939394, 30.000000, 120.000000, 2.152904076102e-07
93.939394, 30.000000, 130.000000, 2.070665743504e-07
93.939394, 30.000000, 140.000000, 1.996255209549e-07
93.939394, 40.000000, 50.000000, 2.893523065570e-07
93.939394, 40.000000, 60.000000, 2.729640743931e-07
93.939394, 40.000000, 70.000000, 2.585859094000e-07
93.939394, 40.000000, 80.000000, 2.458675049698e-07
93.939394, 40.000000, 90.000000, 2.345428344029e-07
93.939394, 40.000000, 100.000000, 2.244051109399e-07
93.939394, 40.000000, 110.000000, 2.152904076102e-07
93.939394, 40.000000, 120.000000, 2.070665743504e-07
93.939394, 40.000000, 130.000000, 1.996255209549e-07
93.939394, 40.000000, 140.000000, 1.928777091547e-07
93.939394, 50.000000, 50.000000, 2.729640743931e-07
93.939394, 50.000000, 60.000000, 2.585859094000e-07
93.939394, 50.000000, 70.000000, 2.458675049698e-07
93.939394, 50.000000, 80.000000, 2.345428344029e-07
93.939394, 50.000000, 90.000000, 2.244051109399e-07
93.939394, 50.000000, 100.000000, 2.152904076102e-07
93.939394, 50.000000, 110.000000, 2.070665743504e-07
93.939394, 50.000000, 120.000000, 1.996255209549e-07
93.939394, 50.000000, 130.000000, 1.928777091547e-07
93.939394, 50.000000, 140.000000, 1.867481358683e-07
93.939394, 60.000000, 50.000000, 2.585859094000e-07
93.939394, 60.000000, 60.000000, 2.458675049698e-07
93.939394, 60.000000, 70.000000, 2.345428344029e-07
93.939394, 60.000000, 80.000000, 2.244051109399e-07
93.939394, 60.000000, 90.000000, 2.152904076102e-07
93.939394, 60.000000, 100.000000, 2.070665743504e-07
93.939394, 60.000000, 110.000000, 1.996255209549e-07
93.939394, 60.000000, 120.000000, 1.928777091547e-07
93.939394, 60.000000, 130.000000, 1.867481358683e-07
93.939394, 60.000000, 140.000000, 1.811733479586e-07
93.939394, 70.000000, 50.000000, 2.458675049698e-07
93.939394, 70.000000, 60.000000, 2.345428344029e-07
93.939394, 70.000000, 70.000000, 2.244051109399e-07
93.939394, 70.000000, 80.000000, 2.152904076102e-07
93.939394, 70.000000, 90.000000, 2.070665743504e-07
93.939394, 70.000000, 100.000000, 1.996255209549e-07
93.939394, 70.000000, 110.000000, 1.928777091547e-07
93.939394, 70.000000, 120.000000, 1.867481358683e-07
93.939394, 70.000000, 130.000000, 1.811733479586e-07
93.939394, 70.000000, 140.000000, 1.760991860924e-07
93.939394, 80.000000, 50.000000, 2.345428344029e-07
93.939394, 80.000000, 60.000000, 2.244051109399e-07
93.939394, 80.000000, 70.000000, 2.152904076102e-07
93.939394, 80.000000, 80.000000, 2.070665743504e-07
93.939394, 80.000000, 90.000000, 1.996255209549e-07
93.939394, 80.000000, 100.000000, 1.928777091547e-07
93.939394, 80.000000, 110.000000, 1.867481358683e-07
93.939394, 80.000000, 120.000000, 1.811733479586e-07
93.939394, 80.000000, 130.000000, 1.760991860924e-07
93.939394, 80.000000, 140.000000, 1.714790539332e-07
93.939394, 90.000000, 50.000000, 2.244051109399e-07
93.939394, 90.000000, 60.000000, 2.152904076102e-07
93.939394, 90.000000, 70.000000, 2.070665743504e-07
93.939394, 90.000000, 80.000000, 1.996255209549e-07
93.939394, 90.000000, 90.000000, 1.928777091547e-07
93.939394, 90.000000, 100.000000, 1.867481358683e-07
93.939394, 90.000000, 110.000000, 1.811733479586e-07
93.939394, 90.000000, 120.000000, 1.760991860924e-07
93.939394, 90.000000, 130.000000, 1.714790539332e-07
93.939394, 90.000000, 140.000000, 1.672725723868e-07
93.939394, 100.000000, 50.000000, 2.152904076102e-07
93.939394, 100.000000, 60.000000, 2.070665743504e-07
93.939394, 100.000000, 70.000000, 1.996255209549e-07
93.939394, 100.000000, 80.000000, 1.928777091547e-07
93.939394, 100.000000, 90.000000, 1.867481358683e-07
93.939394, 100.000000, 100.000000, 1.811733479586e-07
93.939394, 100.000000, 110.000000, 1.760991860924e-07
93.939394, 100.000000, 120.000000, 1.714790539332e-07
93.939394, 100.000000, 130.000000, 1.672725723868e-07
93.939394, 100.000000, 140.000000, 1.634445204707e-07
95.454545, 10.000000, 50.000000, 3.591477005954e-07
95.454545, 10.000000, 60.000000, 3.329270884394e-07
95.454545, 10.000000, 70.000000, 3.108303337240e-07
95.454545, 10.000000, 80.000000, 2.918832504023e-07
95.454545, 10.000000, 90.000000, 2.754206710802e-07
95.454545, 10.000000, 100.000000, 2.609681589289e-07
95.454545, 10.000000, 110.000000, 2.481754073405e-07
95.454545, 10.000000, 120.000000, 2.367763896153e-07
95.454545, 10.000000, 130.000000, 2.265643189941e-07
95.454545, 10.000000, 140.000000, 2.173752685062e-07
95.454545, 20.000000, 50.000000, 3.329270884394e-07
95.454545, 20.000000, 60.000000, 3.108303337240e-07
95.454545, 20.000000, 70.000000, 2.918832504023e-07
95.454545, 20.000000, 80.000000, 2.754206710802e-07
95.454545, 20.000000, 90.000000, 2.609681589289e-07
95.454545, 20.000000, 100.000000, 2.481754073405e-07
95.454545, 20.000000, 110.000000, 2.367763896153e-07
95.454545, 20.000000, 120.000000, 2.265643189941e-07
95.454545, 20.000000, 130.000000, 2.173752685062e-07
95.454545, 20.000000, 140.000000, 2.090770880882e-07
95.454545, 30.000000, 50.000000, 3.108303337240e-07
95.454545, 30.000000, 60.000000, 2.918832504023e-07
95.454545, 30.000000, 70.000000, 2.754206710802e-07
95.454545, 30.000000, 80.000000, 2.609681589289e-07
95.454545, 30.000000, 90.000000, 2.481754073405e-07
95.454545, 30.000000, 100.000000, 2.367763896153e-07
95.454545, 30.000000, 110.000000, 2.265643189941e-07
95.454545, 30.000000, 120.000000, 2.173752685062e-07
95.454545, 30.000000, 130.000000, 2.090770880882e-07
95.454545, 30.000000, 140.000000, 2.015616875345e-07
95.454545, 40.000000, 50.000000, 2.918832504023e-07
95.454545, 40.000000, 60.000000, 2.754206710802e-07
95.454545, 40.000000, 70.000000, 2.609681589289e-07
95.454545, 40.000000, 80.000000, 2.481754073405e-07
95.454545, 40.000000, 90.000000, 2.367763896153e-07
95.454545, 40.000000, 100.000000, 2.265643189941e-07
95.454545, 40.000000, 110.000000, 2.173752685062e-07
95.454545, 40.000000, 120.000000, 2.090770880882e-07
95.454545, 40.000000, 130.000000, 2.015616875345e-07
95.454545, 40.000000, 140.000000, 1.947395285760e-07
95.454545, 50.000000, 50.000000, 2.754206710802e-07
95.454545, 50.000000, 60.000000, 2.609681589289e-07
95.454545, 50.000000, 70.000000, 2.481754073405e-07
95.454545, 50.000000, 80.000000, 2.367763896153e-07
95.454545, 50.000000, 90.000000, 2.265643189941e-07
95.454545, 50.000000, 100.000000, 2.173752685062e-07
95.454545, 50.000000, 110.000000, 2.090770880882e-07
95.454545, 50.000000, 120.000000, 2.015616875345e-07
95.454545, 50.000000, 130.000000, 1.947395285760e-07
95.454545, 50.000000, 140.000000, 1.885356081315e-07
95.454545, 60.000000, 50.000000, 2.609681589289e-07
95.454545, 60.000000, 60.000000, 2.481754073405e-07
95.454545, 60.000000, 70.000000, 2.367763896153e-07
95.454545, 60.000000, 80.000000, 2.265643189941e-07
95.454545, 60.000000, 90.000000, 2.173752685062e-07
95.454545, 60.000000, 100.000000, 2.090770880882e-07
95.454545, 60.000000, 110.000000, 2.015616875345e-07
95.454545, 60.000000, 120.000000, 1.947395285760e-07
95.454545, 60.000000, 130.000000, 1.885356081315e-07
95.454545, 60.000000, 140.000000, 1.828864730635e-07
95.454545, 70.000000, 50.000000, 2.481754073405e-07
95.454545, 70.000000, 60.000000, 2.367763896153e-07
95.454545, 70.000000, 70.000000, 2.265643189941e-07
95.454545, 70.000000, 80.000000, 2.173752685062e-07
95.454545, 70.000000, 90.000000, 2.090770880882e-07
95.454545, 70.000000, 100.000000, 2.015616875345e-07
95.454545, 70.000000, 110.000000, 1.947395285760e-07
95.454545, 70.000000, 120.000000, 1.885356081315e-07
95.454545, 70.000000, 130.000000, 1.828864730635e-07
95.454545, 70.000000, 140.000000, 1.777379640391e-07
95.454545, 80.000000, 50.000000, 2.367763896153e-07
95.454545, 80.000000, 60.000000, 2.265643189941e-07
95.454545, 80.000000, 70.000000, 2.173752685062e-07
95.454545, 80.000000, 80.000000, 2.090770880882e-07
95.454545, 80.000000, 90.000000, 2.015616875345e-07
95.454545, 80.000000, 100.000000, 1.947395285760e-07
95.454545, 80.000000, 110.000000, 1.885356081315e-07
95.454545, 80.000000, 120.000000, 1.828864730635e-07
95.454545, 80.000000, 130.000000, 1.777379640391e-07
95.454545, 80.000000, 140.000000, 1.730434847217e-07
95.454545, 90.000000, 50.000000, 2.265643189941e-07
95.454545, 90.000000, 60.000000, 2.173752685062e-07
95.454545, 90.000000, 70.000000, 2.090770880882e-07
95.454545, 90.000000, 80.000000, 2.015616875345e-07
95.454545, 90.000000, 90.000000, 1.947395285760e-07
95.454545, 90.000000, 100.000000, 1.885356081315e-07
95.454545, 90.000000, 110.000000, 1.828864730635e-07
95.454545, 90.000000, 120.000000, 1.777379640391e-07
95.454545, 90.000000, 130.000000, 1.730434847217e-07
95.454545, 90.000000, 140.000000, 1.687626560170e-07
95.454545, 100.000000, 50.000000, 2.173752685062e-07
95.454545, 100.000000, 60.000000, 2.090770880882e-07
95.454545, 100.000000, 70.000000, 2.015616875345e-07
95.454545, 100.000000, 80.000000, 1.947395285760e-07
95.454545, 100.000000, 90.000000, 1.885356081315e-07
95.454545, 100.000000, 100.000000, 1.828864730635e-07
95.454545, 100.000000, 110.000000, 1.777379640391e-07
95.454545, 100.000000, 120.000000, 1.730434847217e-07
95.454545, 100.000000, 130.000000, 1.687626560170e-07
95.454545, 100.000000, 140.000000, 1.648602569428e-07
96.969697, 10.000000, 50.000000, 3.618652291318e-07
96.969697, 10.000000, 60.000000, 3.355725931664e-07
96.969697, 10.000000, 70.000000, 3.134038146415e-07
96.969697, 10.000000, 80.000000, 2.943847075102e-07
96.969697, 10.000000, 90.000000, 2.778501043786e-07
96.969697, 10.000000, 100.000000, 2.633255684178e-07
96.969697, 10.000000, 110.000000, 2.504607930198e-07
96.969697, 10.000000, 120.000000, 2.389897514851e-07
96.969697, 10.000000, 130.000000, 2.287056570544e-07
96.969697, 10.000000, 140.000000, 2.194445827570e-07
96.969697, 20.000000, 50.000000, 3.355725931664e-07
96.969697, 20.000000, 60.000000, 3.134038146415e-07
96.969697, 20.000000, 70.000000, 2.943847075102e-07
96.969697, 20.000000, 80.000000, 2.778501043786e-07
96.969697, 20.000000, 90.000000, 2.633255684178e-07
96.969697, 20.000000, 100.000000, 2.504607930198e-07
96.969697, 20.000000, 110.000000, 2.389897514851e-07
96.969697, 20.000000, 120.000000, 2.287056570544e-07
96.969697, 20.000000, 130.000000, 2.194445827570e-07
96.969697, 20.000000, 140.000000, 2.110743785295e-07
96.969697, 30.000000, 50.000000, 3.134038146415e-07
96.969697, 30.000000, 60.000000, 2.943847075102e-07
96.969697, 30.000000, 70.000000, 2.778501043786e-07
96.969697, 30.000000, 80.000000, 2.633255684178e-07
96.969697, 30.000000, 90.000000, 2.504607930198e-07
96.969697, 30.000000, 100.000000, 2.389897514851e-07
96.969697, 30.000000, 110.000000, 2.287056570544e-07
96.969697, 30.000000, 120.000000, 2.194445827570e-07
96.969697, 30.000000, 130.000000, 2.110743785295e-07
96.969697, 30.000000, 140.000000, 2.034869541662e-07
96.969697, 40.000000, 50.000000, 2.943847075102e-07
96.969697, 40.000000, 60.000000, 2.778501043786e-07
96.969697, 40.000000, 70.000000, 2.633255684178e-07
96.969697, 40.000000, 80.000000, 2.504607930198e-07
96.969697, 40.000000, 90.000000, 2.389897514851e-07
96.969697, 40.000000, 100.000000, 2.287056570544e-07
96.969697, 40.000000, 110.000000, 2.194445827570e-07
96.969697, 40.000000, 120.000000, 2.110743785295e-07
96.969697, 40.000000, 130.000000, 2.034869541662e-07
96.969697, 40.000000, 140.000000, 1.965927713982e-07
96.969697, 50.000000, 50.000000, 2.778501043786e-07
96.969697, 50.000000, 60.000000, 2.633255684178e-07
96.969697, 50.000000, 70.000000, 2.504607930198e-07
96.969697, 50.000000, 80.000000, 2.389897514851e-07
96.969697, 50.000000, 90.000000, 2.287056570544e-07
96.969697, 50.000000, 100.000000, 2.194445827570e-07
96.969697, 50.000000, 110.000000, 2.110743785295e-07
96.969697, 50.000000, 120.000000, 2.034869541662e-07
96.969697, 50.000000, 130.000000, 1.965927713982e-07
96.969697, 50.000000, 140.000000, 1.903168271442e-07
96.969697, 60.000000, 50.000000, 2.633255684178e-07
96.969697, 60.000000, 60.000000, 2.504607930198e-07
96.969697, 60.000000, 70.000000, 2.389897514851e-07
96.969697, 60.000000, 80.000000, 2.287056570544e-07
96.969697, 60.000000, 90.000000, 2.194445827570e-07
96.969697, 60.000000, 100.000000, 2.110743785295e-07
96.969697, 60.000000, 110.000000, 2.034869541662e-07
96.969697, 60.000000, 120.000000, 1.965927713982e-07
96.969697, 60.000000, 130.000000, 1.903168271442e-07
96.969697, 60.000000, 140.000000, 1.845956682666e-07
96.969697, 70.000000, 50.000000, 2.504607930198e-07
96.969697, 70.000000, 60.000000, 2.389897514851e-07
96.969697, 70.000000, 70.000000, 2.287056570544e-07
96.969697, 70.000000, 80.000000, 2.194445827570e-07
96.969697, 70.000000, 90.000000, 2.110743785295e-07
96.969697, 70.000000, 100.000000, 2.034869541662e-07
96.969697, 70.000000, 110.000000, 1.965927713982e-07
96.969697, 70.000000, 120.000000, 1.903168271442e-07
96.969697, 70.000000, 130.000000, 1.845956682666e-07
96.969697, 70.000000, 140.000000, 1.793751354328e-07
96.969697, 80.000000, 50.000000, 2.389897514851e-07
96.969697, 80.000000, 60.000000, 2.287056570544e-07
96.969697, 80.000000, 70.000000, 2.194445827570e-07
96.969697, 80.000000, 80.000000, 2.110743785295e-07
96.969697, 80.000000, 90.000000, 2.034869541662e-07
96.969697, 80.000000, 100.000000, 1.965927713982e-07
96.969697, 80.000000, 110.000000, 1.903168271442e-07
96.969697, 80.000000, 120.000000, 1.845956682666e-07
96.969697, 80.000000, 130.000000, 1.793751354328e-07
96.969697, 80.000000, 140.000000, 1.746086323058e-07
96.969697, 90.000000, 50.000000, 2.287056570544e-07
96.969697, 90.000000, 60.000000, 2.194445827570e-07
96.969697, 90.000000, 70.000000, 2.110743785295e-07
96.969697, 90.000000, 80.000000, 2.034869541662e-07
96.969697, 90.000000, 90.000000, 1.965927713982e-07
96.969697, 90.000000, 100.000000, 1.903168271442e-07
96.969697, 90.000000, 110.000000, 1.845956682666e-07
96.969697, 90.000000, 120.000000, 1.793751354328e-07
96.969697, 90.000000, 130.000000, 1.746086323058e-07
96.969697, 90.000000, 140.000000, 1.702557797916e-07
96.969697, 100.000000, 50.000000, 2.194445827570e-07
96.969697, 100.000000, 60.000000, 2.110743785295e-07
96.969697, 100.000000, 70.000000, 2.034869541662e-07
96.969697, 100.000000, 80.000000, 1.965927713982e-07
96.969697, 100.000000, 90.000000, 1.903168271442e-07
96.969697, 100.000000, 100.000000, 1.845956682666e-07
96.969697, 100.000000, 110.000000, 1.793751354328e-07
96.969697, 100.000000, 120.000000, 1.746086323058e-07
96.969697, 100.000000, 130.000000, 1.702557797916e-07
96.969697, 100.000000, 140.000000, 1.662813569079e-07
98.484848, 10.000000, 50.000000, 3.645472202852e-07
98.484848, 10.000000, 60.000000, 3.381847766274e-07
98.484848, 10.000000, 70.000000, 3.159461904102e-07
98.484848, 10.000000, 80.000000, 2.968572755866e-07
98.484848, 10.000000, 90.000000, 2.802528647628e-07
98.484848, 10.000000, 100.000000, 2.656585211096e-07
98.484848, 10.000000, 110.000000, 2.527239380193e-07
98.484848, 10.000000, 120.000000, 2.411830887923e-07
98.484848, 10.000000, 130.000000, 2.308291866693e-07
98.484848, 10.000000, 140.000000, 2.214983046796e-07
98.484848, 20.000000, 50.000000, 3.381847766274e-07
98.484848, 20.000000, 60.000000, 3.159461904102e-07
98.484848, 20.000000, 70.000000, 2.968572755866e-07
98.484848, 20.000000, 80.000000, 2.802528647628e-07
98.484848, 20.000000, 90.000000, 2.656585211096e-07
98.484848, 20.000000, 100.000000, 2.527239380193e-07
98.484848, 20.000000, 110.000000, 2.411830887923e-07
98.484848, 20.000000, 120.000000, 2.308291866693e-07
98.484848, 20.000000, 130.000000, 2.214983046796e-07
98.484848, 20.000000, 140.000000, 2.130582927598e-07
98.484848, 30.000000, 50.000000, 3.159461904102e-07
98.484848, 30.000000, 60.000000, 2.968572755866e-07
98.484848, 30.000000, 70.000000, 2.802528647628e-07
98.484848, 30.000000, 80.000000, 2.656585211096e-07
98.484848, 30.000000, 90.000000, 2.527239380193e-07
98.484848, 30.000000, 100.000000, 2.411830887923e-07
98.484848, 30.000000, 110.000000, 2.308291866693e-07
98.484848, 30.000000, 120.000000, 2.214983046796e-07
98.484848, 30.000000, 130.000000, 2.130582927598e-07
98.484848, 30.000000, 140.000000, 2.054010607042e-07
98.484848, 40.000000, 50.000000, 2.968572755866e-07
98.484848, 40.000000, 60.000000, 2.802528647628e-07
98.484848, 40.000000, 70.000000, 2.656585211096e-07
98.484848, 40.000000, 80.000000, 2.527239380193e-07
98.484848, 40.000000, 90.000000, 2.411830887923e-07
98.484848, 40.000000, 100.000000, 2.308291866693e-07
98.484848, 40.000000, 110.000000, 2.214983046796e-07
98.484848, 40.000000, 120.000000, 2.130582927598e-07
98.484848, 40.000000, 130.000000, 2.054010607042e-07
98.484848, 40.000000, 140.000000, 1.984370702439e-07
98.484848, 50.000000, 50.000000, 2.802528647628e-07
98.484848, 50.000000, 60.000000, 2.656585211096e-07
98.484848, 50.000000, 70.000000, 2.527239380193e-07
98.484848, 50.000000, 80.000000, 2.411830887923e-07
98.484848, 50.000000, 90.000000, 2.308291866693e-07
98.484848, 50.000000, 100.000000, 2.214983046796e-07
98.484848, 50.000000, 110.000000, 2.130582927598e-07
98.484848, 50.000000, 120.000000, 2.054010607042e-07
98.484848, 50.000000, 130.000000, 1.984370702439e-07
98.484848, 50.000000, 140.000000, 1.920913182975e-07
98.484848, 60.000000, 50.000000, 2.656585211096e-07
98.484848, 60.000000, 60.000000, 2.527239380193e-07
98.484848, 60.000000, 70.000000, 2.411830887923e-07
98.484848, 60.000000, 80.000000, 2.308291866693e-07
98.484848, 60.000000, 90.000000, 2.214983046796e-07
98.484848, 60.000000, 100.000000, 2.130582927598e-07
98.484848, 60.000000, 110.000000, 2.054010607042e-07
98.484848, 60.000000, 120.000000, 1.984370702439e-07
98.484848, 60.000000, 130.000000, 1.920913182975e-07
98.484848, 60.000000, 140.000000, 1.863003517277e-07
98.484848, 70.000000, 50.000000, 2.527239380193e-07
98.484848, 70.000000, 60.000000, 2.411830887923e-07
98.484848, 70.000000, 70.000000, 2.308291866693e-07
98.484848, 70.000000, 80.000000, 2.214983046796e-07
98.484848, 70.000000, 90.000000, 2.130582927598e-07
98.484848, 70.000000, 100.000000, 2.054010607042e-07
98.484848, 70.000000, 110.000000, 1.984370702439e-07
98.484848, 70.000000, 120.000000, 1.920913182975e-07
98.484848, 70.000000, 130.000000, 1.863003517277e-07
98.484848, 70.000000, 140.000000, 1.810100112015e-07
98.484848, 80.000000, 50.000000, 2.411830887923e-07
98.484848, 80.000000, 60.000000, 2.308291866693e-07
98.484848, 80.000000, 70.000000, 2.214983046796e-07
98.484848, 80.000000, 80.000000, 2.130582927598e-07
98.484848, 80.000000, 90.000000, 2.054010607042e-07
98.484848, 80.000000, 100.000000, 1.984370702439e-07
98.484848, 80.000000, 110.000000, 1.920913182975e-07
98.484848, 80.000000, 120.000000, 1.863003517277e-07
98.484848, 80.000000, 130.000000, 1.810100112015e-07
98.484848, 80.000000, 140.000000, 1.761737003822e-07
98.484848, 90.000000, 50.000000, 2.308291866693e-07
98.484848, 90.000000, 60.000000, 2.214983046796e-07
98.484848, 90.000000, 70.000000, 2.130582927598e-07
98.484848, 90.000000, 80.000000, 2.054010607042e-07
98.484848, 90.000000, 90.000000, 1.984370702439e-07
98.484848, 90.000000, 100.000000, 1.920913182975e-07
98.484848, 90.000000, 110.000000, 1.863003517277e-07
98.484848, 90.000000, 120.000000, 1.810100112015e-07
98.484848, 90.000000, 130.000000, 1.761737003822e-07
98.484848, 90.000000, 140.000000, 1.717510401757e-07
98.484848, 100.000000, 50.000000, 2.214983046796e-07
98.484848, 100.000000, 60.000000, 2.130582927598e-07
98.484848, 100.000000, 70.000000, 2.054010607042e-07
98.484848, 100.000000, 80.000000, 1.984370702439e-07
98.484848, 100.000000, 90.000000, 1.920913182975e-07
98.484848, 100.000000, 100.000000, 1.863003517277e-07
98.484848, 100.000000, 110.000000, 1.810100112015e-07
98.484848, 100.000000, 120.000000, 1.761737003822e-07
98.484848, 100.000000, 130.000000, 1.717510401757e-07
98.484848, 100.000000, 140.000000, 1.677068095997e-07
100.000000, 10.000000, 50.000000, 3.671945608652e-07
100.000000, 10.000000, 60.000000, 3.407644248997e-07
100.000000, 10.000000, 70.000000, 3.184581463748e-07
100.000000, 10.000000, 80.000000, 2.993015392436e-07
100.000000, 10.000000, 90.000000, 2.826294361120e-07
100.000000, 10.000000, 100.000000, 2.679674001511e-07
100.000000, 10.000000, 110.000000, 2.549651247532e-07
100.000000, 10.000000, 120.000000, 2.433565832185e-07
100.000000, 10.000000, 130.000000, 2.329349887877e-07
100.000000, 10.000000, 140.000000, 2.235364144904e-07
100.000000, 20.000000, 50.000000, 3.407644248997e-07
100.000000, 20.000000, 60.000000, 3.184581463748e-07
100.000000, 20.000000, 70.000000, 2.993015392436e-07
100.000000, 20.000000, 80.000000, 2.826294361120e-07
100.000000, 20.000000, 90.000000, 2.679674001511e-07
100.000000, 20.000000, 100.000000, 2.549651247532e-07
100.000000, 20.000000, 110.000000, 2.433565832185e-07
100.000000, 20.000000, 120.000000, 2.329349887877e-07
100.000000, 20.000000, 130.000000, 2.235364144904e-07
100.000000, 20.000000, 140.000000, 2.150287102628e-07
100.000000, 30.000000, 50.000000, 3.184581463748e-07
100.000000, 30.000000, 60.000000, 2.993015392436e-07
100.000000, 30.000000, 70.000000, 2.826294361120e-07
100.000000, 30.000000, 80.000000, 2.679674001511e-07
100.000000, 30.000000, 90.000000, 2.549651247532e-07
100.000000, 30.000000, 100.000000, 2.433565832185e-07
100.000000, 30.000000, 110.000000, 2.329349887877e-07
100.000000, 30.000000, 120.000000, 2.235364144904e-07
100.000000, 30.000000, 130.000000, 2.150287102628e-07
100.000000, 30.000000, 140.000000, 2.073037858996e-07
100.000000, 40.000000, 50.000000, 2.993015392436e-07
100.000000, 40.000000, 60.000000, 2.826294361120e-07
100.000000, 40.000000, 70.000000, 2.679674001511e-07
100.000000, 40.000000, 80.000000, 2.549651247532e-07
100.000000, 40.000000, 90.000000, 2.433565832185e-07
100.000000, 40.000000, 100.000000, 2.329349887877e-07
100.000000, 40.000000, 110.000000, 2.235364144904e-07
100.000000, 40.000000, 120.000000, 2.150287102628e-07
100.000000, 40.000000, 130.000000, 2.073037858996e-07
100.000000, 40.000000, 140.000000, 2.002721031316e-07
