Wgr,Rgrr,Rgrt,Rgrb,Rgrl,Rgr
7.223599999999777831e-07,8.087004640763959289e+07,3.558282041936141904e+06,3.558282041936141904e+06,8.087004640763959289e+07,1.704158066061370773e+06
7.225399999999777754e-07,8.086874862736760080e+07,3.558224939604173880e+06,3.558224939604173880e+06,8.086874862736760080e+07,1.704130718201232608e+06
7.227199999999777677e-07,8.086745181666584313e+07,3.558167879933296237e+06,3.558167879933296237e+06,8.086745181666584313e+07,1.704103390772651648e+06
7.228999999999777601e-07,8.086615597456867993e+07,3.558110862881021574e+06,3.558110862881021574e+06,8.086615597456867993e+07,1.704076083755278261e+06
7.230799999999777524e-07,8.086486110011178255e+07,3.558053888404918369e+06,3.558053888404918369e+06,8.086486110011178255e+07,1.704048797128792619e+06
7.232599999999777448e-07,8.086356719233195484e+07,3.557996956462605391e+06,3.557996956462605391e+06,8.086356719233195484e+07,1.704021530872895150e+06
7.234399999999777371e-07,8.086227425026720762e+07,3.557940067011756822e+06,3.557940067011756822e+06,8.086227425026720762e+07,1.703994284967316547e+06
7.236199999999777295e-07,8.086098227295677364e+07,3.557883220010097139e+06,3.557883220010097139e+06,8.086098227295677364e+07,1.703967059391809162e+06
7.237999999999777218e-07,8.085969125944101810e+07,3.557826415415404364e+06,3.557826415415404364e+06,8.085969125944101810e+07,1.703939854126151418e+06
7.239799999999777142e-07,8.085840120876158774e+07,3.557769653185509145e+06,3.557769653185509145e+06,8.085840120876158774e+07,1.703912669150147820e+06
7.241599999999777065e-07,8.085711211996123195e+07,3.557712933278293815e+06,3.557712933278293815e+06,8.085711211996123195e+07,1.703885504443627317e+06
7.243399999999776989e-07,8.085582399208395183e+07,3.557656255651693791e+06,3.557656255651693791e+06,8.085582399208395183e+07,1.703858359986443305e+06
7.245199999999776912e-07,8.085453682417492568e+07,3.557599620263695717e+06,3.557599620263695717e+06,8.085453682417492568e+07,1.703831235758475261e+06
7.246999999999776836e-07,8.085325061528046429e+07,3.557543027072339784e+06,3.557543027072339784e+06,8.085325061528046429e+07,1.703804131739626406e+06
7.248799999999776759e-07,8.085196536444815993e+07,3.557486476035718340e+06,3.557486476035718340e+06,8.085196536444815993e+07,1.703777047909826972e+06
7.250599999999776683e-07,8.085068107072669268e+07,3.557429967111973558e+06,3.557429967111973558e+06,8.085068107072669268e+07,1.703749984249029774e+06
7.252399999999776606e-07,8.084939773316596448e+07,3.557373500259301625e+06,3.557373500259301625e+06,8.084939773316596448e+07,1.703722940737213474e+06
7.254199999999776530e-07,8.084811535081706941e+07,3.557317075435950421e+06,3.557317075435950421e+06,8.084811535081706941e+07,1.703695917354382109e+06
7.255999999999776453e-07,8.084683392273224890e+07,3.557260692600218579e+06,3.557260692600218579e+06,8.084683392273224890e+07,1.703668914080564398e+06
7.257799999999776377e-07,8.084555344796493649e+07,3.557204351710456423e+06,3.557204351710456423e+06,8.084555344796493649e+07,1.703641930895812577e+06
7.259599999999776300e-07,8.084427392556974292e+07,3.557148052725067828e+06,3.557148052725067828e+06,8.084427392556974292e+07,1.703614967780204955e+06
7.261399999999776223e-07,8.084299535460244119e+07,3.557091795602506958e+06,3.557091795602506958e+06,8.084299535460244119e+07,1.703588024713844527e+06
7.263199999999776147e-07,8.084171773411996663e+07,3.557035580301278271e+06,3.557035580301278271e+06,8.084171773411996663e+07,1.703561101676857565e+06
7.264999999999776070e-07,8.084044106318043172e+07,3.556979406779938377e+06,3.556979406779938377e+06,8.084044106318043172e+07,1.703534198649395490e+06
7.266799999999775994e-07,8.083916534084312618e+07,3.556923274997096974e+06,3.556923274997096974e+06,8.083916534084312618e+07,1.703507315611636499e+06
7.268599999999775917e-07,8.083789056616850197e+07,3.556867184911413584e+06,3.556867184911413584e+06,8.083789056616850197e+07,1.703480452543780673e+06
7.270399999999775841e-07,8.083661673821815848e+07,3.556811136481598485e+06,3.556811136481598485e+06,8.083661673821815848e+07,1.703453609426053008e+06
7.272199999999775764e-07,8.083534385605484247e+07,3.556755129666412715e+06,3.556755129666412715e+06,8.083534385605484247e+07,1.703426786238703178e+06
7.273999999999775688e-07,8.083407191874250770e+07,3.556699164424669929e+06,3.556699164424669929e+06,8.083407191874250770e+07,1.703399982962006936e+06
7.275799999999775611e-07,8.083280092534622550e+07,3.556643240715233609e+06,3.556643240715233609e+06,8.083280092534622550e+07,1.703373199576260988e+06
7.277599999999775535e-07,8.083153087493225932e+07,3.556587358497018926e+06,3.556587358497018926e+06,8.083153087493225932e+07,1.703346436061790446e+06
7.279399999999775458e-07,8.083026176656797528e+07,3.556531517728989944e+06,3.556531517728989944e+06,8.083026176656797528e+07,1.703319692398941610e+06
7.281199999999775382e-07,8.082899359932193160e+07,3.556475718370164745e+06,3.556475718370164745e+06,8.082899359932193160e+07,1.703292968568086624e+06
7.282999999999775305e-07,8.082772637226384878e+07,3.556419960379608907e+06,3.556419960379608907e+06,8.082772637226384878e+07,1.703266264549620915e+06
7.284799999999775229e-07,8.082646008446455002e+07,3.556364243716439698e+06,3.556364243716439698e+06,8.082646008446455002e+07,1.703239580323965522e+06
7.286599999999775152e-07,8.082519473499605060e+07,3.556308568339825608e+06,3.556308568339825608e+06,8.082519473499605060e+07,1.703212915871564066e+06
7.288399999999775076e-07,8.082393032293148339e+07,3.556252934208984487e+06,3.556252934208984487e+06,8.082393032293148339e+07,1.703186271172885317e+06
7.290199999999774999e-07,8.082266684734514356e+07,3.556197341283185408e+06,3.556197341283185408e+06,8.082266684734514356e+07,1.703159646208422258e+06
7.291999999999774923e-07,8.082140430731242895e+07,3.556141789521746337e+06,3.556141789521746337e+06,8.082140430731242895e+07,1.703133040958690690e+06
7.293799999999774846e-07,8.082014270190994442e+07,3.556086278884037398e+06,3.556086278884037398e+06,8.082014270190994442e+07,1.703106455404232722e+06
7.295599999999774769e-07,8.081888203021538258e+07,3.556030809329476207e+06,3.556030809329476207e+06,8.081888203021538258e+07,1.703079889525611186e+06
7.297399999999774693e-07,8.081762229130759835e+07,3.555975380817533471e+06,3.555975380817533471e+06,8.081762229130759835e+07,1.703053343303416856e+06
7.299199999999774616e-07,8.081636348426656425e+07,3.555919993307728320e+06,3.555919993307728320e+06,8.081636348426656425e+07,1.703026816718260525e+06
7.300999999999774540e-07,8.081510560817340016e+07,3.555864646759629250e+06,3.555864646759629250e+06,8.081510560817340016e+07,1.703000309750780230e+06
7.302799999999774463e-07,8.081384866211035848e+07,3.555809341132855043e+06,3.555809341132855043e+06,8.081384866211035848e+07,1.702973822381635895e+06
7.304599999999774387e-07,8.081259264516080916e+07,3.555754076387074776e+06,3.555754076387074776e+06,8.081259264516080916e+07,1.702947354591510724e+06
7.306399999999774310e-07,8.081133755640925467e+07,3.555698852482006885e+06,3.555698852482006885e+06,8.081133755640925467e+07,1.702920906361114467e+06
7.308199999999774234e-07,8.081008339494134486e+07,3.555643669377418701e+06,3.555643669377418701e+06,8.081008339494134486e+07,1.702894477671177359e+06
7.309999999999774157e-07,8.080883015984384716e+07,3.555588527033128776e+06,3.555588527033128776e+06,8.080883015984384716e+07,1.702868068502456415e+06
7.311799999999774081e-07,8.080757785020461679e+07,3.555533425409002695e+06,3.555533425409002695e+06,8.080757785020461679e+07,1.702841678835729370e+06
7.313599999999774004e-07,8.080632646511270106e+07,3.555478364464958198e+06,3.555478364464958198e+06,8.080632646511270106e+07,1.702815308651799802e+06
7.315399999999773928e-07,8.080507600365817547e+07,3.555423344160959125e+06,3.555423344160959125e+06,8.080507600365817547e+07,1.702788957931493642e+06
7.317199999999773851e-07,8.080382646493233740e+07,3.555368364457021933e+06,3.555368364457021933e+06,8.080382646493233740e+07,1.702762626655661967e+06
7.318999999999773775e-07,8.080257784802751243e+07,3.555313425313210115e+06,3.555313425313210115e+06,8.080257784802751243e+07,1.702736314805177506e+06
7.320799999999773698e-07,8.080133015203721821e+07,3.555258526689636987e+06,3.555258526689636987e+06,8.080133015203721821e+07,1.702710022360937437e+06
7.322599999999773622e-07,8.080008337605600059e+07,3.555203668546463829e+06,3.555203668546463829e+06,8.080008337605600059e+07,1.702683749303862220e+06
7.324399999999773545e-07,8.079883751917959750e+07,3.555148850843901746e+06,3.555148850843901746e+06,8.079883751917959750e+07,1.702657495614895597e+06
7.326199999999773469e-07,8.079759258050483465e+07,3.555094073542212136e+06,3.555094073542212136e+06,8.079759258050483465e+07,1.702631261275005527e+06
7.327999999999773392e-07,8.079634855912961066e+07,3.555039336601702496e+06,3.555039336601702496e+06,8.079634855912961066e+07,1.702605046265183249e+06
7.329799999999773315e-07,8.079510545415298641e+07,3.554984639982730616e+06,3.554984639982730616e+06,8.079510545415298641e+07,1.702578850566441892e+06
7.331599999999773239e-07,8.079386326467508078e+07,3.554929983645703178e+06,3.554929983645703178e+06,8.079386326467508078e+07,1.702552674159819726e+06
7.333399999999773162e-07,8.079262198979714513e+07,3.554875367551073898e+06,3.554875367551073898e+06,8.079262198979714513e+07,1.702526517026376678e+06
7.335199999999773086e-07,8.079138162862151861e+07,3.554820791659346316e+06,3.554820791659346316e+06,8.079138162862151861e+07,1.702500379147196189e+06
7.336999999999773009e-07,8.079014218025167286e+07,3.554766255931072868e+06,3.554766255931072868e+06,8.079014218025167286e+07,1.702474260503387079e+06
7.338799999999772933e-07,8.078890364379210770e+07,3.554711760326852556e+06,3.554711760326852556e+06,8.078890364379210770e+07,1.702448161076078424e+06
7.340599999999772856e-07,8.078766601834852993e+07,3.554657304807334673e+06,3.554657304807334673e+06,8.078766601834852993e+07,1.702422080846424680e+06
7.342399999999772780e-07,8.078642930302762985e+07,3.554602889333215542e+06,3.554602889333215542e+06,8.078642930302762985e+07,1.702396019795601489e+06
7.344199999999772703e-07,8.078519349693727493e+07,3.554548513865239453e+06,3.554548513865239453e+06,8.078519349693727493e+07,1.702369977904808009e+06
7.345999999999772627e-07,8.078395859918636084e+07,3.554494178364199121e+06,3.554494178364199121e+06,8.078395859918636084e+07,1.702343955155267846e+06
7.347799999999772550e-07,8.078272460888493061e+07,3.554439882790936623e+06,3.554439882790936623e+06,8.078272460888493061e+07,1.702317951528226724e+06
7.349599999999772474e-07,8.078149152514410019e+07,3.554385627106340136e+06,3.554385627106340136e+06,8.078149152514410019e+07,1.702291967004952021e+06
7.351399999999772397e-07,8.078025934707604349e+07,3.554331411271345336e+06,3.554331411271345336e+06,8.078025934707604349e+07,1.702266001566736493e+06
7.353199999999772321e-07,8.077902807379405200e+07,3.554277235246937722e+06,3.554277235246937722e+06,8.077902807379405200e+07,1.702240055194893619e+06
7.354999999999772244e-07,8.077779770441251993e+07,3.554223098994150292e+06,3.554223098994150292e+06,8.077779770441251993e+07,1.702214127870761557e+06
7.356799999999772168e-07,8.077656823804686964e+07,3.554169002474061679e+06,3.554169002474061679e+06,8.077656823804686964e+07,1.702188219575700117e+06
7.358599999999772091e-07,8.077533967381364107e+07,3.554114945647799410e+06,3.554114945647799410e+06,8.077533967381364107e+07,1.702162330291091464e+06
7.360399999999772015e-07,8.077411201083046198e+07,3.554060928476539440e+06,3.554060928476539440e+06,8.077411201083046198e+07,1.702136459998342674e+06
7.362199999999771938e-07,8.077288524821600318e+07,3.554006950921503361e+06,3.554006950921503361e+06,8.077288524821600318e+07,1.702110608678881079e+06
7.363999999999771861e-07,8.077165938509005308e+07,3.553953012943961658e+06,3.553953012943961658e+06,8.077165938509005308e+07,1.702084776314158225e+06
7.365799999999771785e-07,8.077043442057344317e+07,3.553899114505230449e+06,3.553899114505230449e+06,8.077043442057344317e+07,1.702058962885646848e+06
7.367599999999771708e-07,8.076921035378810763e+07,3.553845255566676147e+06,3.553845255566676147e+06,8.076921035378810763e+07,1.702033168374844827e+06
7.369399999999771632e-07,8.076798718385702372e+07,3.553791436089708004e+06,3.553791436089708004e+06,8.076798718385702372e+07,1.702007392763270298e+06
7.371199999999771555e-07,8.076676490990425646e+07,3.553737656035786960e+06,3.553737656035786960e+06,8.076676490990425646e+07,1.701981636032464914e+06
7.372999999999771479e-07,8.076554353105494380e+07,3.553683915366416797e+06,3.553683915366416797e+06,8.076554353105494380e+07,1.701955898163992679e+06
7.374799999999771402e-07,8.076432304643528163e+07,3.553630214043152053e+06,3.553630214043152053e+06,8.076432304643528163e+07,1.701930179139440646e+06
7.376599999999771326e-07,8.076310345517253876e+07,3.553576552027591038e+06,3.553576552027591038e+06,8.076310345517253876e+07,1.701904478940417059e+06
7.378399999999771249e-07,8.076188475639502704e+07,3.553522929281380493e+06,3.553522929281380493e+06,8.076188475639502704e+07,1.701878797548553906e+06
7.380199999999771173e-07,8.076066694923216105e+07,3.553469345766214654e+06,3.553469345766214654e+06,8.076066694923216105e+07,1.701853134945505066e+06
7.381999999999771096e-07,8.075945003281438351e+07,3.553415801443832461e+06,3.553415801443832461e+06,8.075945003281438351e+07,1.701827491112946765e+06
7.383799999999771020e-07,8.075823400627321005e+07,3.553362296276020352e+06,3.553362296276020352e+06,8.075823400627321005e+07,1.701801866032576654e+06
7.385599999999770943e-07,8.075701886874119937e+07,3.553308830224612262e+06,3.553308830224612262e+06,8.075701886874119937e+07,1.701776259686117293e+06
7.387399999999770867e-07,8.075580461935198307e+07,3.553255403251486830e+06,3.553255403251486830e+06,8.075580461935198307e+07,1.701750672055309638e+06
7.389199999999770790e-07,8.075459125724026561e+07,3.553202015318571124e+06,3.553202015318571124e+06,8.075459125724026561e+07,1.701725103121920954e+06
7.390999999999770714e-07,8.075337878154177964e+07,3.553148666387837380e+06,3.553148666387837380e+06,8.075337878154177964e+07,1.701699552867738064e+06
7.392799999999770637e-07,8.075216719139328599e+07,3.553095356421303935e+06,3.553095356421303935e+06,8.075216719139328599e+07,1.701674021274570841e+06
7.394599999999770561e-07,8.075095648593264818e+07,3.553042085381036159e+06,3.553042085381036159e+06,8.075095648593264818e+07,1.701648508324251045e+06
7.396399999999770484e-07,8.074974666429874301e+07,3.552988853229144122e+06,3.552988853229144122e+06,8.074974666429874301e+07,1.701623013998632319e+06
7.398199999999770407e-07,8.074853772563152015e+07,3.552935659927786328e+06,3.552935659927786328e+06,8.074853772563152015e+07,1.701597538279591128e+06
7.399999999999770331e-07,8.074732966907194257e+07,3.552882505439165048e+06,3.552882505439165048e+06,8.074732966907194257e+07,1.701572081149025122e+06
7.401799999999770254e-07,8.074612249376206100e+07,3.552829389725530054e+06,3.552829389725530054e+06,8.074612249376206100e+07,1.701546642588855233e+06
7.403599999999770178e-07,8.074491619884492457e+07,3.552776312749175820e+06,3.552776312749175820e+06,8.074491619884492457e+07,1.701521222581022885e+06
7.405399999999770101e-07,8.074371078346464038e+07,3.552723274472443387e+06,3.552723274472443387e+06,8.074371078346464038e+07,1.701495821107491851e+06
7.407199999999770025e-07,8.074250624676637352e+07,3.552670274857719894e+06,3.552670274857719894e+06,8.074250624676637352e+07,1.701470438150249189e+06
7.408999999999769948e-07,8.074130258789631724e+07,3.552617313867437188e+06,3.552617313867437188e+06,8.074130258789631724e+07,1.701445073691300815e+06
7.410799999999769872e-07,8.074009980600167811e+07,3.552564391464073211e+06,3.552564391464073211e+06,8.074009980600167811e+07,1.701419727712678956e+06
7.412599999999769795e-07,8.073889790023070574e+07,3.552511507610150613e+06,3.552511507610150613e+06,8.073889790023070574e+07,1.701394400196432369e+06
7.414399999999769719e-07,8.073769686973273754e+07,3.552458662268240005e+06,3.552458662268240005e+06,8.073769686973273754e+07,1.701369091124636121e+06
7.416199999999769642e-07,8.073649671365806460e+07,3.552405855400954373e+06,3.552405855400954373e+06,8.073649671365806460e+07,1.701343800479384605e+06
7.417999999999769566e-07,8.073529743115806580e+07,3.552353086970954202e+06,3.552353086970954202e+06,8.073529743115806580e+07,1.701318528242794331e+06
7.419799999999769489e-07,8.073409902138510346e+07,3.552300356940944213e+06,3.552300356940944213e+06,8.073409902138510346e+07,1.701293274397003697e+06
7.421599999999769413e-07,8.073290148349261284e+07,3.552247665273674764e+06,3.552247665273674764e+06,8.073290148349261284e+07,1.701268038924173918e+06
7.423399999999769336e-07,8.073170481663504243e+07,3.552195011931941379e+06,3.552195011931941379e+06,8.073170481663504243e+07,1.701242821806485299e+06
7.425199999999769260e-07,8.073050901996782422e+07,3.552142396878583822e+06,3.552142396878583822e+06,8.073050901996782422e+07,1.701217623026141897e+06
7.426999999999769183e-07,8.072931409264747798e+07,3.552089820076488424e+06,3.552089820076488424e+06,8.072931409264747798e+07,1.701192442565368023e+06
7.428799999999769107e-07,8.072812003383150697e+07,3.552037281488585752e+06,3.552037281488585752e+06,8.072812003383150697e+07,1.701167280406410806e+06
7.430599999999769030e-07,8.072692684267842770e+07,3.551984781077850610e+06,3.551984781077850610e+06,8.072692684267842770e+07,1.701142136531537399e+06
7.432399999999768953e-07,8.072573451834781468e+07,3.551932318807303440e+06,3.551932318807303440e+06,8.072573451834781468e+07,1.701117010923038237e+06
7.434199999999768877e-07,8.072454306000021100e+07,3.551879894640008919e+06,3.551879894640008919e+06,8.072454306000021100e+07,1.701091903563222615e+06
7.435999999999768800e-07,8.072335246679721773e+07,3.551827508539076895e+06,3.551827508539076895e+06,8.072335246679721773e+07,1.701066814434423810e+06
7.437799999999768724e-07,8.072216273790141940e+07,3.551775160467661917e+06,3.551775160467661917e+06,8.072216273790141940e+07,1.701041743518994888e+06
7.439599999999768647e-07,8.072097387247644365e+07,3.551722850388962775e+06,3.551722850388962775e+06,8.072097387247644365e+07,1.701016690799311502e+06
7.441399999999768571e-07,8.071978586968688667e+07,3.551670578266222496e+06,3.551670578266222496e+06,8.071978586968688667e+07,1.700991656257769326e+06
7.443199999999768494e-07,8.071859872869840264e+07,3.551618344062729273e+06,3.551618344062729273e+06,8.071859872869840264e+07,1.700966639876786154e+06
7.444999999999768418e-07,8.071741244867762923e+07,3.551566147741815075e+06,3.551566147741815075e+06,8.071741244867762923e+07,1.700941641638800735e+06
7.446799999999768341e-07,8.071622702879220247e+07,3.551513989266856574e+06,3.551513989266856574e+06,8.071622702879220247e+07,1.700916661526272306e+06
7.448599999999768265e-07,8.071504246821080148e+07,3.551461868601274211e+06,3.551461868601274211e+06,8.071504246821080148e+07,1.700891699521682924e+06
7.450399999999768188e-07,8.071385876610304415e+07,3.551409785708533600e+06,3.551409785708533600e+06,8.071385876610304415e+07,1.700866755607535131e+06
7.452199999999768112e-07,8.071267592163962126e+07,3.551357740552142728e+06,3.551357740552142728e+06,8.071267592163962126e+07,1.700841829766351730e+06
7.453999999999768035e-07,8.071149393399217725e+07,3.551305733095655218e+06,3.551305733095655218e+06,8.071149393399217725e+07,1.700816921980677638e+06
7.455799999999767959e-07,8.071031280233338475e+07,3.551253763302668463e+06,3.551253763302668463e+06,8.071031280233338475e+07,1.700792032233078731e+06
7.457599999999767882e-07,8.070913252583691478e+07,3.551201831136823632e+06,3.551201831136823632e+06,8.070913252583691478e+07,1.700767160506141838e+06
7.459399999999767806e-07,8.070795310367739201e+07,3.551149936561804265e+06,3.551149936561804265e+06,8.070795310367739201e+07,1.700742306782473344e+06
7.461199999999767729e-07,8.070677453503048420e+07,3.551098079541340470e+06,3.551098079541340470e+06,8.070677453503048420e+07,1.700717471044702921e+06
