Copper Inductance (H),Graphene Inductance (H),Final Inductance (H)
3.436014471108691e-07,3.196074357936e-07,1.655852029079255e-07
3.4356706379542464e-07,3.074747302517e-07,1.6226022849804993e-07
3.4353268736409284e-07,2.963650448432e-07,1.5910523693305261e-07
3.434983178148049e-07,2.861462295046e-07,1.561051372593217e-07
3.434639551454929e-07,2.767101940302e-07,1.5324724159659354e-07
3.434295993540905e-07,3.823968362631e-07,1.8093360316979595e-07
3.4339525043853155e-07,3.640136220204e-07,1.7670198065545058e-07
3.433609083967509e-07,3.476404749485e-07,1.727437196955002e-07
3.433265732266841e-07,3.329270884394e-07,1.6902343438204701e-07
3.4329224492626773e-07,3.196074357936e-07,1.655133609501293e-07
3.432579234934392e-07,3.074747302517e-07,1.621912421721503e-07
3.432236089261364e-07,2.963650448432e-07,1.5903890672726638e-07
3.4318930122229855e-07,2.861462295046e-07,1.5604128442843986e-07
3.4315500037986535e-07,2.767101940302e-07,1.5318570488203562e-07
3.431207063967775e-07,2.679674001511e-07,1.5046138624848144e-07
3.430864192709763e-07,3.640136220204e-07,1.7662017091210253e-07
3.430521390004041e-07,3.476404749485e-07,1.726655333004934e-07
3.4301786558300404e-07,3.329270884394e-07,1.6894857871438726e-07
3.429835990167199e-07,3.196074357936e-07,1.6544158137058874e-07
3.429493392994967e-07,3.074747302517e-07,1.6212231454452866e-07
3.4291508642927965e-07,2.963650448432e-07,1.5897263186442824e-07
3.4288084040401533e-07,2.861462295046e-07,1.5597748387081567e-07
3.428466012216511e-07,2.767101940302e-07,1.5312421762410527e-07
3.4281236888013473e-07,2.679674001511e-07,1.504020661557829e-07
3.4277814337741505e-07,2.59842844786e-07,1.47801768698932e-07
3.4274392471144193e-07,3.476404749485e-07,1.7258741772132792e-07
3.427097128801657e-07,3.329270884394e-07,1.688737893884055e-07
3.426755078815379e-07,3.196074357936e-07,1.6536986408789395e-07
3.426413097135104e-07,3.074747302517e-07,1.620534455401048e-07
3.4260711837403614e-07,2.963650448432e-07,1.5890641227511587e-07
3.42572933861069e-07,2.861462295046e-07,1.559137355221043e-07
3.4253875617256373e-07,2.767101940302e-07,1.5306277976303054e-07
3.425045853064756e-07,2.679674001511e-07,1.503427928729829e-07
3.4247042126076054e-07,2.59842844786e-07,1.4774452686311448e-07
3.424362640333759e-07,2.522730747973e-07,1.4525995071753164e-07
3.4240211362227957e-07,3.329270884394e-07,1.6879906631573548e-07
3.4236797002543006e-07,3.196074357936e-07,1.6529820902077713e-07
3.4233383324078685e-07,3.074747302517e-07,1.6198463508392715e-07
3.4229970326631057e-07,2.963650448432e-07,1.5884024789002366e-07
3.422655800999618e-07,2.861462295046e-07,1.5585003931806724e-07
3.422314637397027e-07,2.767101940302e-07,1.530013912391363e-07
3.421973541834962e-07,2.679674001511e-07,1.5028356634452915e-07
3.421632514293057e-07,2.59842844786e-07,1.4768732940010006e-07
3.421291554750954e-07,2.522730747973e-07,1.4520466047032285e-07
3.4209506631883095e-07,2.452039308523e-07,1.428285343421304e-07
3.420609839584778e-07,3.196074357936e-07,1.652266160881128e-07
3.4202690839200304e-07,3.074747302517e-07,1.6191588310117288e-07
3.4199283961737445e-07,2.963650448432e-07,1.5877413863996263e-07
3.4195877763256e-07,2.861462295046e-07,1.5578639519457188e-07
3.419247224355293e-07,2.767101940302e-07,1.5294005199284442e-07
3.418906740242524e-07,2.679674001511e-07,1.5022438651495813e-07
3.4185663239669986e-07,2.59842844786e-07,1.4763017625815275e-07
3.4182259755084365e-07,2.522730747973e-07,1.4514941234720612e-07
3.417885694846561e-07,2.452039308523e-07,1.4277507925554963e-07
3.4175454819611055e-07,2.385888166142e-07,1.4050098298837647e-07
3.417205336831812e-07,3.074747302517e-07,1.6184718951714718e-07
3.4168652594384265e-07,2.963650448432e-07,1.587080844558601e-07
3.4165252497607094e-07,2.861462295046e-07,1.5572280308759173e-07
3.416185307778425e-07,2.767101940302e-07,1.528787619646732e-07
3.4158454334713436e-07,2.679674001511e-07,1.5016525332889444e-07
3.41550562681925e-07,2.59842844786e-07,1.475730673856178e-07
3.4151658878019333e-07,2.522730747973e-07,1.4509420629990577e-07
3.414826216399188e-07,2.452039308523e-07,1.4272166421432903e-07
3.4144866125908243e-07,2.385888166142e-07,1.4044925566362232e-07
3.414147076356652e-07,2.32387352989e-07,1.382714800511385e-07
3.413807607676492e-07,2.963650448432e-07,1.5864208526875955e-07
3.4134682065301786e-07,2.861462295046e-07,1.5565926293320587e-07
3.4131288728975453e-07,2.767101940302e-07,1.528175210952374e-07
3.412789606758437e-07,2.679674001511e-07,1.501061667310511e-07
3.4124504080927123e-07,2.59842844786e-07,1.4751600273092124e-07
3.412111276880228e-07,2.522730747973e-07,1.4503904228022047e-07
3.4117722131008565e-07,2.452039308523e-07,1.4266828917333757e-07
3.411433216734474e-07,2.385888166142e-07,1.4039756645942612e-07
3.411094287760968e-07,2.32387352989e-07,1.3822138110155185e-07
3.410755426160232e-07,2.265643189941e-07,1.3613481586572973e-07
3.410416631912166e-07,4.571185100066e-07,1.9531976433194464e-07
3.41007790499668e-07,4.289525942247e-07,1.8997883435006836e-07
3.4097392453936947e-07,4.049105358833e-07,1.8510096648109742e-07
3.4094006530831333e-07,3.840181489355e-07,1.8059961278487477e-07
3.409062128044928e-07,3.656102659874e-07,1.7641316923468484e-07
3.4087236702590244e-07,3.4921245021e-07,1.7249600559941833e-07
3.4083852797053695e-07,3.344743949956e-07,1.6881323688196734e-07
3.408046956363923e-07,3.211300736444e-07,1.6533749560698253e-07
3.4077087002146485e-07,3.089726993971e-07,1.6204684515869857e-07
3.4073705112375206e-07,2.978383452832e-07,1.5892337859302872e-07
3.407032389412519e-07,4.289525942247e-07,1.8988427282288413e-07
3.406694334719638e-07,4.049105358833e-07,1.8501119737092254e-07
3.4063563471388694e-07,3.840181489355e-07,1.8051415566414353e-07
3.406018426650223e-07,3.656102659874e-07,1.763316272361542e-07
3.4056805732337095e-07,3.4921245021e-07,1.724180438012745e-07
3.405342786869351e-07,3.344743949956e-07,1.687385677841589e-07
3.405005067537178e-07,3.211300736444e-07,1.6526586897477085e-07
3.404667415217226e-07,3.089726993971e-07,1.6197804068393544e-07
3.404329829889541e-07,2.978383452832e-07,1.58857200444417e-07
3.4039923115341765e-07,2.875948612392e-07,1.5588852002813574e-07
3.4036548601311917e-07,4.049105358833e-07,1.8492151536965223e-07
3.4033174756606573e-07,3.840181489355e-07,1.8042877945523653e-07
3.402980158102649e-07,3.656102659874e-07,1.7625016065619272e-07
3.402642907437252e-07,3.4921245021e-07,1.723401525122065e-07
3.4023057236445597e-07,3.344743949956e-07,1.6866396477837053e-07
3.4019686067046706e-07,3.211300736444e-07,1.6519430443866744e-07
3.4016315565976953e-07,3.089726993971e-07,1.619092946736507e-07
3.401294573303749e-07,2.978383452832e-07,1.5879107744676027e-07
3.400957656802955e-07,2.875948612392e-07,1.5582484482663568e-07
3.4006208070754485e-07,2.781341570594e-07,1.5299814911056712e-07
3.400284024101367e-07,3.840181489355e-07,1.8034348404306212e-07
3.3999473078608593e-07,3.656102659874e-07,1.7616876938999348e-07
3.3996106583340803e-07,3.4921245021e-07,1.722623316363915e-07
3.3992740755011933e-07,3.344743949956e-07,1.6858942777668674e-07
3.398937559342372e-07,3.211300736444e-07,1.651228019177613e-07
3.398601109837793e-07,3.089726993971e-07,1.618406070531707e-07
3.3982647269676465e-07,2.978383452832e-07,1.5872500953096498e-07
3.397928410712126e-07,2.875948612392e-07,1.557612216785191e-07
3.397592161051433e-07,2.781341570594e-07,1.5293681285266322e-07
3.397255977965781e-07,2.693666944749e-07,1.5024120723265762e-07
3.396919861435387e-07,3.656102659874e-07,1.7608745333294457e-07
3.396583811440477e-07,3.4921245021e-07,1.7218458107818097e-07
3.3962478279612865e-07,3.344743949956e-07,1.6851495669134908e-07
3.3959119109780585e-07,3.211300736444e-07,1.6505136133128268e-07
3.3955760604710414e-07,3.089726993971e-07,1.617719777479497e-07
3.3952402764204913e-07,2.978383452832e-07,1.5865899662805365e-07
3.394904558806679e-07,2.875948612392e-07,1.5569765051981003e-07
3.394568907609874e-07,2.781341570594e-07,1.5287552580792983e-07
3.3942333228103565e-07,2.693666944749e-07,1.501820611802701e-07
3.393897804388418e-07,2.612174704043e-07,1.4760817456474329e-07
3.393562352324356e-07,3.4921245021e-07,1.721069007421006e-07
3.393226966598472e-07,3.344743949956e-07,1.6844055143475534e-07
3.3928916471910826e-07,3.211300736444e-07,1.6497998259860295e-07
3.392556394082505e-07,3.089726993971e-07,1.6170340668356958e-07
3.392221207253067e-07,2.978383452832e-07,1.585930386691648e-07
3.3918860866831073e-07,2.875948612392e-07,1.5563413128663815e-07
3.3915510323529654e-07,2.781341570594e-07,1.5281428791699556e-07
3.391216044242997e-07,2.693666944749e-07,1.5012296173000144e-07
3.3908811223335597e-07,2.612174704043e-07,1.4755108312099586e-07
3.3905462666050195e-07,2.536230317103e-07,1.4509077761665933e-07
3.39021147703775e-07,3.344743949956e-07,1.683662119194591e-07
3.389876753612137e-07,3.211300736444e-07,1.6490866563923394e-07
3.38954209630857e-07,3.089726993971e-07,1.616348937857396e-07
3.3892075051074444e-07,2.978383452832e-07,1.585271355855524e-07
3.3888729799891683e-07,2.875948612392e-07,1.5557066391523835e-07
3.388538520934154e-07,2.781341570594e-07,1.5275309912058544e-07
3.388204127922825e-07,2.693666944749e-07,1.500639088266365e-07
3.3878698009356065e-07,2.612174704043e-07,1.4749403587343457e-07
3.387535539952938e-07,2.536230317103e-07,1.4503561659951328e-07
3.387201344955264e-07,2.465292190599e-07,1.4268176415702453e-07
3.386867215923036e-07,3.211300736444e-07,1.6483741037282818e-07
3.386533152836712e-07,3.089726993971e-07,1.6156643898029596e-07
3.386199155676764e-07,2.978383452832e-07,1.584612873085859e-07
3.385865224423663e-07,2.875948612392e-07,1.5550724834195063e-07
3.385531359057893e-07,2.781341570594e-07,1.5269195935952018e-07
3.3851975595599484e-07,2.693666944749e-07,1.500049024150478e-07
3.384863825910323e-07,2.612174704043e-07,1.4743703277060607e-07
3.3845301580895246e-07,2.536230317103e-07,1.449804975570632e-07
3.384196556078069e-07,2.465292190599e-07,1.4262841937922762e-07
3.383863019856475e-07,2.398894361164e-07,1.4037472752924996e-07
3.383529549405272e-07,3.089726993971e-07,1.6149804219320173e-07
3.383196144705001e-07,2.978383452832e-07,1.5839549376974974e-07
3.3828628057362003e-07,2.875948612392e-07,1.554438845032198e-07
3.3825295324794276e-07,2.781341570594e-07,1.526308685747163e-07
3.38219632491524e-07,2.693666944749e-07,1.4994594244019562e-07
3.381863183024206e-07,2.612174704043e-07,1.4738007376113744e-07
3.381530106786903e-07,2.536230317103e-07,1.4492542044126938e-07
3.381197096183909e-07,2.465292190599e-07,1.425751145211621e-07
3.380864151195819e-07,2.398894361164e-07,1.403230936175185e-07
3.380531271803229e-07,2.336633037857e-07,1.3816396778831793e-07
3.3801984579867454e-07,2.978383452832e-07,1.5832975490064335e-07
3.3798657097269835e-07,2.875948612392e-07,1.5538057233559534e-07
3.379533027004562e-07,2.781341570594e-07,1.525698267071859e-07
3.3792004098001123e-07,2.693666944749e-07,1.4988702884712783e-07
3.37886785809427e-07,2.612174704043e-07,1.473231587937361e-07
3.378535371867677e-07,2.536230317103e-07,1.4487038520416596e-07
3.3782029511009893e-07,2.465292190599e-07,1.425218495378933e-07
3.3778705957748645e-07,2.398894361164e-07,1.402714977214497e-07
3.377538305869968e-07,2.336633037857e-07,1.3811394719178767e-07
3.3772060813669753e-07,2.278156010854e-07,1.360443806903502e-07
3.376873922246571e-07,4.587996856184e-07,1.9451774385283646e-07
3.376541828489442e-07,4.306095496529e-07,1.8925417075399013e-07
3.376209800076288e-07,4.06543271128e-07,1.8444521811452407e-07
3.375877836987813e-07,3.856266639968e-07,1.8000587688567785e-07
3.375545939204728e-07,3.671945608652e-07,1.7587564318591323e-07
3.375214106707756e-07,3.507725249043e-07,1.7200970589887666e-07
3.3748823394776256e-07,3.360102495064e-07,1.6837381000870482e-07
3.374550637495069e-07,3.226417079717e-07,1.6494108560467897e-07
3.374219000740833e-07,3.104601135409e-07,1.616899978804466e-07
3.373887429195665e-07,2.993015392436e-07,1.586029705623979e-07
3.373555922840325e-07,4.306095496529e-07,1.8916032998571234e-07
3.3732244816555777e-07,4.06543271128e-07,1.843560846336191e-07
3.372893105622199e-07,3.856266639968e-07,1.7992098142973126e-07
3.372561794720967e-07,3.671945608652e-07,1.7579459801694113e-07
3.372230548932672e-07,3.507725249043e-07,1.7193218371498462e-07
3.371899368238107e-07,3.360102495064e-07,1.682995297741073e-07
3.3715682526180804e-07,3.226417079717e-07,1.648698026406302e-07
3.3712372020534015e-07,3.104601135409e-07,1.6162149670538806e-07
3.370906216524885e-07,2.993015392436e-07,1.5853705957519743e-07
3.370575296013364e-07,2.89033835016e-07,1.5560193912151528e-07
3.370244440499669e-07,4.06543271128e-07,1.842670373354977e-07
3.36991364996464e-07,3.856266639968e-07,1.7983616608675255e-07
3.369582924389128e-07,3.671945608652e-07,1.7571362757591136e-07
3.3692522637539884e-07,3.507725249043e-07,1.718547314423076e-07
3.3689216680400845e-07,3.360102495064e-07,1.682253151136673e-07
3.368591137228291e-07,3.226417079717e-07,1.6479858132414562e-07
3.3682606712994836e-07,3.104601135409e-07,1.615530536065531e-07
3.3679302702345493e-07,2.993015392436e-07,1.5847120340328598e-07
3.3675999340143833e-07,2.89033835016e-07,1.555384983884067e-07
3.3672696626198864e-07,2.795489106528e-07,1.5274272469856299e-07
3.3669394560319667e-07,3.856266639968e-07,1.7975143074317366e-07
3.3666093142315435e-07,3.671945608652e-07,1.756327317593054e-07
3.3662792371995376e-07,3.507725249043e-07,1.7177734898611473e-07
3.3659492249168837e-07,3.360102495064e-07,1.6815116594039662e-07
3.3656192773645173e-07,3.226417079717e-07,1.64727421575102e-07
3.3652893945233875e-07,3.104601135409e-07,1.6148466850993782e-07
3.364959576374449e-07,2.993015392436e-07,1.5840540197813895e-07
3.36462982289866e-07,2.89033835016e-07,1.5547510941947116e-07
3.364300134076989e-07,2.795489106528e-07,1.526815936153557e-07
3.363970509890419e-07,2.707572278848e-07,1.500144792907574e-07
3.3636409503199265e-07,3.671945608652e-07,1.7555191046379644e-07
3.3633114553465066e-07,3.507725249043e-07,1.7170003625184704e-07
3.3629820249511575e-07,3.360102495064e-07,1.6807708216746157e-07
3.362652659114885e-07,3.226417079717e-07,1.646563233135157e-07
3.3623233578187027e-07,3.104601135409e-07,1.6141634134166468e-07
3.361994121043633e-07,2.993015392436e-07,1.5833965523134671e-07
3.361664948770703e-07,2.89033835016e-07,1.5541177215121474e-07
3.361335840980949e-07,2.795489106528e-07,1.5262051149669655e-07
3.361006797655414e-07,2.707572278848e-07,1.499555121492264e-07
3.360677818775152e-07,2.625837836307e-07,1.474078659543132e-07
3.360348904321217e-07,3.507725249043e-07,1.7162279314511696e-07
3.360020054274678e-07,3.360102495064e-07,1.6800306370818285e-07
3.359691268616607e-07,3.226417079717e-07,1.6458528645954226e-07
3.3593625473280843e-07,3.104601135409e-07,1.613480720279822e-07
3.359033890390198e-07,2.993015392436e-07,1.582739630946142e-07
3.358705297784043e-07,2.89033835016e-07,1.5534848652024826e-07
3.3583767694907253e-07,2.795489106528e-07,1.525594782836221e-07
3.3580483054913493e-07,2.707572278848e-07,1.4989659139669336e-07
3.3577199057670377e-07,2.625837836307e-07,1.473509298704979e-07
3.357391570298914e-07,2.549651247532e-07,1.449147715643167e-07
3.357063299068111e-07,3.360102495064e-07,1.6792911047603495e-07
3.356735092055768e-07,3.226417079717e-07,1.6451431093347623e-07
3.356406949243032e-07,3.104601135409e-07,1.6127986049526476e-07
3.356078870611058e-07,2.993015392436e-07,1.582083254997607e-07
3.3557508561410085e-07,2.89033835016e-07,1.5528525246328651e-07
3.3554229058140516e-07,2.795489106528e-07,1.5249849391726406e-07
3.355095019611365e-07,2.707572278848e-07,1.4983771697828726e-07
3.354767197514133e-07,2.625837836307e-07,1.472940378008194e-07
3.3544394395035456e-07,2.549651247532e-07,1.4485974479492725e-07
3.354111745560803e-07,2.478470919193e-07,1.4252808573690438e-07
3.353784115667113e-07,3.226417079717e-07,1.6444339665575075e-07
3.353456549803685e-07,3.104601135409e-07,1.6121170667001243e-07
3.353129047951742e-07,2.993015392436e-07,1.5814274237871977e-07
3.352801610092513e-07,2.89033835016e-07,1.552220699171484e-07
3.352474236207232e-07,2.795489106528e-07,1.5243755833884938e-07
3.352146926277145e-07,2.707572278848e-07,1.497788888392245e-07
3.3518196802835e-07,2.625837836307e-07,1.4723718969411447e-07
3.3514924982075524e-07,2.549651247532e-07,1.448047598453835e-07
3.351165380030571e-07,2.478470919193e-07,1.4247485629452296e-07
3.350838325733826e-07,2.411830887923e-07,1.40241528271109e-07
3.350511335298599e-07,3.104601135409e-07,1.6114361047885048e-07
3.3501844087061725e-07,2.993015392436e-07,1.580772136635387e-07
3.349857545937846e-07,2.89033835016e-07,1.5515893881875664e-07
3.3495307469749177e-07,2.795489106528e-07,1.5237667148969986e-07
3.349204011798698e-07,2.707572278848e-07,1.4972010692480813e-07
3.348877340390501e-07,2.625837836307e-07,1.4718038549929947e-07
3.348550732731652e-07,2.549651247532e-07,1.4474981666788925e-07
3.3482241888034825e-07,2.478470919193e-07,1.4242166664082493e-07
3.347897708587328e-07,2.411830887923e-07,1.4018999277274494e-07
3.3475712920645356e-07,2.349327362782e-07,1.3804951275761398e-07
3.3472449392164555e-07,2.993015392436e-07,1.580117392863785e-07
3.346918650024452e-07,2.89033835016e-07,1.5509585910513759e-07
3.346592424469888e-07,2.795489106528e-07,1.5231583331123186e-07
3.3462662625341417e-07,2.707572278848e-07,1.4966137118042818e-07
3.3459401641985913e-07,2.625837836307e-07,1.4712362516537072e-07
3.345614129444628e-07,2.549651247532e-07,1.4469491521472182e-07
3.345288158253647e-07,2.478470919193e-07,1.4236851673107923e-07
3.344962250607052e-07,2.411830887923e-07,1.401384951798092e-07
3.344636406486253e-07,2.349327362782e-07,1.379995754578681e-07
3.344310625872669e-07,2.290608133944e-07,1.359470375453739e-07
3.3439849087477265e-07,4.604669500197e-07,1.9371763478736968e-07
3.343659255092856e-07,4.322530302704e-07,1.8853001668027033e-07
3.343333664889497e-07,4.081629679617e-07,1.8378878497187588e-07
3.3430081381191e-07,3.872225770467e-07,1.7941043114210507e-07
3.3426826747631135e-07,3.687666901313e-07,1.7533552390144885e-07
3.342357274803005e-07,3.523208703867e-07,1.7152005062079882e-07
3.342031938220239e-07,3.37534811205e-07,1.6793037030305697e-07
3.3417066649962933e-07,3.241424858865e-07,1.6454009791073512e-07
3.3413814551126495e-07,3.11937107672e-07,1.6132809012590995e-07
3.3410563085508e-07,3.007547495908e-07,1.5827709279026556e-07
3.340731225292241e-07,4.322530302704e-07,1.8843689337444544e-07
3.3404062053184777e-07,4.081629679617e-07,1.837002854874128e-07
3.3400812486110236e-07,3.872225770467e-07,1.7932609707425552e-07
3.339756355151395e-07,3.687666901313e-07,1.7525497639568486e-07
3.339431524921119e-07,3.523208703867e-07,1.7144296979484264e-07
3.339106757901733e-07,3.37534811205e-07,1.678564814197348e-07
3.338782054074772e-07,3.241424858865e-07,1.644691617087052e-07
3.3384574134217865e-07,3.11937107672e-07,1.6125989583320044e-07
3.3381328359243337e-07,3.007547495908e-07,1.5821145293641886e-07
3.3378083215639734e-07,2.904632615795e-07,1.5530954979589202e-07
3.337483870322277e-07,4.081629679617e-07,1.8361187126542788e-07
3.337159482180819e-07,3.872225770467e-07,1.792418423236971e-07
3.336835157121185e-07,3.687666901313e-07,1.7517450292834374e-07
3.3365108951249644e-07,3.523208703867e-07,1.7136595828171724e-07
3.336186696173759e-07,3.37534811205e-07,1.6778265759090428e-07
3.33586256024917e-07,3.241424858865e-07,1.643982867028942e-07
3.3355384873328135e-07,3.11937107672e-07,1.6119175922488924e-07
3.3352144774063057e-07,3.007547495908e-07,1.5814586755804123e-07
3.3348905304512765e-07,2.904632615795e-07,1.552463478027513e-07
3.334566646449357e-07,2.809545534324e-07,1.5248121379936006e-07
3.334242825382193e-07,3.872225770467e-07,1.791576667783735e-07
3.333919067231429e-07,3.687666901313e-07,1.7509410339718833e-07
3.33359537197872e-07,3.523208703867e-07,1.712890159877807e-07
3.33327173960573e-07,3.37534811205e-07,1.6770889873050436e-07
3.33294817009413e-07,3.241424858865e-07,1.6432747281396902e-07
3.332624663425596e-07,3.11937107672e-07,1.6112368022764597e-07
3.332301219581809e-07,3.007547495908e-07,1.5808033658718232e-07
3.331977838544465e-07,2.904632615795e-07,1.5518319727999462e-07
3.331654520295257e-07,2.809545534324e-07,1.5242029238837812e-07
3.331331264815896e-07,2.721390868806e-07,1.4978144188510755e-07
3.3310080720880913e-07,3.687666901313e-07,1.7501377770017042e-07
3.3306849420935605e-07,3.523208703867e-07,1.7121214281956065e-07
3.330361874814034e-07,3.37534811205e-07,1.676352047526265e-07
3.330038870231244e-07,3.241424858865e-07,1.642567199627343e-07
3.32971592832693e-07,3.11937107672e-07,1.610556587682651e-07
3.329393049082842e-07,3.007547495908e-07,1.5801485995600537e-07
3.329070232480736e-07,2.904632615795e-07,1.5512009816461605e-07
3.3287474785023696e-07,2.809545534324e-07,1.5235941968844472e-07
3.3284247871295176e-07,2.721390868806e-07,1.497226583146382e-07
3.32810215834395e-07,2.639418588428e-07,1.4720107518138237e-07
3.327779592127457e-07,3.523208703867e-07,1.7113533868375357e-07
3.3274570884618253e-07,3.37534811205e-07,1.6756157557151427e-07
3.3271346473288497e-07,3.241424858865e-07,1.6418602807013214e-07
3.326812268710341e-07,3.11937107672e-07,1.609876947736659e-07
3.3264899525881066e-07,3.007547495908e-07,1.5794943759678705e-07
3.3261676989439654e-07,2.904632615795e-07,1.5505705039371333e-07
3.325845507759745e-07,2.809545534324e-07,1.522985956410109e-07
3.325523379017278e-07,2.721390868806e-07,1.4966392091497347e-07
3.325201312698401e-07,2.639418588428e-07,1.4714429922590558e-07
3.3248793087849656e-07,2.562994161815e-07,1.4473215668962083e-07
3.324557367258822e-07,3.37534811205e-07,1.6748801110156294e-07
3.324235488101833e-07,3.241424858865e-07,1.6411539705724195e-07
3.323913671295868e-07,3.11937107672e-07,1.6091978817089187e-07
3.323591916822799e-07,3.007547495908e-07,1.5788406944191712e-07
3.3232702246645073e-07,2.904632615795e-07,1.5499405390448732e-07
3.322948594802886e-07,2.809545534324e-07,1.5223782018762193e-07
3.322627027219829e-07,2.721390868806e-07,1.4960522963159383e-07
3.3223055218972405e-07,2.639418588428e-07,1.470875670973338e-07
3.321984078817029e-07,2.562994161815e-07,1.4467726899761694e-07
3.3216626979611124e-07,2.491575995638e-07,1.423677141101889e-07
3.3213413793114165e-07,3.241424858865e-07,1.640448268452799e-07
3.3210201228498694e-07,3.11937107672e-07,1.6085193888711074e-07
3.320698928558411e-07,3.007547495908e-07,1.578187554238982e-07
3.320377796418986e-07,2.904632615795e-07,1.5493110863424188e-07
3.320056726413548e-07,2.809545534324e-07,1.5217709326991734e-07
3.319735718524053e-07,2.721390868806e-07,1.495465844100661e-07
3.319414772732472e-07,2.639418588428e-07,1.470308787448008e-07
3.319093889020773e-07,2.562994161815e-07,1.4462242296538505e-07
3.318773067370939e-07,2.491575995638e-07,1.423146048535192e-07
3.318452307764957e-07,2.424698126531e-07,1.401015903322153e-07
3.318131610184821e-07,3.11937107672e-07,1.6078414684961396e-07
3.31781097461253e-07,3.007547495908e-07,1.5775349547534562e-07
3.317490401030096e-07,2.904632615795e-07,1.5486821452038357e-07
3.3171698894195293e-07,2.809545534324e-07,1.521164148296307e-07
3.3168494397628546e-07,2.721390868806e-07,1.494879851960433e-07
3.316529052042102e-07,2.639418588428e-07,1.4697423411751969e-07
3.3162087262393044e-07,2.562994161815e-07,1.4456761854537973e-07
3.3158884623365045e-07,2.491575995638e-07,1.42261535249277e-07
3.315568260315756e-07,2.424698126531e-07,1.4005015808315794e-07
3.3152481201591107e-07,2.361956763551e-07,1.3792830945256036e-07
3.314928041848637e-07,3.007547495908e-07,1.5768828952898723e-07
3.314608025366399e-07,2.904632615795e-07,1.5480537150042157e-07
3.3142880706944814e-07,2.809545534324e-07,1.520557848085894e-07
3.3139681778149654e-07,2.721390868806e-07,1.4942943193526454e-07
3.313648346709941e-07,2.639418588428e-07,1.4691763316478265e-07
3.313328577361508e-07,2.562994161815e-07,1.4451285569012835e-07
3.313008869751772e-07,2.491575995638e-07,1.4220850525294212e-07
3.3126892238628443e-07,2.424698126531e-07,1.3999876362414843e-07
3.312369639676844e-07,2.361956763551e-07,1.3787846024094084e-07
3.312050117175896e-07,2.302999696876e-07,1.358429696706465e-07
3.311730656342136e-07,4.621205295761e-07,1.929195866401136e-07
3.3114112571577036e-07,4.338832507535e-07,1.8780654904988258e-07
3.3110919196047404e-07,4.097698293714e-07,1.8313186523899274e-07
3.310772643665405e-07,3.88806079383e-07,1.788134900590076e-07
3.3104534293218573e-07,3.703268333943e-07,1.7479303812721966e-07
3.310134276556261e-07,3.538576545763e-07,1.7102727532568812e-07
3.3098151853507957e-07,3.390482363212e-07,1.6748315921925293e-07
3.309496155687639e-07,3.256325519294e-07,1.6413477735520718e-07
3.3091771875489787e-07,3.134038146415e-07,1.6096136791138918e-07
3.3088582809170124e-07,3.021980974869e-07,1.5794599056247058e-07
3.3085394357739376e-07,4.338832507535e-07,1.8771413974388338e-07
3.308220652101967e-07,4.097698293714e-07,1.8304399792285425e-07
3.307901929883316e-07,3.88806079383e-07,1.787297168873759e-07
3.307583269100202e-07,3.703268333943e-07,1.747129888902737e-07
3.30726466973486e-07,3.538576545763e-07,1.7095063736594853e-07
3.306946131769523e-07,3.390482363212e-07,1.6740966393680993e-07
3.306627655186434e-07,3.256325519294e-07,1.6406419077093731e-07
3.306309239967843e-07,3.134038146415e-07,1.608934838485999e-07
3.305990886096009e-07,3.021980974869e-07,1.5788062558402218e-07
3.305672593553191e-07,2.918832504023e-07,1.5501159469655267e-07
3.305354362321663e-07,4.097698293714e-07,1.8295621495496164e-07
3.3050361923837005e-07,3.88806079383e-07,1.7864602224083627e-07
3.304718083721588e-07,3.703268333943e-07,1.7463301300366031e-07
3.3044000363176164e-07,3.538576545763e-07,1.7087406812046535e-07
3.304082050154081e-07,3.390482363212e-07,1.673362331877256e-07
3.3037641252132896e-07,3.256325519294e-07,1.6399366492907228e-07
3.303446261477553e-07,3.134038146415e-07,1.6082565707513668e-07
3.3031284589291873e-07,3.021980974869e-07,1.5781531473738063e-07
3.302810717550517e-07,2.918832504023e-07,1.5494863549221383e-07
3.302493037323878e-07,2.823511831819e-07,1.5221385494407049e-07
3.302175418231605e-07,3.88806079383e-07,1.7856240600883172e-07
3.301857860256044e-07,3.703268333943e-07,1.7455311036641636e-07
3.301540363379548e-07,3.538576545763e-07,1.707975674966823e-07
3.301222927584475e-07,3.390482363212e-07,1.6726286688686554e-07
3.300905552853192e-07,3.256325519294e-07,1.6392319975107074e-07
3.3005882391680697e-07,3.134038146415e-07,1.6075788751834602e-07
3.300270986511488e-07,3.021980974869e-07,1.577500579551743e-07
3.299953794865836e-07,2.918832504023e-07,1.548857274601876e-07
3.299636664213503e-07,2.823511831819e-07,1.5215314748853917e-07
3.299319594536888e-07,2.735123575567e-07,1.4954232813153898e-07
3.2990025858184005e-07,3.703268333943e-07,1.7447328087776485e-07
3.2986856380404513e-07,3.538576545763e-07,1.7072113540221012e-07
3.29836875118546e-07,3.390482363212e-07,1.6718956494924575e-07
3.2980519252358573e-07,3.256325519294e-07,1.6385279515852738e-07
3.297735160174073e-07,3.134038146415e-07,1.60690175105698e-07
3.297418455982548e-07,3.021980974869e-07,1.5768485517014407e-07
3.2971018126437293e-07,2.918832504023e-07,1.5482287053796176e-07
