Ncht,Nchb,Nchl,Nchr,Cg
1.808370837083708238e+03,1.808370837083708238e+03,3.881548154815482121e+01,3.881548154815482121e+01,7.126046624143377315e-11
1.808640864086408556e+03,1.808640864086408556e+03,3.882028202820281848e+01,3.882028202820281848e+01,7.127106849327977418e-11
1.808910891089108873e+03,1.808910891089108873e+03,3.882508250825082285e+01,3.882508250825082285e+01,7.128167074512574935e-11
1.809180918091809190e+03,1.809180918091809190e+03,3.882988298829883433e+01,3.882988298829883433e+01,7.129227299697173744e-11
1.809450945094509279e+03,1.809450945094509279e+03,3.883468346834683160e+01,3.883468346834683160e+01,7.130287524881771262e-11
1.809720972097209824e+03,1.809720972097209824e+03,3.883948394839483598e+01,3.883948394839483598e+01,7.131347750066372656e-11
1.809990999099909914e+03,1.809990999099909914e+03,3.884428442844284746e+01,3.884428442844284746e+01,7.132407975250971466e-11
1.810261026102610231e+03,1.810261026102610231e+03,3.884908490849084473e+01,3.884908490849084473e+01,7.133468200435568983e-11
1.810531053105310320e+03,1.810531053105310320e+03,3.885388538853884910e+01,3.885388538853884910e+01,7.134528425620169085e-11
1.810801080108010865e+03,1.810801080108010865e+03,3.885868586858686058e+01,3.885868586858686058e+01,7.135588650804767895e-11
1.811071107110710955e+03,1.811071107110710955e+03,3.886348634863485785e+01,3.886348634863485785e+01,7.136648875989366705e-11
1.811341134113411272e+03,1.811341134113411272e+03,3.886828682868286222e+01,3.886828682868286222e+01,7.137709101173966807e-11
1.811611161116111589e+03,1.811611161116111589e+03,3.887308730873087370e+01,3.887308730873087370e+01,7.138769326358564324e-11
1.811881188118811906e+03,1.811881188118811906e+03,3.887788778877887097e+01,3.887788778877887097e+01,7.139829551543164426e-11
1.812151215121511996e+03,1.812151215121511996e+03,3.888268826882688955e+01,3.888268826882688955e+01,7.140889776727760651e-11
1.812421242124212540e+03,1.812421242124212540e+03,3.888748874887488682e+01,3.888748874887488682e+01,7.141950001912363338e-11
1.812691269126912630e+03,1.812691269126912630e+03,3.889228922892289120e+01,3.889228922892289120e+01,7.143010227096960855e-11
1.812961296129612947e+03,1.812961296129612947e+03,3.889708970897090268e+01,3.889708970897090268e+01,7.144070452281559665e-11
1.813231323132313037e+03,1.813231323132313037e+03,3.890189018901889995e+01,3.890189018901889995e+01,7.145130677466159767e-11
1.813501350135013581e+03,1.813501350135013581e+03,3.890669066906690432e+01,3.890669066906690432e+01,7.146190902650757284e-11
1.813771377137713671e+03,1.813771377137713671e+03,3.891149114911491580e+01,3.891149114911491580e+01,7.147251127835356094e-11
1.814041404140413988e+03,1.814041404140413988e+03,3.891629162916291307e+01,3.891629162916291307e+01,7.148311353019956196e-11
1.814311431143114305e+03,1.814311431143114305e+03,3.892109210921091744e+01,3.892109210921091744e+01,7.149371578204555006e-11
1.814581458145814622e+03,1.814581458145814622e+03,3.892589258925892892e+01,3.892589258925892892e+01,7.150431803389155108e-11
1.814851485148514712e+03,1.814851485148514712e+03,3.893069306930692619e+01,3.893069306930692619e+01,7.151492028573751333e-11
1.815121512151215256e+03,1.815121512151215256e+03,3.893549354935493767e+01,3.893549354935493767e+01,7.152552253758352727e-11
1.815391539153915346e+03,1.815391539153915346e+03,3.894029402940294204e+01,3.894029402940294204e+01,7.153612478942951537e-11
1.815661566156615663e+03,1.815661566156615663e+03,3.894509450945093931e+01,3.894509450945093931e+01,7.154672704127549054e-11
1.815931593159315753e+03,1.815931593159315753e+03,3.894989498949895079e+01,3.894989498949895079e+01,7.155732929312149156e-11
1.816201620162016297e+03,1.816201620162016297e+03,3.895469546954695517e+01,3.895469546954695517e+01,7.156793154496746673e-11
1.816471647164716387e+03,1.816471647164716387e+03,3.895949594959495954e+01,3.895949594959495954e+01,7.157853379681345483e-11
1.816741674167416704e+03,1.816741674167416704e+03,3.896429642964296391e+01,3.896429642964296391e+01,7.158913604865946878e-11
1.817011701170117021e+03,1.817011701170117021e+03,3.896909690969096829e+01,3.896909690969096829e+01,7.159973830050544395e-11
1.817281728172817338e+03,1.817281728172817338e+03,3.897389738973897266e+01,3.897389738973897266e+01,7.161034055235144497e-11
1.817551755175517428e+03,1.817551755175517428e+03,3.897869786978697704e+01,3.897869786978697704e+01,7.162094280419742014e-11
1.817821782178218200e+03,1.817821782178218200e+03,3.898349834983498141e+01,3.898349834983498141e+01,7.163154505604343409e-11
1.818091809180918062e+03,1.818091809180918062e+03,3.898829882988298579e+01,3.898829882988298579e+01,7.164214730788939634e-11
1.818361836183618379e+03,1.818361836183618379e+03,3.899309930993099016e+01,3.899309930993099016e+01,7.165274955973538443e-11
1.818631863186318469e+03,1.818631863186318469e+03,3.899789978997899453e+01,3.899789978997899453e+01,7.166335181158138545e-11
1.818901890189019241e+03,1.818901890189019241e+03,3.900270027002700601e+01,3.900270027002700601e+01,7.167395406342737355e-11
1.819171917191719103e+03,1.819171917191719103e+03,3.900750075007500328e+01,3.900750075007500328e+01,7.168455631527336165e-11
1.819441944194419420e+03,1.819441944194419420e+03,3.901230123012300766e+01,3.901230123012300766e+01,7.169515856711934974e-11
1.819711971197119738e+03,1.819711971197119738e+03,3.901710171017101914e+01,3.901710171017101914e+01,7.170576081896533784e-11
1.819981998199820282e+03,1.819981998199820282e+03,3.902190219021901640e+01,3.902190219021901640e+01,7.171636307081135179e-11
1.820252025202520144e+03,1.820252025202520144e+03,3.902670267026702788e+01,3.902670267026702788e+01,7.172696532265732696e-11
1.820522052205220461e+03,1.820522052205220461e+03,3.903150315031503226e+01,3.903150315031503226e+01,7.173756757450331506e-11
1.820792079207920779e+03,1.820792079207920779e+03,3.903630363036302953e+01,3.903630363036302953e+01,7.174816982634929023e-11
1.821062106210620868e+03,1.821062106210620868e+03,3.904110411041104101e+01,3.904110411041104101e+01,7.175877207819527832e-11
1.821332133213321185e+03,1.821332133213321185e+03,3.904590459045904538e+01,3.904590459045904538e+01,7.176937433004127935e-11
1.821602160216021502e+03,1.821602160216021502e+03,3.905070507050704265e+01,3.905070507050704265e+01,7.177997658188726744e-11
1.821872187218721820e+03,1.821872187218721820e+03,3.905550555055505413e+01,3.905550555055505413e+01,7.179057883373325554e-11
1.822142214221421909e+03,1.822142214221421909e+03,3.906030603060305850e+01,3.906030603060305850e+01,7.180118108557923071e-11
1.822412241224122681e+03,1.822412241224122681e+03,3.906510651065105577e+01,3.906510651065105577e+01,7.181178333742524466e-11
1.822682268226822544e+03,1.822682268226822544e+03,3.906990699069907436e+01,3.906990699069907436e+01,7.182238558927123275e-11
1.822952295229522861e+03,1.822952295229522861e+03,3.907470747074707162e+01,3.907470747074707162e+01,7.183298784111722085e-11
1.823222322232222950e+03,1.823222322232222950e+03,3.907950795079508310e+01,3.907950795079508310e+01,7.184359009296320895e-11
1.823492349234923722e+03,1.823492349234923722e+03,3.908430843084308748e+01,3.908430843084308748e+01,7.185419234480919704e-11
1.823762376237623585e+03,1.823762376237623585e+03,3.908910891089108475e+01,3.908910891089108475e+01,7.186479459665519807e-11
1.824032403240323902e+03,1.824032403240323902e+03,3.909390939093909623e+01,3.909390939093909623e+01,7.187539684850118616e-11
1.824302430243024219e+03,1.824302430243024219e+03,3.909870987098710060e+01,3.909870987098710060e+01,7.188599910034716133e-11
1.824572457245724763e+03,1.824572457245724763e+03,3.910351035103509787e+01,3.910351035103509787e+01,7.189660135219317528e-11
1.824842484248424626e+03,1.824842484248424626e+03,3.910831083108310935e+01,3.910831083108310935e+01,7.190720360403913753e-11
1.825112511251124943e+03,1.825112511251124943e+03,3.911311131113111372e+01,3.911311131113111372e+01,7.191780585588513855e-11
1.825382538253825260e+03,1.825382538253825260e+03,3.911791179117911099e+01,3.911791179117911099e+01,7.192840810773110080e-11
1.825652565256525804e+03,1.825652565256525804e+03,3.912271227122712247e+01,3.912271227122712247e+01,7.193901035957712767e-11
1.825922592259225667e+03,1.825922592259225667e+03,3.912751275127512685e+01,3.912751275127512685e+01,7.194961261142310284e-11
1.826192619261925984e+03,1.826192619261925984e+03,3.913231323132312411e+01,3.913231323132312411e+01,7.196021486326907801e-11
1.826462646264626301e+03,1.826462646264626301e+03,3.913711371137114270e+01,3.913711371137114270e+01,7.197081711511509196e-11
1.826732673267326845e+03,1.826732673267326845e+03,3.914191419141913997e+01,3.914191419141913997e+01,7.198141936696106713e-11
1.827002700270027162e+03,1.827002700270027162e+03,3.914671467146714434e+01,3.914671467146714434e+01,7.199202161880706815e-11
1.827272727272727025e+03,1.827272727272727025e+03,3.915151515151515582e+01,3.915151515151515582e+01,7.200262387065305625e-11
1.827542754275427342e+03,1.827542754275427342e+03,3.915631563156315309e+01,3.915631563156315309e+01,7.201322612249903142e-11
1.827812781278127886e+03,1.827812781278127886e+03,3.916111611161115746e+01,3.916111611161115746e+01,7.202382837434504537e-11
1.828082808280828203e+03,1.828082808280828203e+03,3.916591659165916894e+01,3.916591659165916894e+01,7.203443062619102054e-11
1.828352835283528066e+03,1.828352835283528066e+03,3.917071707170716621e+01,3.917071707170716621e+01,7.204503287803700863e-11
1.828622862286228383e+03,1.828622862286228383e+03,3.917551755175517059e+01,3.917551755175517059e+01,7.205563512988300966e-11
1.828892889288928927e+03,1.828892889288928927e+03,3.918031803180318207e+01,3.918031803180318207e+01,7.206623738172898483e-11
1.829162916291629244e+03,1.829162916291629244e+03,3.918511851185117933e+01,3.918511851185117933e+01,7.207683963357499877e-11
1.829432943294329107e+03,1.829432943294329107e+03,3.918991899189918371e+01,3.918991899189918371e+01,7.208744188542096102e-11
1.829702970297029424e+03,1.829702970297029424e+03,3.919471947194719519e+01,3.919471947194719519e+01,7.209804413726694912e-11
1.829972997299729968e+03,1.829972997299729968e+03,3.919951995199519246e+01,3.919951995199519246e+01,7.210864638911296306e-11
1.830243024302430285e+03,1.830243024302430285e+03,3.920432043204321104e+01,3.920432043204321104e+01,7.211924864095893824e-11
1.830513051305130602e+03,1.830513051305130602e+03,3.920912091209120831e+01,3.920912091209120831e+01,7.212985089280493926e-11
1.830783078307830465e+03,1.830783078307830465e+03,3.921392139213921268e+01,3.921392139213921268e+01,7.214045314465090150e-11
1.831053105310531009e+03,1.831053105310531009e+03,3.921872187218722416e+01,3.921872187218722416e+01,7.215105539649691545e-11
1.831323132313231326e+03,1.831323132313231326e+03,3.922352235223522143e+01,3.922352235223522143e+01,7.216165764834291647e-11
1.831593159315931644e+03,1.831593159315931644e+03,3.922832283228322581e+01,3.922832283228322581e+01,7.217225990018887872e-11
1.831863186318631506e+03,1.831863186318631506e+03,3.923312331233123729e+01,3.923312331233123729e+01,7.218286215203487974e-11
1.832133213321332050e+03,1.832133213321332050e+03,3.923792379237923456e+01,3.923792379237923456e+01,7.219346440388086784e-11
1.832403240324032367e+03,1.832403240324032367e+03,3.924272427242723893e+01,3.924272427242723893e+01,7.220406665572685593e-11
1.832673267326732685e+03,1.832673267326732685e+03,3.924752475247525041e+01,3.924752475247525041e+01,7.221466890757284403e-11
1.832943294329432547e+03,1.832943294329432547e+03,3.925232523252324768e+01,3.925232523252324768e+01,7.222527115941883213e-11
1.833213321332133319e+03,1.833213321332133319e+03,3.925712571257125916e+01,3.925712571257125916e+01,7.223587341126484607e-11
1.833483348334833408e+03,1.833483348334833408e+03,3.926192619261926353e+01,3.926192619261926353e+01,7.224647566311082125e-11
1.833753375337533726e+03,1.833753375337533726e+03,3.926672667266726080e+01,3.926672667266726080e+01,7.225707791495680934e-11
1.834023402340233588e+03,1.834023402340233588e+03,3.927152715271527228e+01,3.927152715271527228e+01,7.226768016680277159e-11
1.834293429342934360e+03,1.834293429342934360e+03,3.927632763276327665e+01,3.927632763276327665e+01,7.227828241864878554e-11
1.834563456345634449e+03,1.834563456345634449e+03,3.928112811281128103e+01,3.928112811281128103e+01,7.228888467049478656e-11
1.834833483348334767e+03,1.834833483348334767e+03,3.928592859285928540e+01,3.928592859285928540e+01,7.229948692234076173e-11
1.835103510351035084e+03,1.835103510351035084e+03,3.929072907290728978e+01,3.929072907290728978e+01,7.231008917418674983e-11
1.835373537353735401e+03,1.835373537353735401e+03,3.929552955295529415e+01,3.929552955295529415e+01,7.232069142603275085e-11
1.835643564356435490e+03,1.835643564356435490e+03,3.930033003300329852e+01,3.930033003300329852e+01,7.233129367787873894e-11
1.835913591359136035e+03,1.835913591359136035e+03,3.930513051305130290e+01,3.930513051305130290e+01,7.234189592972473997e-11
1.836183618361836125e+03,1.836183618361836125e+03,3.930993099309930727e+01,3.930993099309930727e+01,7.235249818157071514e-11
1.836453645364536442e+03,1.836453645364536442e+03,3.931473147314731165e+01,3.931473147314731165e+01,7.236310043341670323e-11
1.836723672367236531e+03,1.836723672367236531e+03,3.931953195319531602e+01,3.931953195319531602e+01,7.237370268526267841e-11
1.836993699369937076e+03,1.836993699369937076e+03,3.932433243324332750e+01,3.932433243324332750e+01,7.238430493710869235e-11
1.837263726372637166e+03,1.837263726372637166e+03,3.932913291329132477e+01,3.932913291329132477e+01,7.239490718895468045e-11
1.837533753375337483e+03,1.837533753375337483e+03,3.933393339333932914e+01,3.933393339333932914e+01,7.240550944080066855e-11
1.837803780378037800e+03,1.837803780378037800e+03,3.933873387338734062e+01,3.933873387338734062e+01,7.241611169264665664e-11
1.838073807380738117e+03,1.838073807380738117e+03,3.934353435343533789e+01,3.934353435343533789e+01,7.242671394449264474e-11
1.838343834383438207e+03,1.838343834383438207e+03,3.934833483348334937e+01,3.934833483348334937e+01,7.243731619633863284e-11
1.838613861386138751e+03,1.838613861386138751e+03,3.935313531353135375e+01,3.935313531353135375e+01,7.244791844818463386e-11
1.838883888388838841e+03,1.838883888388838841e+03,3.935793579357935101e+01,3.935793579357935101e+01,7.245852070003062195e-11
1.839153915391539158e+03,1.839153915391539158e+03,3.936273627362736249e+01,3.936273627362736249e+01,7.246912295187661005e-11
1.839423942394239248e+03,1.839423942394239248e+03,3.936753675367536687e+01,3.936753675367536687e+01,7.247972520372257230e-11
1.839693969396939792e+03,1.839693969396939792e+03,3.937233723372336414e+01,3.937233723372336414e+01,7.249032745556858624e-11
1.839963996399639882e+03,1.839963996399639882e+03,3.937713771377137562e+01,3.937713771377137562e+01,7.250092970741457434e-11
1.840234023402340199e+03,1.840234023402340199e+03,3.938193819381937999e+01,3.938193819381937999e+01,7.251153195926056244e-11
1.840504050405040516e+03,1.840504050405040516e+03,3.938673867386737726e+01,3.938673867386737726e+01,7.252213421110656346e-11
1.840774077407740833e+03,1.840774077407740833e+03,3.939153915391539584e+01,3.939153915391539584e+01,7.253273646295253863e-11
1.841044104410440923e+03,1.841044104410440923e+03,3.939633963396339311e+01,3.939633963396339311e+01,7.254333871479852673e-11
1.841314131413141467e+03,1.841314131413141467e+03,3.940114011401140459e+01,3.940114011401140459e+01,7.255394096664451483e-11
1.841584158415841557e+03,1.841584158415841557e+03,3.940594059405940897e+01,3.940594059405940897e+01,7.256454321849051585e-11
1.841854185418541874e+03,1.841854185418541874e+03,3.941074107410740623e+01,3.941074107410740623e+01,7.257514547033650394e-11
1.842124212421241964e+03,1.842124212421241964e+03,3.941554155415541771e+01,3.941554155415541771e+01,7.258574772218247912e-11
1.842394239423942508e+03,1.842394239423942508e+03,3.942034203420342209e+01,3.942034203420342209e+01,7.259634997402849306e-11
1.842664266426642598e+03,1.842664266426642598e+03,3.942514251425141936e+01,3.942514251425141936e+01,7.260695222587445531e-11
1.842934293429342915e+03,1.842934293429342915e+03,3.942994299429943084e+01,3.942994299429943084e+01,7.261755447772045633e-11
1.843204320432043005e+03,1.843204320432043005e+03,3.943474347434743521e+01,3.943474347434743521e+01,7.262815672956644443e-11
1.843474347434743549e+03,1.843474347434743549e+03,3.943954395439543248e+01,3.943954395439543248e+01,7.263875898141244545e-11
1.843744374437443639e+03,1.843744374437443639e+03,3.944434443444344396e+01,3.944434443444344396e+01,7.264936123325843355e-11
1.844014401440143729e+03,1.844014401440143729e+03,3.944914491449144833e+01,3.944914491449144833e+01,7.265996348510439579e-11
1.844284428442844273e+03,1.844284428442844273e+03,3.945394539453944560e+01,3.945394539453944560e+01,7.267056573695040974e-11
1.844554455445544363e+03,1.844554455445544363e+03,3.945874587458746419e+01,3.945874587458746419e+01,7.268116798879639784e-11
1.844824482448244680e+03,1.844824482448244680e+03,3.946354635463546146e+01,3.946354635463546146e+01,7.269177024064237301e-11
1.845094509450944770e+03,1.845094509450944770e+03,3.946834683468346583e+01,3.946834683468346583e+01,7.270237249248836110e-11
1.845364536453645314e+03,1.845364536453645314e+03,3.947314731473147731e+01,3.947314731473147731e+01,7.271297474433434920e-11
1.845634563456345404e+03,1.845634563456345404e+03,3.947794779477947458e+01,3.947794779477947458e+01,7.272357699618035022e-11
1.845904590459045721e+03,1.845904590459045721e+03,3.948274827482747895e+01,3.948274827482747895e+01,7.273417924802635124e-11
1.846174617461746038e+03,1.846174617461746038e+03,3.948754875487549043e+01,3.948754875487549043e+01,7.274478149987232642e-11
1.846444644464446355e+03,1.846444644464446355e+03,3.949234923492348770e+01,3.949234923492348770e+01,7.275538375171832744e-11
1.846714671467146445e+03,1.846714671467146445e+03,3.949714971497149207e+01,3.949714971497149207e+01,7.276598600356430261e-11
1.846984698469846990e+03,1.846984698469846990e+03,3.950195019501950355e+01,3.950195019501950355e+01,7.277658825541031656e-11
1.847254725472547079e+03,1.847254725472547079e+03,3.950675067506750082e+01,3.950675067506750082e+01,7.278719050725629173e-11
1.847524752475247396e+03,1.847524752475247396e+03,3.951155115511551941e+01,3.951155115511551941e+01,7.279779275910227982e-11
1.847794779477947486e+03,1.847794779477947486e+03,3.951635163516351668e+01,3.951635163516351668e+01,7.280839501094826792e-11
1.848064806480648031e+03,1.848064806480648031e+03,3.952115211521151394e+01,3.952115211521151394e+01,7.281899726279426894e-11
1.848334833483348120e+03,1.848334833483348120e+03,3.952595259525953253e+01,3.952595259525953253e+01,7.282959951464024411e-11
1.848604860486048437e+03,1.848604860486048437e+03,3.953075307530752980e+01,3.953075307530752980e+01,7.284020176648623221e-11
1.848874887488748755e+03,1.848874887488748755e+03,3.953555355535553417e+01,3.953555355535553417e+01,7.285080401833223323e-11
1.849144914491449072e+03,1.849144914491449072e+03,3.954035403540354565e+01,3.954035403540354565e+01,7.286140627017822133e-11
1.849414941494149161e+03,1.849414941494149161e+03,3.954515451545154292e+01,3.954515451545154292e+01,7.287200852202419650e-11
1.849684968496849933e+03,1.849684968496849933e+03,3.954995499549954729e+01,3.954995499549954729e+01,7.288261077387022337e-11
1.849954995499549796e+03,1.849954995499549796e+03,3.955475547554755877e+01,3.955475547554755877e+01,7.289321302571617269e-11
1.850225022502250113e+03,1.850225022502250113e+03,3.955955595559555604e+01,3.955955595559555604e+01,7.290381527756217372e-11
1.850495049504950202e+03,1.850495049504950202e+03,3.956435643564356042e+01,3.956435643564356042e+01,7.291441752940817474e-11
1.850765076507650974e+03,1.850765076507650974e+03,3.956915691569157190e+01,3.956915691569157190e+01,7.292501978125416283e-11
1.851035103510350837e+03,1.851035103510350837e+03,3.957395739573956917e+01,3.957395739573956917e+01,7.293562203310015093e-11
1.851305130513051154e+03,1.851305130513051154e+03,3.957875787578758064e+01,3.957875787578758064e+01,7.294622428494612610e-11
1.851575157515751471e+03,1.851575157515751471e+03,3.958355835583558502e+01,3.958355835583558502e+01,7.295682653679214005e-11
1.851845184518452015e+03,1.851845184518452015e+03,3.958835883588358229e+01,3.958835883588358229e+01,7.296742878863814107e-11
1.852115211521151878e+03,1.852115211521151878e+03,3.959315931593159377e+01,3.959315931593159377e+01,7.297803104048409039e-11
1.852385238523852195e+03,1.852385238523852195e+03,3.959795979597959814e+01,3.959795979597959814e+01,7.298863329233010434e-11
1.852655265526552512e+03,1.852655265526552512e+03,3.960276027602760252e+01,3.960276027602760252e+01,7.299923554417607951e-11
1.852925292529253056e+03,1.852925292529253056e+03,3.960756075607560689e+01,3.960756075607560689e+01,7.300983779602209346e-11
1.853195319531952919e+03,1.853195319531952919e+03,3.961236123612361126e+01,3.961236123612361126e+01,7.302044004786806863e-11
1.853465346534653236e+03,1.853465346534653236e+03,3.961716171617161564e+01,3.961716171617161564e+01,7.303104229971404380e-11
1.853735373537353553e+03,1.853735373537353553e+03,3.962196219621962001e+01,3.962196219621962001e+01,7.304164455156004482e-11
1.854005400540054097e+03,1.854005400540054097e+03,3.962676267626762439e+01,3.962676267626762439e+01,7.305224680340604584e-11
1.854275427542754414e+03,1.854275427542754414e+03,3.963156315631562876e+01,3.963156315631562876e+01,7.306284905525204687e-11
1.854545454545454277e+03,1.854545454545454277e+03,3.963636363636363313e+01,3.963636363636363313e+01,7.307345130709802204e-11
1.854815481548154594e+03,1.854815481548154594e+03,3.964116411641163751e+01,3.964116411641163751e+01,7.308405355894399721e-11
1.855085508550855138e+03,1.855085508550855138e+03,3.964596459645964899e+01,3.964596459645964899e+01,7.309465581078999823e-11
1.855355535553555455e+03,1.855355535553555455e+03,3.965076507650764626e+01,3.965076507650764626e+01,7.310525806263598633e-11
1.855625562556255318e+03,1.855625562556255318e+03,3.965556555655565774e+01,3.965556555655565774e+01,7.311586031448196150e-11
1.855895589558955635e+03,1.855895589558955635e+03,3.966036603660366211e+01,3.966036603660366211e+01,7.312646256632794960e-11
1.856165616561656179e+03,1.856165616561656179e+03,3.966516651665165938e+01,3.966516651665165938e+01,7.313706481817395062e-11
1.856435643564356496e+03,1.856435643564356496e+03,3.966996699669967086e+01,3.966996699669967086e+01,7.314766707001996456e-11
1.856705670567056359e+03,1.856705670567056359e+03,3.967476747674767523e+01,3.967476747674767523e+01,7.315826932186591389e-11
1.856975697569756676e+03,1.856975697569756676e+03,3.967956795679567250e+01,3.967956795679567250e+01,7.316887157371191491e-11
1.857245724572457220e+03,1.857245724572457220e+03,3.968436843684368398e+01,3.968436843684368398e+01,7.317947382555790300e-11
1.857515751575157537e+03,1.857515751575157537e+03,3.968916891689168835e+01,3.968916891689168835e+01,7.319007607740391695e-11
1.857785778577857855e+03,1.857785778577857855e+03,3.969396939693968562e+01,3.969396939693968562e+01,7.320067832924991797e-11
1.858055805580557717e+03,1.858055805580557717e+03,3.969876987698769710e+01,3.969876987698769710e+01,7.321128058109586730e-11
1.858325832583258261e+03,1.858325832583258261e+03,3.970357035703570148e+01,3.970357035703570148e+01,7.322188283294188124e-11
1.858595859585958578e+03,1.858595859585958578e+03,3.970837083708369875e+01,3.970837083708369875e+01,7.323248508478785641e-11
1.858865886588658896e+03,1.858865886588658896e+03,3.971317131713171733e+01,3.971317131713171733e+01,7.324308733663385743e-11
1.859135913591358758e+03,1.859135913591358758e+03,3.971797179717971460e+01,3.971797179717971460e+01,7.325368958847983261e-11
1.859405940594059302e+03,1.859405940594059302e+03,3.972277227722772608e+01,3.972277227722772608e+01,7.326429184032582070e-11
1.859675967596759619e+03,1.859675967596759619e+03,3.972757275727573045e+01,3.972757275727573045e+01,7.327489409217182172e-11
1.859945994599459937e+03,1.859945994599459937e+03,3.973237323732372772e+01,3.973237323732372772e+01,7.328549634401780982e-11
1.860216021602159799e+03,1.860216021602159799e+03,3.973717371737173920e+01,3.973717371737173920e+01,7.329609859586378499e-11
1.860486048604860571e+03,1.860486048604860571e+03,3.974197419741974358e+01,3.974197419741974358e+01,7.330670084770981186e-11
1.860756075607560661e+03,1.860756075607560661e+03,3.974677467746774084e+01,3.974677467746774084e+01,7.331730309955577411e-11
1.861026102610260978e+03,1.861026102610260978e+03,3.975157515751575232e+01,3.975157515751575232e+01,7.332790535140177513e-11
1.861296129612960840e+03,1.861296129612960840e+03,3.975637563756375670e+01,3.975637563756375670e+01,7.333850760324773738e-11
1.861566156615661612e+03,1.861566156615661612e+03,3.976117611761175397e+01,3.976117611761175397e+01,7.334910985509375133e-11
1.861836183618361702e+03,1.861836183618361702e+03,3.976597659765976545e+01,3.976597659765976545e+01,7.335971210693973942e-11
1.862106210621062019e+03,1.862106210621062019e+03,3.977077707770776982e+01,3.977077707770776982e+01,7.337031435878572752e-11
1.862376237623762336e+03,1.862376237623762336e+03,3.977557755775576709e+01,3.977557755775576709e+01,7.338091661063172854e-11
1.862646264626462653e+03,1.862646264626462653e+03,3.978037803780378567e+01,3.978037803780378567e+01,7.339151886247770371e-11
1.862916291629162743e+03,1.862916291629162743e+03,3.978517851785178294e+01,3.978517851785178294e+01,7.340212111432369181e-11
1.863186318631863287e+03,1.863186318631863287e+03,3.978997899789978732e+01,3.978997899789978732e+01,7.341272336616969283e-11
1.863456345634563377e+03,1.863456345634563377e+03,3.979477947794779880e+01,3.979477947794779880e+01,7.342332561801568093e-11
1.863726372637263694e+03,1.863726372637263694e+03,3.979957995799579606e+01,3.979957995799579606e+01,7.343392786986168195e-11
1.863996399639963784e+03,1.863996399639963784e+03,3.980438043804380044e+01,3.980438043804380044e+01,7.344453012170764420e-11
1.864266426642664328e+03,1.864266426642664328e+03,3.980918091809181192e+01,3.980918091809181192e+01,7.345513237355364522e-11
1.864536453645364418e+03,1.864536453645364418e+03,3.981398139813980919e+01,3.981398139813980919e+01,7.346573462539962039e-11
1.864806480648064735e+03,1.864806480648064735e+03,3.981878187818781356e+01,3.981878187818781356e+01,7.347633687724563434e-11
1.865076507650765052e+03,1.865076507650765052e+03,3.982358235823582504e+01,3.982358235823582504e+01,7.348693912909162243e-11
1.865346534653465369e+03,1.865346534653465369e+03,3.982838283828382231e+01,3.982838283828382231e+01,7.349754138093759761e-11
1.865616561656165459e+03,1.865616561656165459e+03,3.983318331833184089e+01,3.983318331833184089e+01,7.350814363278359863e-11
1.865886588658866003e+03,1.865886588658866003e+03,3.983798379837983816e+01,3.983798379837983816e+01,7.351874588462958672e-11
1.866156615661566093e+03,1.866156615661566093e+03,3.984278427842783543e+01,3.984278427842783543e+01,7.352934813647557482e-11
1.866426642664266410e+03,1.866426642664266410e+03,3.984758475847585402e+01,3.984758475847585402e+01,7.353995038832157584e-11
1.866696669666966500e+03,1.866696669666966500e+03,3.985238523852385129e+01,3.985238523852385129e+01,7.355055264016755101e-11
1.866966696669666817e+03,1.866966696669666817e+03,3.985718571857185566e+01,3.985718571857185566e+01,7.356115489201355204e-11
1.867236723672367134e+03,1.867236723672367134e+03,3.986198619861986714e+01,3.986198619861986714e+01,7.357175714385952721e-11
1.867506750675067224e+03,1.867506750675067224e+03,3.986678667866786441e+01,3.986678667866786441e+01,7.358235939570551530e-11
1.867776777677767768e+03,1.867776777677767768e+03,3.987158715871586878e+01,3.987158715871586878e+01,7.359296164755151633e-11
1.868046804680467858e+03,1.868046804680467858e+03,3.987638763876388026e+01,3.987638763876388026e+01,7.360356389939749150e-11
1.868316831683168175e+03,1.868316831683168175e+03,3.988118811881187753e+01,3.988118811881187753e+01,7.361416615124350544e-11
1.868586858685868265e+03,1.868586858685868265e+03,3.988598859885988190e+01,3.988598859885988190e+01,7.362476840308946769e-11
1.868856885688568809e+03,1.868856885688568809e+03,3.989078907890789338e+01,3.989078907890789338e+01,7.363537065493546871e-11
1.869126912691268899e+03,1.869126912691268899e+03,3.989558955895589065e+01,3.989558955895589065e+01,7.364597290678146973e-11
1.869396939693969216e+03,1.869396939693969216e+03,3.990039003900390213e+01,3.990039003900390213e+01,7.365657515862744491e-11
1.869666966696669533e+03,1.869666966696669533e+03,3.990519051905190651e+01,3.990519051905190651e+01,7.366717741047344593e-11
1.869936993699369850e+03,1.869936993699369850e+03,3.990999099909990377e+01,3.990999099909990377e+01,7.367777966231942110e-11
1.870207020702069940e+03,1.870207020702069940e+03,3.991479147914791525e+01,3.991479147914791525e+01,7.368838191416542212e-11
1.870477047704770484e+03,1.870477047704770484e+03,3.991959195919591963e+01,3.991959195919591963e+01,7.369898416601142314e-11
1.870747074707470574e+03,1.870747074707470574e+03,3.992439243924392400e+01,3.992439243924392400e+01,7.370958641785738539e-11
